,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 24/09/2024,"4,85","1,18","0,57","5,65","0,51","R$ 316,41 M","3,74%",255
1,30/06/2024,"5,04","1,22","0,59","5,87","0,53","R$ 321,02 M","3,60%",255
2,31/03/2024,"4,23","0,91","0,45","25,91","0,40","R$ 229,50 M","4,98%",255
3,31/12/2023,"4,95","1,00","0,49","4,52","0,44","R$ 244,13 M","3,48%",255
4,30/09/2023,"5,36","0,78","0,38","2,64","0,33","R$ 180,90 M","4,70%",255
5,30/06/2023,,,,,,,,255
6,31/03/2023,"4,80","0,78","0,35","2,34","0,32","R$ 174,17 M","5,11%",255
7,31/12/2022,"4,18","0,72","0,31","1,94","0,30","R$ 158,12 M","4,36%",255
8,30/09/2022,"4,24","0,89","0,38","2,34","0,35","R$ 191,83 M","15,43%",255
9,30/06/2022,"3,27","0,80","0,33","2,61","0,30","R$ 169,55 M","17,82%",255
10,31/03/2022,"3,99","0,87","0,38","3,15","0,33","R$ 182,60 M","21,29%",255
11,31/12/2021,"4,49","0,87","0,42","3,74","0,33","R$ 187,99 M","17,42%",255
12,30/09/2021,"4,77","0,72","0,42","4,41","0,29","R$ 188,63 M","4,89%",255
13,30/06/2021,"5,64","0,85","0,56","2,79","0,36","R$ 212,33 M","4,37%",255
14,31/03/2021,"5,91","0,86","0,59","2,33","0,35","R$ 244,56 M","7,05%",255
15,31/12/2020,"4,46","0,61","0,45","1,99","0,27","R$ 219,85 M","3,61%",255
16,30/09/2020,"5,47","0,64","0,45","-19,97","0,26","R$ 183,10 M","3,54%",255
17,30/06/2020,"7,32","0,65","0,42","8,20","0,27","R$ 191,85 M","3,72%",255
18,31/03/2020,"5,67","0,54","0,33","32,01","0,22","R$ 180,11 M","4,52%",255
19,31/12/2019,"5,39","0,56","0,30","-7,08","0,25","R$ 124,64 M","3,45%",255
20,30/09/2019,"6,40","0,68","0,38","1,20","0,30","R$ 215,13 M","2,78%",255
21,30/06/2019,"6,82","0,70","0,38","2,38","0,33","R$ 127,77 M","2,78%",255
22,31/03/2019,"7,51","0,67","0,39","2,16","0,31","R$ 109,82 M","2,91%",255
23,31/12/2018,"9,57","0,76","0,47","1,88","0,34","R$ 122,88 M","54,53%",255
24,30/09/2018,,"1,07",,"6,00","0,35","R$ 108,68 M","62,34%",255
25,30/06/2018,,"1,28",,"4,54","0,43","R$ 129,85 M","54,06%",255
26,31/03/2018,"3,43","1,16","0,60","162,71","0,45","R$ 70,75 M","1,70%",255
27,31/12/2017,"4,11","1,29","0,75","-157,30","0,50","R$ 75,21 M","1,59%",255
28,30/09/2017,"5,16","0,78","0,39","5,20","0,23","R$ 55,38 M","0,00%",255
29,30/06/2017,"10,40","0,63","0,36","5,35","0,18","R$ 47,27 M","1,99%",255
30,31/03/2017,"-19,85","0,63","0,39","7,01","0,18","R$ 46,06 M","2,09%",255
31,31/12/2016,"-22,76","0,54","0,32","3,32","0,15","R$ 42,74 M","2,41%",255
32,30/09/2016,"-5,99","0,50","0,26","1,52","0,13","R$ 39,30 M","8,22%",255
33,30/06/2016,"42,06","0,43","0,21","1,81","0,12","R$ 38,25 M","8,73%",255
34,31/03/2016,"9,28","0,41","0,20","1,37","0,11","R$ 38,32 M","5,66%",255
35,31/12/2015,"239,02","0,41","0,20","6,47","0,11","R$ 37,97 M","10,44%",255
36,30/09/2015,"-9,04","0,35","0,17","-4,56","0,09","R$ 36,45 M","9,39%",255
37,30/06/2015,"-11,08","0,39","0,18","9,76","0,10","R$ 37,71 M","8,61%",255
38,31/03/2015,"44,24","0,57","0,26","75,94","0,15","R$ 45,49 M","5,71%",255
39,31/12/2014,"5,15","0,47","0,20","1,62","0,13","R$ 42,19 M","9,54%",255
40,30/09/2014,"5,68","0,62","0,26","1,66","0,17","R$ 49,07 M","6,13%",255
41,30/06/2014,"6,06","0,74","0,30","2,78","0,21","R$ 53,71 M","5,22%",255
42,31/03/2014,"4,94","0,71","0,28","1,98","0,19","R$ 51,59 M","5,60%",255
