,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 53,98 M","- R$ 23,75 M","- R$ 25,17 M","R$ 5,07 M",255
1,31/03/2024,"R$ 8,86 M","R$ 12,48 M","- R$ 7,05 M","R$ 14,28 M",255
2,31/12/2023,"R$ 53,98 M","- R$ 32,41 M","- R$ 19,28 M","R$ 2,29 M",255
3,30/09/2023,"R$ 68,52 M","- R$ 48,10 M","- R$ 22,60 M","- R$ 2,18 M",255
4,30/06/2023,"R$ 84,51 M","- R$ 56,24 M","- R$ 26,93 M","R$ 1,34 M",255
5,31/03/2023,"R$ 70,98 M","- R$ 50,91 M","- R$ 19,26 M","R$ 801,00 mil",255
6,31/12/2022,"R$ 79,60 M","- R$ 70,24 M","- R$ 19,44 M","- R$ 10,09 M",255
7,30/09/2022,"R$ 78,18 M","- R$ 82,83 M","- R$ 11,16 M","- R$ 15,80 M",255
8,30/06/2022,"R$ 60,87 M","- R$ 79,24 M","R$ 13,98 M","- R$ 4,39 M",255
9,31/03/2022,"R$ 52,39 M","- R$ 79,01 M","- R$ 748,00 mil","- R$ 27,36 M",255
10,31/12/2021,"R$ 43,66 M","- R$ 58,07 M","R$ 15,55 M","R$ 1,13 M",255
11,30/09/2021,"R$ 31,91 M","- R$ 39,76 M","- R$ 9,26 M","- R$ 17,11 M",255
12,30/06/2021,"R$ 56,58 M","- R$ 45,47 M","- R$ 34,70 M","- R$ 23,58 M",255
13,31/03/2021,"R$ 66,53 M","- R$ 38,65 M","- R$ 35,38 M","- R$ 7,50 M",255
14,31/12/2020,"R$ 56,61 M","- R$ 33,79 M","- R$ 6,24 M","R$ 16,58 M",255
15,30/09/2020,"- R$ 5,75 M","R$ 25,67 M","R$ 12,21 M","R$ 32,13 M",255
16,30/06/2020,"R$ 13,32 M","- R$ 8,89 M","R$ 25,76 M","R$ 30,19 M",255
17,31/03/2020,"R$ 2,81 M","R$ 4,68 M","R$ 29,32 M","R$ 36,81 M",255
18,31/12/2019,"- R$ 12,84 M","R$ 21,87 M","- R$ 5,97 M","R$ 3,06 M",255
19,30/09/2019,"R$ 93,75 M","- R$ 83,20 M","- R$ 2,93 M","R$ 7,62 M",255
20,30/06/2019,"R$ 47,37 M","- R$ 42,18 M","- R$ 5,60 M","- R$ 410,00 mil",255
21,31/03/2019,"R$ 49,81 M","- R$ 60,20 M","R$ 15,20 M","R$ 4,81 M",255
22,31/12/2018,"R$ 62,47 M","- R$ 79,13 M","R$ 17,19 M","R$ 535,00 mil",255
23,30/09/2018,"R$ 17,63 M","R$ 22,88 M","R$ 59,30 M","R$ 36,30 M",255
24,30/06/2018,"R$ 26,86 M","R$ 24,04 M","R$ 51,99 M","R$ 39,38 M",255
25,31/03/2018,"R$ 726,00 mil","- R$ 12,76 M","R$ 9,79 M","- R$ 2,25 M",255
26,31/12/2017,"- R$ 801,00 mil","- R$ 10,74 M","R$ 7,18 M","- R$ 4,36 M",255
27,30/09/2017,"R$ 11,20 M","- R$ 8,08 M","- R$ 12,05 M","- R$ 8,94 M",255
28,30/06/2017,"R$ 8,51 M","- R$ 4,27 M","- R$ 10,13 M","- R$ 5,88 M",255
29,31/03/2017,"R$ 6,20 M","- R$ 3,70 M","- R$ 6,76 M","- R$ 4,26 M",255
30,31/12/2016,"R$ 11,32 M","- R$ 3,17 M","- R$ 15,95 M","- R$ 7,80 M",255
31,30/09/2016,"R$ 20,75 M","- R$ 3,13 M","- R$ 16,42 M","R$ 1,20 M",255
32,30/06/2016,"R$ 16,40 M","- R$ 3,05 M","- R$ 16,12 M","- R$ 2,77 M",255
33,31/03/2016,"R$ 21,69 M","- R$ 2,78 M","- R$ 26,94 M","- R$ 8,02 M",255
34,31/12/2015,"R$ 4,51 M","- R$ 2,59 M","- R$ 4,39 M","- R$ 2,47 M",255
35,30/09/2015,"- R$ 5,43 M","- R$ 3,19 M","R$ 4,27 M","- R$ 4,35 M",255
36,30/06/2015,"R$ 2,76 M","- R$ 5,12 M","R$ 4,04 M","R$ 1,68 M",255
37,31/03/2015,"R$ 536,00 mil","- R$ 7,49 M","R$ 13,19 M","R$ 6,24 M",255
38,31/12/2014,"R$ 21,52 M","- R$ 14,96 M","R$ 1,41 M","R$ 7,97 M",255
39,30/09/2014,"R$ 28,39 M","- R$ 17,38 M","- R$ 14,27 M","- R$ 3,26 M",255
40,30/06/2014,"R$ 19,88 M","- R$ 19,89 M","- R$ 10,56 M","- R$ 10,57 M",255
41,31/03/2014,"R$ 26,02 M","- R$ 18,98 M","- R$ 10,97 M","- R$ 3,92 M",255
42,31/12/2013,"R$ 19,59 M","- R$ 12,13 M","- R$ 7,12 M","R$ 342,00 mil",255
43,30/09/2013,"R$ 6,10 M","- R$ 6,55 M","R$ 8,80 M","R$ 8,35 M",255
44,30/06/2013,"R$ 3,92 M","- R$ 6,07 M","R$ 13,04 M","R$ 10,88 M",255
45,31/03/2013,"- R$ 1,81 M","- R$ 11,69 M","R$ 13,62 M","R$ 119,00 mil",255
46,31/12/2012,"R$ 2,34 M","- R$ 15,39 M","R$ 7,82 M","- R$ 5,23 M",255
47,30/09/2012,"R$ 14,94 M","- R$ 21,65 M","R$ 2,29 M","- R$ 4,42 M",255
48,30/06/2012,"R$ 17,59 M","- R$ 19,33 M","- R$ 7,54 M","- R$ 9,27 M",255
49,31/03/2012,"R$ 14,78 M","- R$ 13,14 M","- R$ 10,14 M","- R$ 8,49 M",255
50,31/12/2011,"R$ 9,21 M","- R$ 11,78 M","- R$ 692,00 mil","- R$ 3,26 M",255
51,30/09/2011,"R$ 4,92 M","- R$ 12,49 M","R$ 10,15 M","R$ 2,58 M",255
52,30/06/2011,"R$ 2,95 M","- R$ 11,74 M","R$ 11,14 M","R$ 2,35 M",255
53,31/03/2011,"R$ 908,00 mil","- R$ 13,31 M","R$ 15,34 M","R$ 2,94 M",255
