,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 422,23 M","R$ 73,95 M","R$ 43,51 M","- R$ 30,54 M","R$ 74,05 M","- R$ 3,09 M","- R$ 0,05",198
1,31/03/2024,"R$ 515,45 M","R$ 45,18 M","R$ 14,61 M","- R$ 20,95 M","R$ 35,55 M","- R$ 41,25 M","- R$ 0,03",198
2,31/12/2023,"R$ 259,86 M","R$ 82,92 M","R$ 47,57 M","- R$ 18,73 M","R$ 66,30 M","- R$ 36,57 M","- R$ 0,03",198
3,30/09/2023,"R$ 885,83 M","R$ 93,30 M","R$ 62,16 M","- R$ 15,79 M","R$ 77,95 M","- R$ 28,69 M","- R$ 0,04",198
4,30/06/2023,"R$ 854,60 M","R$ 104,56 M","R$ 74,58 M","- R$ 16,25 M","R$ 90,83 M","- R$ 19,10 M","- R$ 0,02",198
5,31/03/2023,"R$ 831,62 M","R$ 108,23 M","R$ 80,20 M","- R$ 14,42 M","R$ 94,62 M","- R$ 22,21 M","- R$ 0,03",198
6,31/12/2022,"R$ 654,77 M","R$ 101,23 M","R$ 74,55 M","- R$ 6,76 M","R$ 81,31 M","- R$ 39,43 M","- R$ 0,05",198
7,30/09/2022,"R$ 625,62 M","R$ 72,43 M","R$ 48,53 M","- R$ 16,06 M","R$ 64,59 M","- R$ 25,91 M","- R$ 0,03",198
8,30/06/2022,"R$ 651,73 M","R$ 80,37 M","R$ 51,40 M","- R$ 17,69 M","R$ 69,09 M","- R$ 28,62 M","- R$ 0,04",198
9,31/03/2022,"R$ 536,76 M","R$ 40,45 M","R$ 38,98 M","- R$ 12,85 M","R$ 51,82 M","R$ 1,25 M","R$ 0,00",198
10,31/12/2021,"R$ 589,06 M","R$ 86,21 M","R$ 65,76 M","- R$ 7,63 M","R$ 73,39 M","R$ 18,11 M","R$ 0,02",198
11,30/09/2021,"R$ 629,37 M","R$ 70,73 M","R$ 51,84 M","- R$ 9,24 M","R$ 61,08 M","R$ 9,32 M","R$ 0,01",198
12,30/06/2021,"R$ 591,97 M","R$ 62,79 M","R$ 40,71 M","- R$ 8,32 M","R$ 49,03 M","R$ 18,72 M","R$ 0,02",198
13,31/03/2021,"R$ 675,76 M","R$ 67,25 M","R$ 49,58 M","- R$ 7,85 M","R$ 57,43 M","R$ 23,04 M","R$ 0,03",198
14,31/12/2020,"R$ 749,92 M","R$ 62,84 M","R$ 44,84 M","- R$ 7,09 M","R$ 51,93 M","R$ 15,63 M","R$ 0,02",198
15,30/09/2020,"R$ 705,82 M","R$ 91,46 M","R$ 83,93 M","- R$ 6,11 M","R$ 90,04 M","R$ 56,45 M","R$ 0,09",198
16,30/06/2020,"R$ 464,03 M","R$ 59,18 M","R$ 47,68 M","- R$ 5,35 M","R$ 53,03 M","R$ 24,52 M","R$ 0,04",198
17,31/03/2020,"R$ 288,92 M","R$ 32,38 M","R$ 29,00 M","- R$ 5,06 M","R$ 34,06 M","R$ 16,61 M","R$ 0,03",198
18,31/12/2019,,,,,,,,198
