,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 7,34 M","- R$ 30,01 M","R$ 152,06 M","R$ 131,37 M",198
1,31/03/2024,"- R$ 137,31 M","- R$ 52,52 M","R$ 62,45 M","- R$ 127,48 M",198
2,31/12/2023,"- R$ 198,79 M","- R$ 65,90 M","R$ 267,05 M","R$ 1,80 M",198
3,30/09/2023,"- R$ 210,92 M","- R$ 63,58 M","R$ 162,14 M","- R$ 112,75 M",198
4,30/06/2023,"R$ 7,38 M","- R$ 90,62 M","R$ 69,14 M","- R$ 14,84 M",198
5,31/03/2023,"- R$ 82,50 M","- R$ 85,99 M","R$ 258,40 M","R$ 89,75 M",198
6,31/12/2022,"- R$ 13,30 M","- R$ 87,11 M","R$ 270,58 M","R$ 168,79 M",198
7,30/09/2022,"R$ 41,16 M","- R$ 153,60 M","R$ 64,87 M","- R$ 48,66 M",198
8,30/06/2022,"R$ 179,50 M","- R$ 206,74 M","R$ 411,58 M","R$ 382,74 M",198
9,31/03/2022,"R$ 219,77 M","- R$ 248,09 M","- R$ 52,50 M","- R$ 82,05 M",198
10,31/12/2021,"R$ 334,92 M","- R$ 394,39 M","R$ 267,61 M","R$ 208,38 M",198
11,30/09/2021,"R$ 54,73 M","- R$ 485,39 M","R$ 1,11 B","R$ 682,82 M",198
12,30/06/2021,"- R$ 168,40 M","- R$ 468,00 M","R$ 958,63 M","R$ 322,97 M",198
13,31/03/2021,"- R$ 307,35 M","- R$ 428,74 M","R$ 1,54 B","R$ 807,79 M",198
14,31/12/2020,"- R$ 495,11 M","- R$ 296,16 M","R$ 1,41 B","R$ 618,85 M",198
15,30/09/2020,"- R$ 217,40 M","- R$ 191,16 M","R$ 525,98 M","R$ 117,42 M",198
16,30/06/2020,"- R$ 46,45 M","- R$ 187,19 M","R$ 317,84 M","R$ 84,20 M",198
17,31/03/2020,"- R$ 45,75 M","- R$ 183,15 M","R$ 192,22 M","- R$ 36,68 M",198
18,31/12/2019,"R$ 121,42 M","- R$ 148,36 M","R$ 23,86 M","- R$ 3,08 M",198
