,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
47,31/12/2012,"-11,63","0,42","0,16","13,35","0,16","R$ 49,97 M","0,00%"
48,30/09/2012,"-18,76","0,41","0,16","3,26","0,15","R$ 49,65 M","0,00%"
49,30/06/2012,"-11,92","0,43","0,17","5,31","0,16","R$ 51,57 M","0,00%"
50,31/03/2012,"-7,54","0,44","0,17","10,60","0,16","R$ 58,14 M","0,00%"
51,31/12/2011,"-7,65","0,44","0,18","5,08","0,17","R$ 59,26 M","0,00%"
52,30/09/2011,"-8,34","0,46","0,19","160,15","0,17","R$ 65,66 M","0,00%"
53,30/06/2011,"-7,08","0,48","0,19","-16,36","0,18","R$ 66,95 M","10,77%"
54,31/03/2011,"-14,65","0,47","0,19","-23,02","0,18","R$ 63,26 M","10,68%"
55,31/12/2010,"-40,33","0,13","0,05","3,90","0,05","R$ 16,82 M","9,78%"
56,30/09/2010,"32,34","0,51","0,22","5,73","0,21","R$ 69,67 M","9,49%"
57,30/06/2010,"10,82","0,67","0,23","3,86","0,26","R$ 72,63 M","7,44%"
58,31/03/2010,"7,09","0,76","0,28",NA,"0,31","R$ 82,08 M","6,28%"
59,31/12/2009,"9,39","0,90","0,34",NA,"0,37","R$ 91,81 M","5,46%"
60,30/09/2009,"11,85","0,91","0,34","2,26","0,38","R$ 91,69 M","5,38%"
61,30/06/2009,"11,41","0,97","0,35","2,34","0,38","R$ 95,21 M","4,68%"
62,31/03/2009,"21,26","0,74","0,27","0,00","0,27","R$ 126,13 M","5,99%"
63,31/12/2008,"15,38","0,80","0,30",NA,"0,31","R$ 142,02 M","5,55%"
64,30/09/2008,"9,24","0,83","0,30",NA,"0,33","R$ 107,27 M","5,43%"
65,30/06/2008,"10,14","1,12","0,38",NA,"0,50","R$ 123,60 M","4,45%"
66,31/03/2008,NA,"1,65",NA,NA,"0,83","R$ 169,24 M","2,91%"
67,31/12/2007,NA,"1,86",NA,NA,"0,94","R$ 184,18 M","2,65%"
68,30/09/2007,"8,89","1,98","0,63",NA,"0,95","R$ 177,49 M","2,57%"
69,30/06/2007,"852,75","191,78","60,05",NA,"97,29","R$ 17,38 B","0,56%"
70,31/03/2007,"5,31","1,10","0,37",NA,"0,58","R$ 98,01 M","959,35%"
71,31/12/2006,"5,20",NA,"0,30",NA,"0,45","R$ 80,88 M","1.287,68%"
72,30/09/2006,"4,95","0,43","0,15",NA,"0,21","R$ 53,25 M","2.874,28%"
73,30/06/2006,"34,70","0,32","0,11",NA,"0,16","R$ 46,45 M","1.452,03%"
74,31/03/2006,"-23,84","0,25","0,10",NA,"0,12","R$ 43,08 M","1.850,63%"
75,31/12/2005,"-8,09","0,30","0,12",NA,"0,15","R$ 45,01 M","1.599,69%"
76,30/09/2005,"-11,26","0,32","0,13",NA,"0,16","R$ 46,05 M","1.489,46%"
77,30/06/2005,"110,76","0,36","0,15",NA,"0,19","R$ 48,37 M","17.106,72%"
78,31/03/2005,"12,50","0,39","0,16",NA,"0,19","R$ 27,23 M","15.609,88%"
79,31/12/2004,"12,78","0,42","0,18",NA,"0,19","R$ 28,83 M","14.409,12%"
80,30/09/2004,"-140,20","0,43","0,18",NA,"0,22","R$ 29,23 M","14.137,25%"
81,30/06/2004,"-10,09","0,34","0,15",NA,"0,17","R$ 24,82 M","0,00%"
82,31/03/2004,"-5,05","0,25","0,13",NA,"0,12","R$ 20,98 M","0,00%"
83,31/12/2003,"-29,46","0,32","0,16",NA,"0,16","R$ 24,02 M","0,00%"
84,30/09/2003,"71,96","0,27","0,15",NA,"0,14","R$ 22,42 M","0,00%"
85,30/06/2003,"-1,88","0,26","0,15",NA,"0,13","R$ 21,78 M","0,00%"
86,31/03/2003,"-1,21","0,24","0,13",NA,"0,12","R$ 20,82 M","0,00%"
87,31/12/2002,"-1,01","0,25","0,14",NA,"0,12","R$ 20,81 M","0,00%"
88,30/09/2002,"-1,58","0,27","0,15",NA,"0,14","R$ 22,26 M","0,00%"
89,30/06/2002,"-4,35","0,21","0,13",NA,"0,12","R$ 20,74 M","0,00%"
90,31/03/2002,"-4,35","0,21","0,13",NA,"0,12","R$ 20,74 M","0,00%"
91,31/12/2001,"1,63","0,26","0,16",NA,"0,15","R$ 24,34 M","21.605,34%"
92,31/03/2001,"2,53","0,29","0,17",NA,"0,15","R$ 28,43 M","19.163,00%"
93,31/12/2000,"2,41","0,37","0,22",NA,"0,20","R$ 32,43 M","15.741,04%"
94,30/09/2000,"1,63","0,29","0,18",NA,"0,15","R$ 27,63 M","20.024,94%"
95,30/06/2000,"2,11","0,35","0,22",NA,"0,19","R$ 33,31 M","16.569,51%"
96,31/03/2000,"2,08","0,28","0,18",NA,"0,15","R$ 26,03 M","20.988,05%"
