,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 83,88 M","- R$ 23,55 M","- R$ 17,50 M","R$ 52,49 M"
1,31/03/2024,"R$ 117,78 M","- R$ 55,54 M","- R$ 24,98 M","R$ 37,77 M"
2,31/12/2023,"R$ 142,63 M","- R$ 67,36 M","- R$ 25,68 M","R$ 44,46 M"
3,30/09/2023,"R$ 162,89 M","- R$ 78,44 M","- R$ 26,73 M","R$ 54,83 M"
4,30/06/2023,"R$ 175,49 M","- R$ 92,89 M","- R$ 30,34 M","R$ 49,37 M"
5,31/03/2023,"R$ 78,32 M","- R$ 80,67 M","R$ 30,39 M","R$ 49,30 M"
6,31/12/2022,"R$ 59,60 M","- R$ 86,10 M","R$ 69,62 M","R$ 54,00 M"
7,30/09/2022,"R$ 13,21 M","- R$ 66,41 M","R$ 12,97 M","- R$ 34,21 M"
8,30/06/2022,"R$ 16,86 M","- R$ 52,72 M","- R$ 9,45 M","- R$ 39,28 M"
9,31/03/2022,"R$ 35,82 M","- R$ 36,28 M","- R$ 57,61 M","- R$ 75,09 M"
10,31/12/2021,"R$ 34,86 M","- R$ 16,17 M","- R$ 83,22 M","- R$ 79,55 M"
11,30/09/2021,"R$ 105,47 M","- R$ 31,91 M","- R$ 60,88 M","- R$ 352,45 mil"
12,30/06/2021,"R$ 88,83 M","- R$ 32,08 M","- R$ 61,49 M","- R$ 17,77 M"
13,31/03/2021,"R$ 115,96 M","- R$ 27,30 M","R$ 16,98 M","R$ 57,72 M"
14,31/12/2020,"R$ 81,94 M","- R$ 31,43 M","R$ 95,86 M","R$ 98,87 M"
15,30/09/2020,"R$ 43,73 M","- R$ 31,98 M","R$ 127,49 M","R$ 91,51 M"
16,30/06/2020,"R$ 11,01 M","- R$ 24,09 M","R$ 120,95 M","R$ 60,00 M"
17,31/03/2020,"R$ 12,81 M","- R$ 32,19 M","R$ 51,53 M","R$ 20,71 M"
18,31/12/2019,"R$ 39,88 M","- R$ 48,11 M","R$ 3,99 M","- R$ 6,94 M"
19,30/09/2019,"R$ 21,80 M","- R$ 41,79 M","R$ 12,14 M","- R$ 7,12 M"
20,30/06/2019,"R$ 47,13 M","- R$ 48,86 M","R$ 12,07 M","R$ 11,34 M"
21,31/03/2019,"R$ 43,97 M","- R$ 36,02 M","- R$ 4,96 M","R$ 896,46 mil"
22,31/12/2018,"R$ 19,78 M","- R$ 24,82 M","- R$ 1,35 M","- R$ 7,93 M"
23,30/09/2018,"R$ 26,15 M","- R$ 16,27 M","R$ 2,46 M","R$ 11,67 M"
24,30/06/2018,"R$ 35,49 M","- R$ 12,90 M","- R$ 16,67 M","R$ 4,15 M"
25,31/03/2018,"R$ 24,00 M","- R$ 14,61 M","- R$ 1,19 M","R$ 7,64 M"
26,31/12/2017,"R$ 52,59 M","- R$ 12,53 M","- R$ 21,33 M","R$ 18,24 M"
27,30/09/2017,"R$ 45,55 M","- R$ 9,44 M","- R$ 60,69 M","- R$ 27,86 M"
28,30/06/2017,"R$ 38,40 M","- R$ 8,58 M","- R$ 50,00 M","- R$ 19,85 M"
29,31/03/2017,"R$ 49,65 M","- R$ 8,91 M","- R$ 37,20 M","R$ 4,33 M"
30,31/12/2016,"R$ 43,05 M","- R$ 10,56 M","- R$ 33,18 M","- R$ 598,07 mil"
31,30/09/2016,"R$ 55,47 M","- R$ 22,10 M","- R$ 8,80 M","R$ 24,55 M"
32,30/06/2016,"R$ 43,01 M","- R$ 17,74 M","- R$ 2,31 M","R$ 21,05 M"
33,31/03/2016,"R$ 36,95 M","- R$ 21,05 M","- R$ 13,32 M","- R$ 29,70 mil"
34,31/12/2015,"R$ 38,46 M","- R$ 12,77 M","- R$ 15,71 M","R$ 8,24 M"
35,30/09/2015,"R$ 24,20 M","- R$ 8,38 M","- R$ 551,51 mil","R$ 14,94 M"
36,30/06/2015,"R$ 19,78 M","- R$ 11,65 M","R$ 8,75 M","R$ 15,81 M"
37,31/03/2015,"R$ 16,14 M","- R$ 14,10 M","R$ 5,14 M","R$ 8,44 M"
38,31/12/2014,"R$ 8,54 M","- R$ 13,44 M","R$ 9,13 M","R$ 4,57 M"
39,30/09/2014,"R$ 16,99 M","- R$ 9,37 M","- R$ 8,22 M","R$ 1,06 M"
40,30/06/2014,"R$ 23,65 M","- R$ 13,21 M","- R$ 23,79 M","- R$ 12,93 M"
41,31/03/2014,"R$ 22,65 M","- R$ 9,95 M","- R$ 10,03 M","R$ 315,46 mil"
42,31/12/2013,"R$ 16,08 M","- R$ 10,23 M","- R$ 3,66 M","R$ 385,18 mil"
43,30/09/2013,"R$ 11,12 M","- R$ 9,23 M","- R$ 5,76 M","- R$ 5,80 M"
44,30/06/2013,"R$ 7,66 M","- R$ 6,29 M","R$ 3,51 M","R$ 3,13 M"
45,31/03/2013,"R$ 6,58 M","- R$ 2,61 M","- R$ 3,78 M","R$ 77,00 mil"
