,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 491,00 M","- R$ 228,00 M","- R$ 72,00 M","R$ 191,00 M"
1,31/03/2024,"R$ 447,00 M","- R$ 216,00 M","R$ 183,00 M","R$ 414,00 M"
2,31/12/2023,"R$ 346,00 M","- R$ 213,00 M","- R$ 437,00 M","- R$ 304,00 M"
3,30/09/2023,"R$ 360,00 M","- R$ 218,00 M","- R$ 216,00 M","- R$ 74,00 M"
4,30/06/2023,"R$ 342,00 M","- R$ 194,00 M","R$ 376,00 M","R$ 524,00 M"
5,31/03/2023,"R$ 254,00 M","- R$ 261,00 M","- R$ 9,00 M","- R$ 16,00 M"
6,31/12/2022,"R$ 448,00 M","- R$ 346,00 M","- R$ 534,00 M","- R$ 432,00 M"
7,30/09/2022,"R$ 678,00 M","- R$ 276,00 M","- R$ 454,00 M","- R$ 52,00 M"
8,30/06/2022,"R$ 648,00 M","- R$ 244,00 M","- R$ 403,00 M","R$ 1.000,00 mil"
9,31/03/2022,"R$ 521,00 M","- R$ 268,00 M","R$ 133,00 M","R$ 386,00 M"
10,31/12/2021,"- R$ 118,00 M","- R$ 185,00 M","R$ 25,00 M","- R$ 278,00 M"
11,30/09/2021,"R$ 123,00 M","- R$ 181,00 M","R$ 373,00 M","R$ 315,00 M"
12,30/06/2021,"R$ 220,00 M","- R$ 169,00 M","R$ 130,00 M","R$ 181,00 M"
13,31/03/2021,"- R$ 233,00 M","- R$ 216,00 M","- R$ 57,00 M","- R$ 506,00 M"
14,31/12/2020,"R$ 118,00 M","- R$ 137,00 M","- R$ 219,00 M","- R$ 238,00 M"
15,30/09/2020,"R$ 672,00 M","- R$ 213,00 M","- R$ 41,00 M","R$ 418,00 M"
16,30/06/2020,"R$ 283,30 M","- R$ 181,60 M","R$ 165,30 M","R$ 267,00 M"
17,31/03/2020,"R$ 27,70 M","- R$ 149,40 M","- R$ 27,30 M","- R$ 149,00 M"
18,31/12/2019,"R$ 278,45 M","- R$ 264,78 M","- R$ 20,89 M","- R$ 7,22 M"
19,30/09/2019,"R$ 433,27 M","- R$ 127,00 M","- R$ 148,31 M","R$ 157,97 M"
20,30/06/2019,"R$ 108,18 M","- R$ 148,68 M","- R$ 513,15 M","- R$ 553,65 M"
21,31/03/2019,"R$ 80,88 M","- R$ 128,70 M","R$ 155,45 M","R$ 107,63 M"
22,31/12/2018,"R$ 212,09 M","- R$ 293,79 M","- R$ 139,62 M","- R$ 221,32 M"
23,30/09/2018,"R$ 154,88 M","- R$ 227,35 M","- R$ 515,68 M","- R$ 588,15 M"
24,30/06/2018,"R$ 29,83 M","- R$ 144,10 M","R$ 1,56 B","R$ 1,44 B"
25,31/03/2018,"- R$ 60,20 M","- R$ 89,40 M","- R$ 77,75 M","- R$ 227,35 M"
26,31/12/2017,"- R$ 10,89 M","- R$ 147,59 M","- R$ 147,84 M","- R$ 306,32 M"
27,30/09/2017,"R$ 183,65 M","- R$ 121,76 M","R$ 41,62 M","R$ 103,52 M"
28,30/06/2017,"R$ 150,51 M","- R$ 93,72 M","- R$ 64,28 M","- R$ 7,50 M"
29,31/03/2017,"R$ 154,49 M","- R$ 83,30 M","- R$ 258,67 M","- R$ 187,49 M"
30,31/12/2016,"R$ 146,74 M","- R$ 166,89 M","- R$ 37,66 M","- R$ 57,81 M"
31,30/09/2016,"R$ 261,27 M","- R$ 83,89 M","- R$ 114,21 M","R$ 63,18 M"
32,30/06/2016,"R$ 350,64 M","- R$ 78,69 M","- R$ 246,78 M","R$ 25,17 M"
33,31/03/2016,"R$ 251,60 M","- R$ 71,87 M","- R$ 96,11 M","R$ 83,63 M"
34,31/12/2015,"R$ 272,14 M","- R$ 166,54 M","- R$ 23,05 M","R$ 82,55 M"
35,30/09/2015,"R$ 215,59 M","- R$ 63,26 M","- R$ 115,98 M","R$ 36,35 M"
36,30/06/2015,"- R$ 30,69 M","- R$ 50,61 M","- R$ 307,87 M","- R$ 389,17 M"
37,31/03/2015,"R$ 200,26 M","- R$ 80,16 M","R$ 356,66 M","R$ 476,77 M"
38,31/12/2014,"R$ 215,50 M","- R$ 79,57 M","- R$ 258,43 M","- R$ 122,49 M"
39,30/09/2014,"R$ 15,35 M","- R$ 74,93 M","- R$ 22,66 M","- R$ 82,24 M"
40,30/06/2014,"- R$ 25,63 M","- R$ 63,01 M","R$ 509,67 M","R$ 421,03 M"
41,31/03/2014,"- R$ 74,35 M","- R$ 57,18 M","R$ 26,24 M","- R$ 105,29 M"
42,31/12/2013,"R$ 72,78 M","- R$ 91,26 M","R$ 105,24 M","R$ 86,76 M"
43,30/09/2013,"R$ 151,62 M","- R$ 62,79 M","- R$ 140,06 M","- R$ 51,22 M"
44,30/06/2013,"R$ 251,58 M","- R$ 115,39 M","- R$ 381,17 M","- R$ 244,97 M"
45,31/03/2013,"R$ 93,39 M","- R$ 29,26 M","R$ 29,79 M","R$ 93,92 M"
46,31/12/2012,"R$ 194,49 M","- R$ 111,69 M","- R$ 129,83 M","- R$ 47,03 M"
47,30/09/2012,"R$ 120,18 M","- R$ 53,24 M","R$ 285,91 M","R$ 352,86 M"
48,30/06/2012,"R$ 143,18 M","- R$ 90,69 M","- R$ 109,45 M","- R$ 56,95 M"
49,31/03/2012,"R$ 127,02 M","- R$ 57,98 M","- R$ 20,26 M","R$ 48,78 M"
50,31/12/2011,"R$ 201,83 M","- R$ 83,38 M","- R$ 98,20 M","R$ 20,25 M"
51,30/09/2011,"R$ 186,87 M","- R$ 59,95 M","- R$ 262,20 M","- R$ 135,29 M"
52,30/06/2011,"R$ 173,95 M","- R$ 80,26 M","R$ 73,00 M","R$ 166,70 M"
53,31/03/2011,"R$ 177,12 M","- R$ 89,02 M","- R$ 77,63 M","R$ 10,47 M"
