,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"20,97%","18,42%","31,78%","27,91%","36,79%","9,07%","27,63%","10,92%","22,44%","26,63%","0,83","5,75","4,75","2,58"
1,30/06/2024,"20,97%","18,17%","31,77%","27,53%","34,99%","9,29%","28,33%","11,18%","22,99%","27,20%","0,83","5,23","4,23","2,28"
2,31/03/2024,"19,54%","16,75%","29,60%","25,37%","30,48%","9,38%","28,02%","11,03%","22,44%","26,70%","0,85","3,59","2,59","2,03"
3,31/12/2023,"20,75%","17,79%","31,44%","26,96%","33,89%","9,78%","28,43%","11,16%","22,80%","27,03%","0,88","3,62","2,62","2,06"
4,30/09/2023,"19,35%","17,07%","29,32%","25,86%","29,43%","8,65%","27,33%","10,41%","21,63%","25,77%","0,83","4,06","3,06","2,10"
5,30/06/2023,"18,95%","16,14%","28,72%","24,45%","26,59%","7,84%","25,39%","9,76%","19,59%","23,73%","0,80","3,77","2,77","2,30"
6,31/03/2023,"19,18%","16,14%","29,05%","24,46%","27,40%","8,66%","26,84%","11,25%","21,56%","25,50%","0,77","3,25","2,25","2,10"
7,31/12/2022,"17,05%","15,48%","25,84%","23,45%","30,49%","9,23%","26,12%","11,75%","21,32%","25,07%","0,79","3,46","2,46","2,14"
8,30/09/2022,"20,31%","19,02%","30,78%","28,82%","36,79%","10,05%","26,22%","12,43%","22,02%","25,59%","0,81","3,40","2,40","1,89"
9,30/06/2022,"22,00%","20,91%","33,33%","31,68%","40,44%","11,34%","25,38%","12,26%","21,62%","24,92%","0,93","3,39","2,39","1,64"
10,31/03/2022,"18,47%","15,83%","27,99%","23,98%","29,21%","10,28%","22,22%","10,64%","18,39%","21,89%","0,97","3,17","2,17","2,09"
11,31/12/2021,"18,27%","15,23%","27,68%","23,08%","27,57%","8,86%","20,46%","9,66%","16,47%","19,98%","0,92","3,30","2,30","2,58"
12,30/09/2021,"15,05%","12,59%","22,80%","19,07%","25,10%","8,04%","19,08%","9,31%","14,77%","18,27%","0,86","3,66","2,66","2,45"
13,30/06/2021,"14,24%","11,68%","21,58%","17,70%","26,32%","8,50%","20,51%","9,97%","15,37%","18,98%","0,85","3,56","2,56","2,37"
14,31/03/2021,"12,71%","10,52%","19,26%","15,94%","23,43%","7,84%","20,19%","9,16%","14,51%","17,92%","0,86","2,84","1,84","2,74"
15,31/12/2020,"13,85%","11,00%","20,98%","16,66%","22,20%","7,51%","19,42%","8,66%","13,90%","17,39%","0,87","3,11","2,11","2,60"
