,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 11,55 M","R$ 4,28 M","R$ 9,29 M","R$ 2,01 M"
1,31/03/2024,"R$ 4,72 M","R$ 861,00 mil","- R$ 11,42 M","- R$ 5,84 M"
2,31/12/2023,"- R$ 33,13 M","R$ 359,00 mil","R$ 21,84 M","- R$ 10,93 M"
3,30/09/2023,"R$ 8,31 M","- R$ 391,00 mil","- R$ 13,52 M","- R$ 5,60 M"
4,30/06/2023,"- R$ 4,05 M","- R$ 877,00 mil","- R$ 4,94 M","- R$ 9,87 M"
5,31/03/2023,"R$ 2,20 M","- R$ 854,00 mil","R$ 182,00 mil","R$ 1,52 M"
6,31/12/2022,"- R$ 16,10 M","- R$ 1,39 M","R$ 43,92 M","R$ 26,43 M"
7,30/09/2022,"- R$ 6,87 M","- R$ 1,78 M","R$ 0,00","- R$ 8,65 M"
8,30/06/2022,"- R$ 20,26 M","- R$ 1,14 M","R$ 0,00","- R$ 21,41 M"
9,31/03/2022,"- R$ 31,50 M","- R$ 1,37 M","R$ 12,00 M","- R$ 20,87 M"
10,31/12/2021,"- R$ 40,10 M","R$ 496,00 mil","R$ 37,11 M","- R$ 2,49 M"
11,30/09/2021,"- R$ 8,71 M","- R$ 10,00 mil","R$ 6,86 M","- R$ 1,86 M"
12,30/06/2021,"- R$ 11,12 M","- R$ 215,00 mil","R$ 49,93 M","R$ 38,60 M"
13,31/03/2021,"R$ 136,00 mil","- R$ 62,00 mil","R$ 148,00 mil","R$ 222,00 mil"
14,31/12/2020,"R$ 24,96 M","- R$ 128,00 mil","- R$ 17,89 M","R$ 6,94 M"
15,30/09/2020,"- R$ 12,85 M","- R$ 226,00 mil","R$ 23,08 M","R$ 10,00 M"
16,30/06/2020,"- R$ 3,46 M","- R$ 590,00 mil","R$ 9,95 M","R$ 5,90 M"
17,31/03/2020,"R$ 458,00 mil","R$ 236,00 mil","R$ 0,00","R$ 694,00 mil"
18,31/12/2019,"R$ 6,28 M","R$ 1,20 M","- R$ 6,73 M","R$ 753,00 mil"
19,30/09/2019,"- R$ 6,67 M","- R$ 67,00 mil","R$ 5,21 M","- R$ 1,52 M"
20,30/06/2019,"R$ 2,30 M","- R$ 52,00 mil","- R$ 2,20 M","R$ 50,00 mil"
21,31/03/2019,"- R$ 16,36 M","- R$ 17,00 mil","R$ 14,75 M","- R$ 1,63 M"
22,31/12/2018,"- R$ 62,01 M","R$ 535,00 mil","R$ 59,88 M","- R$ 1,60 M"
23,30/09/2018,"- R$ 398,00 mil","- R$ 10,00 mil","R$ 510,00 mil","R$ 102,00 mil"
24,30/06/2018,"R$ 11,44 M","- R$ 9,00 mil","- R$ 15,88 M","- R$ 4,45 M"
25,31/03/2018,"R$ 6,61 M","R$ 0,00","- R$ 8,40 M","- R$ 1,79 M"
26,31/12/2017,"- R$ 200,43 M","R$ 13,00 mil","R$ 198,42 M","- R$ 2,00 M"
27,30/09/2017,"R$ 36,57 M","- R$ 1.000,00","- R$ 48,42 M","- R$ 11,85 M"
28,30/06/2017,"R$ 12,08 M","R$ 2,00 mil","- R$ 8,71 M","R$ 3,37 M"
29,31/03/2017,"R$ 4,18 M","R$ 0,00","- R$ 11,23 M","- R$ 7,05 M"
30,31/12/2016,"R$ 8,21 M","R$ 2,41 M","- R$ 2,14 M","R$ 8,48 M"
31,30/09/2016,"R$ 16,51 M","R$ 3,77 M","- R$ 21,18 M","- R$ 901,00 mil"
32,30/06/2016,"R$ 30,48 M","R$ 7,74 M","- R$ 37,09 M","R$ 1,13 M"
33,31/03/2016,"R$ 31,01 M","R$ 23,00 mil","- R$ 29,40 M","R$ 1,63 M"
34,31/12/2015,"R$ 25,76 M","R$ 65,00 mil","- R$ 52,81 M","- R$ 26,99 M"
35,30/09/2015,"R$ 25,66 M","- R$ 43,00 mil","- R$ 22,28 M","R$ 3,34 M"
36,30/06/2015,"R$ 3,22 M","R$ 35,68 M","- R$ 17,87 M","R$ 21,03 M"
37,31/03/2015,"R$ 8,07 M","R$ 264,00 mil","- R$ 12,58 M","- R$ 4,24 M"
38,31/12/2014,"- R$ 35,96 M","R$ 52,09 M","- R$ 34,04 M","- R$ 17,91 M"
39,30/09/2014,"- R$ 6,29 M","R$ 23,87 M","- R$ 37,77 M","- R$ 20,19 M"
40,30/06/2014,"R$ 98,64 M","R$ 27,38 M","- R$ 134,15 M","- R$ 8,13 M"
41,31/03/2014,"- R$ 20,05 M","R$ 23,88 M","- R$ 5,41 M","- R$ 1,58 M"
42,31/12/2013,"R$ 166,94 M","- R$ 34,51 M","- R$ 71,39 M","R$ 61,04 M"
43,30/09/2013,"- R$ 51,24 M","R$ 53,23 M","- R$ 34,26 M","- R$ 32,28 M"
44,30/06/2013,"R$ 23,05 M","R$ 9,77 M","- R$ 14,57 M","R$ 18,25 M"
45,31/03/2013,"- R$ 2,59 M","R$ 439,00 mil","- R$ 38,12 M","- R$ 40,27 M"
46,31/12/2012,"- R$ 3,93 M","R$ 3,08 M","- R$ 67,13 M","- R$ 67,98 M"
47,30/09/2012,"R$ 9,96 M","R$ 75,42 M","- R$ 31,51 M","R$ 53,87 M"
48,30/06/2012,"- R$ 62,74 M","R$ 35,50 M","R$ 23,50 M","- R$ 3,74 M"
49,31/03/2012,"- R$ 43,51 M","R$ 15,27 M","- R$ 4,76 M","- R$ 33,00 M"
50,31/12/2011,"R$ 164,05 M","- R$ 241,01 M","- R$ 11,61 M","- R$ 88,57 M"
51,30/09/2011,"- R$ 142,68 M","- R$ 3,47 M","R$ 37,14 M","- R$ 109,01 M"
