,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 27/09/2024,"-1,00","0,78","0,62","-2,27","0,24","R$ 71,74 M","0,00%"
1,30/06/2024,"-1,00","0,78","0,62","-2,27","0,24","R$ 71,92 M","0,00%"
2,31/03/2024,"-1,08","0,74","1,25","-3,24","0,28","R$ 78,21 M","0,00%"
3,31/12/2023,"-1,04","14,31","1,09","-2,84","0,24","R$ 75,77 M","0,00%"
4,30/09/2023,"-0,98","4,12","0,99","-8,55","0,27","R$ 82,39 M","0,00%"
5,30/06/2023,"-1,19","15,83","0,61","-2,75","0,21","R$ 68,32 M","0,00%"
6,31/03/2023,"-4,21","5,39","0,82","-2,51","0,30","R$ 103,30 M","0,00%"
7,31/12/2022,"-6,35","-0,47","0,69","-1,13","0,23","R$ 84,65 M","0,00%"
8,30/09/2022,"-3,95","-0,67","1,25","-1,18","0,37","R$ 116,73 M","0,00%"
9,30/06/2022,"-1,83","-0,48","1,41","-0,92","0,30","R$ 92,89 M","0,00%"
10,31/03/2022,"-2,05","-0,65","2,35","-1,48","0,42","R$ 135,76 M","0,00%"
11,31/12/2021,"0,00","0,00","0,00","0,00","0,00","R$ 187,20 M","0,00%"
12,30/09/2021,"-3,81","-2,42","3,85","57,37","0,87","R$ 301,92 M","0,00%"
13,30/06/2021,"-2,47","-2,05","5,20","309,86","1,03","R$ 348,28 M","0,00%"
14,31/03/2021,"-1,37","-1,03","4,01","26,64","0,76","R$ 233,84 M","0,00%"
15,31/12/2020,"-0,64","-0,51","2,62","12,69","0,36","R$ 115,46 M","0,00%"
16,30/09/2020,"-0,69","-0,62","-11,36","-11,83","0,32","R$ 113,25 M","0,00%"
17,30/06/2020,"-0,54","-0,58","-1,34","-26,21","0,18","R$ 88,83 M","0,00%"
18,31/03/2020,"-0,29","-0,43","-0,47","26,05","0,12","R$ 61,94 M","0,00%"
19,31/12/2019,"-0,25","-0,42","-0,38","-3,87","0,11","R$ 55,89 M","0,00%"
20,30/09/2019,"-0,27","-0,75","-1,76","-0,84","0,13","R$ 69,48 M","0,00%"
21,30/06/2019,"-0,36","-7,00","6,38","-1,15","0,15","R$ 88,00 M","0,00%"
22,31/03/2019,"-4,79","13,93","11,70","-13,76","1,46","R$ 926,34 M","0,00%"
23,31/12/2018,"-0,88","3,77","2,04","-3,92","0,27","R$ 173,70 M","0,00%"
24,30/09/2018,"-1,25","-1,01","8,99","-0,98","0,23","R$ 178,61 M","0,00%"
25,30/06/2018,"-1,33","-0,67","4,59","-0,48","0,09","R$ 70,27 M","0,00%"
26,31/03/2018,"-0,06","-0,07","2,11","-0,04","0,01","R$ 6,19 M","0,00%"
27,31/12/2017,"-0,06","-0,11","1,19","-0,05","0,01","R$ 7,05 M","0,00%"
28,30/09/2017,"-0,05","-0,02","-6,25","0,17","0,01","R$ 10,36 M","0,00%"
29,30/06/2017,"-0,03","-0,02","-0,18","0,24","0,01","R$ 9,80 M","0,00%"
30,31/03/2017,"-0,03","-0,02","-0,33","0,17","0,01","R$ 9,80 M","0,00%"
31,31/12/2016,"-0,03","-0,02","-0,55","0,11","0,01","R$ 9,80 M","0,00%"
32,30/09/2016,"-0,02","-0,02","-2,45","0,08","0,01","R$ 7,94 M","0,00%"
33,30/06/2016,"-0,04","-0,03","0,12","0,10","0,01","R$ 11,30 M","0,00%"
34,31/03/2016,"-2,09","-2,34","6,49","7,49","0,52","R$ 641,53 M","0,00%"
35,31/12/2015,"-0,05","-0,07","0,12","0,22","0,01","R$ 13,58 M","0,00%"
36,30/09/2015,"-0,06","-0,15","0,12","13,55","0,01","R$ 13,56 M","0,00%"
37,30/06/2015,"-0,08","-0,46","0,15","-0,54","0,01","R$ 16,77 M","0,00%"
38,31/03/2015,"-0,10","0,75","0,16","0,36","0,02","R$ 23,47 M","0,00%"
39,31/12/2014,"-0,11","0,36","0,17","0,74","0,02","R$ 26,82 M","0,00%"
40,30/09/2014,"-0,14","0,29","0,09","0,21","0,02","R$ 40,24 M","0,00%"
41,30/06/2014,"-0,21","0,42","0,14","0,36","0,04","R$ 70,41 M","0,00%"
42,31/03/2014,"-0,19","0,20","0,10","0,45","0,03","R$ 53,65 M","0,00%"
43,31/12/2013,"-0,24","0,22","0,13","0,49","0,03","R$ 67,06 M","0,00%"
44,30/09/2013,"-0,27","0,23","0,33","-0,85","0,05","R$ 100,59 M","0,00%"
45,30/06/2013,"-0,13","0,13","0,34","-2,64","0,03","R$ 63,64 M","0,00%"
46,31/03/2013,"-0,49","0,43","1,10","-9,28","0,10","R$ 234,48 M","0,00%"
47,31/12/2012,"-0,54","0,43","0,75","-2,51","0,10","R$ 251,22 M","0,00%"
48,30/09/2012,"-0,84","0,41","0,65","-14,30","0,11","R$ 310,99 M","0,00%"
49,30/06/2012,"-2,02","0,43","0,62","-2,81","0,13","R$ 399,43 M","0,00%"
50,31/03/2012,"-4,23","0,62","0,83","-2,09","0,20","R$ 613,41 M","0,00%"
51,31/12/2011,"-6,28","0,72","0,99","-2,19","0,23","R$ 721,83 M","0,00%"
52,30/09/2011,"25,68","0,58","0,79","-1,19","0,21","R$ 659,06 M","0,00%"
53,30/06/2011,"8,51","0,50","0,66","-1,22","0,18","R$ 570,62 M","0,00%"
54,31/03/2011,"11,40","0,72","1,01","-1,29","0,28","R$ 810,28 M","0,00%"
55,31/12/2010,"12,03","0,72","1,04","-1,91","0,32","R$ 810,28 M","0,00%"
56,30/09/2010,"16,20","0,74","1,24","-1,75","0,34","R$ 810,28 M","0,00%"
57,30/06/2010,"14,69","0,76","1,40","-1,73","0,35","R$ 810,28 M","0,00%"
58,31/03/2010,"22,94","0,77","1,43","-2,60","0,36","R$ 810,28 M","0,00%"
59,31/12/2009,"43,30","0,71","1,15","-1,89","0,29","R$ 561,78 M","0,00%"
60,30/09/2009,"-20,90","0,71","1,09","3,24","0,30","R$ 561,78 M","0,00%"
61,30/06/2009,"-7,23","0,74","0,97","4,08","0,31","R$ 561,78 M","0,00%"
62,31/03/2009,"-6,44","0,74","1,04","-10,26","0,31","R$ 561,78 M","0,00%"
63,31/12/2008,"-3,60","0,44","0,48","-0,69","0,16","R$ 269,66 M","0,00%"
64,30/09/2008,"-23,09","0,38","0,70",NA,"0,16","R$ 269,66 M","0,00%"
65,30/06/2008,"14,22","0,37","0,90",NA,"0,16","R$ 269,66 M","0,00%"
66,31/03/2008,"-4,57","0,37","1,20",NA,"0,17","R$ 269,66 M","0,00%"
67,31/12/2007,"-4,39","0,37","1,44",NA,"0,19","R$ 269,66 M","0,00%"
68,30/09/2007,"-2,86","0,37","1,78",NA,"0,19","R$ 269,66 M","0,00%"
69,30/06/2007,"-2,49","0,38","2,08",NA,"0,20","R$ 269,66 M","0,00%"
70,31/03/2007,"-4,27","4,39","1,03",NA,"0,18","R$ 146,98 M","0,00%"
71,31/12/2006,"-10,99","14,74","2,21",NA,"0,99","R$ 440,93 M","0,00%"
