,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 64,73 M","R$ 20,80 M","- R$ 12,65 M","- R$ 101,00 mil","- R$ 12,55 M","- R$ 14,37 M","- R$ 0,53"
1,31/03/2024,"R$ 11,25 M","R$ 2,46 M","- R$ 18,84 M","- R$ 115,00 mil","- R$ 18,72 M","- R$ 19,14 M","- R$ 0,70"
2,31/12/2023,"R$ 21,17 M","R$ 10,09 M","- R$ 13,93 M","- R$ 66,00 mil","- R$ 13,86 M","- R$ 14,69 M","- R$ 0,62"
3,30/09/2023,"R$ 18,37 M","R$ 6,49 M","- R$ 22,30 M","- R$ 223,00 mil","- R$ 22,08 M","- R$ 23,55 M","- R$ 0,99"
4,30/06/2023,"R$ 11,64 M","- R$ 218,00 mil","- R$ 15,97 M","- R$ 223,00 mil","- R$ 15,74 M","- R$ 14,86 M","- R$ 0,63"
5,31/03/2023,"R$ 18,36 M","R$ 1,46 M","- R$ 19,64 M","- R$ 222,00 mil","- R$ 19,41 M","- R$ 19,62 M","- R$ 0,08"
6,31/12/2022,"R$ 34,57 M","R$ 12,35 M","- R$ 25,29 M","- R$ 237,00 mil","- R$ 25,05 M","- R$ 25,92 M","- R$ 0,13"
7,30/09/2022,"R$ 47,05 M","R$ 17,83 M","R$ 1,11 M","- R$ 236,00 mil","R$ 1,35 M","R$ 1,25 M","R$ 0,01"
8,30/06/2022,"R$ 26,71 M","R$ 5,61 M","- R$ 12,66 M","- R$ 506,00 mil","- R$ 12,15 M","R$ 17,94 M","R$ 0,13"
9,31/03/2022,"R$ 13,66 M","R$ 3,09 M","- R$ 8,75 M","- R$ 258,00 mil","- R$ 8,49 M","- R$ 8,45 M","- R$ 0,06"
10,31/12/2021,"R$ 6,26 M","- R$ 1,74 M","- R$ 43,28 M","- R$ 299,00 mil","- R$ 42,98 M","- R$ 42,10 M","R$ 0,00"
11,30/09/2021,"R$ 19,02 M","R$ 2,30 M","- R$ 15,88 M","- R$ 239,00 mil","- R$ 15,65 M","- R$ 18,05 M","- R$ 0,13"
12,30/06/2021,"R$ 18,82 M","R$ 6,11 M","R$ 3,22 M","- R$ 253,00 mil","R$ 3,47 M","R$ 2,51 M","R$ 0,02"
13,31/03/2021,"R$ 23,87 M","R$ 5,94 M","R$ 5,99 M","- R$ 247,00 mil","R$ 6,23 M","R$ 113,00 mil","R$ 0,00"
14,31/12/2020,"R$ 16,64 M","- R$ 3,76 M","- R$ 57,45 M","- R$ 729,00 mil","- R$ 56,72 M","- R$ 63,88 M","- R$ 0,66"
15,30/09/2020,"R$ 7,65 M","- R$ 1,88 M","- R$ 71,34 M","- R$ 720,00 mil","- R$ 70,62 M","- R$ 79,63 M","- R$ 0,84"
16,30/06/2020,"R$ 10,08 M","- R$ 8,12 M","- R$ 14,00 M","- R$ 707,00 mil","- R$ 13,29 M","- R$ 26,95 M","- R$ 0,45"
17,31/03/2020,"R$ 9,64 M","- R$ 272,00 mil","- R$ 3,42 M","- R$ 608,00 mil","- R$ 2,81 M","- R$ 10,32 M","- R$ 0,22"
18,31/12/2019,"- R$ 37,34 M","- R$ 5,08 M","- R$ 29,36 M","- R$ 635,00 mil","- R$ 28,73 M","- R$ 46,62 M","- R$ 1,00"
19,30/09/2019,"- R$ 48,52 M","- R$ 13,59 M","- R$ 64,26 M","- R$ 634,00 mil","- R$ 63,62 M","- R$ 80,02 M","- R$ 1,73"
20,30/06/2019,"- R$ 55,84 M","- R$ 15,13 M","- R$ 68,71 M","- R$ 935,00 mil","- R$ 67,77 M","- R$ 79,08 M","- R$ 1,71"
21,31/03/2019,"- R$ 3,56 M","- R$ 1,77 M","- R$ 2,30 M","- R$ 928,00 mil","- R$ 1,37 M","- R$ 14,80 M","- R$ 0,03"
22,31/12/2018,"R$ 68,52 M","- R$ 28,19 M","- R$ 53,43 M","- R$ 935,00 mil","- R$ 52,50 M","- R$ 79,12 M","- R$ 0,18"
23,30/09/2018,"R$ 4,68 M","- R$ 931,00 mil","R$ 456,00 mil","- R$ 935,00 mil","R$ 1,39 M","- R$ 71,99 M","- R$ 0,25"
24,30/06/2018,"R$ 9,52 M","- R$ 430,00 mil","- R$ 26,08 M","- R$ 949,00 mil","- R$ 25,13 M","- R$ 27,44 M","- R$ 0,09"
25,31/03/2018,"R$ 2,31 M","- R$ 2,70 M","- R$ 6,58 M","- R$ 948,00 mil","- R$ 5,63 M","- R$ 18,66 M","- R$ 4,34"
26,31/12/2017,"R$ 3,36 M","R$ 3,89 M","- R$ 26,45 M","- R$ 960,00 mil","- R$ 25,49 M","- R$ 24,38 M","- R$ 5,67"
27,30/09/2017,"R$ 142,00 mil","- R$ 2,67 M","- R$ 15,94 M","- R$ 960,00 mil","- R$ 14,98 M","R$ 17,82 M","R$ 4,15"
28,30/06/2017,"- R$ 2,87 M","- R$ 6,61 M","- R$ 36,90 M","- R$ 962,00 mil","- R$ 35,94 M","- R$ 85,63 M","- R$ 19,92"
29,31/03/2017,"R$ 5,31 M","- R$ 3,51 M","- R$ 19,23 M","- R$ 973,00 mil","- R$ 18,26 M","- R$ 28,45 M","- R$ 6,62"
30,31/12/2016,"- R$ 4,24 M","- R$ 12,67 M","- R$ 106,48 M","- R$ 985,00 mil","- R$ 105,50 M","- R$ 102,23 M","- R$ 23,78"
31,30/09/2016,"- R$ 54,07 M","- R$ 26,44 M","- R$ 48,32 M","- R$ 994,00 mil","- R$ 47,32 M","- R$ 81,31 M","- R$ 23,35"
32,30/06/2016,"R$ 23,27 M","- R$ 14,71 M","- R$ 37,05 M","- R$ 995,00 mil","- R$ 36,05 M","- R$ 74,04 M","- R$ 21,69"
33,31/03/2016,"R$ 17,08 M","- R$ 22,53 M","- R$ 54,85 M","- R$ 998,00 mil","- R$ 53,85 M","- R$ 89,60 M","- R$ 0,26"
