,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 769,78 M","- R$ 1,95 M","- R$ 48,92 M","R$ 718,49 M",188
1,31/03/2024,"- R$ 94,34 M","- R$ 248,00 mil","- R$ 1,86 M","- R$ 59,81 M",188
2,31/12/2023,"R$ 64,72 M","- R$ 1,53 M","R$ 2,68 M","R$ 79,52 M",188
3,30/09/2023,"- R$ 46,16 M","- R$ 2,68 M","- R$ 25,81 M","- R$ 39,25 M",188
4,30/06/2023,"R$ 135,68 M","- R$ 1,81 M","- R$ 13,30 M","R$ 103,37 M",188
5,31/03/2023,"R$ 78,55 M","- R$ 1,98 M","- R$ 31,96 M","R$ 66,08 M",188
6,31/12/2022,"R$ 33,44 M","- R$ 43,12 M","- R$ 1,18 M","- R$ 7,94 M",188
7,30/09/2022,"- R$ 57,88 M","- R$ 9,90 M","- R$ 33,89 M","- R$ 99,06 M",188
8,30/06/2022,"R$ 117,65 M","- R$ 13,44 M","- R$ 92,50 M","R$ 8,88 M",188
9,31/03/2022,"R$ 174,00 M","- R$ 2,63 M","- R$ 78,38 M","R$ 90,34 M",188
10,31/12/2021,"- R$ 5,89 M","- R$ 157,00 mil","- R$ 4,08 M","R$ 11,74 M",188
11,30/09/2021,"- R$ 317,35 M","- R$ 3,31 M","R$ 355,19 M","R$ 33,19 M",188
12,30/06/2021,"- R$ 282,36 M","- R$ 438,00 mil","R$ 342,28 M","R$ 58,68 M",188
13,31/03/2021,"R$ 21,97 M","- R$ 341,00 mil","- R$ 17,90 M","R$ 2,10 M",188
14,31/12/2020,,,,,188
