,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 12,89 B","R$ 845,75 M","R$ 2,69",200.546.184,114.440.928,114.440.928,314.987.112,0,0,0,0,200.546.184,114.440.928,314.987.112,188
1,31/03/2024,"R$ 11,18 B","R$ 826,38 M","R$ 2,62",200.546.184,114.440.928,114.440.928,314.987.112,0,0,0,0,200.546.184,114.440.928,314.987.112,188
2,31/12/2023,"R$ 10,75 B","R$ 820,82 M","R$ 2,61",200.546.000,114.440.000,114.440.000,314.986.000,0,0,0,0,200.546.000,114.440.000,314.986.000,188
3,30/09/2023,"R$ 9,43 B","R$ 775,99 M","R$ 2,46",200.546.184,114.440.928,114.440.928,314.987.112,0,0,0,0,200.546.184,114.440.928,314.987.112,188
4,30/06/2023,"R$ 9,70 B","R$ 806,76 M","R$ 2,56",200.546.184,114.440.928,114.440.928,314.987.112,0,0,0,0,200.546.184,114.440.928,314.987.112,188
5,31/03/2023,"R$ 8,61 B","R$ 792,23 M","R$ 2,52",200.546.184,114.440.928,114.440.928,314.987.112,0,0,0,0,200.546.184,114.440.928,314.987.112,188
6,31/12/2022,"R$ 7,87 B","R$ 804,22 M","R$ 2,55",200.546.000,114.440.000,114.440.000,314.986.000,0,0,0,0,200.546.000,114.440.000,314.986.000,188
7,30/09/2022,"R$ 6,63 B","R$ 771,38 M","R$ 2,45",200.546.184,114.440.928,114.440.928,314.987.112,0,0,0,0,200.546.184,114.440.928,314.987.112,188
8,30/06/2022,"R$ 5,42 B","R$ 757,52 M","R$ 2,40 mil",200.546,114.441,114.441,314.987,0,0,0,0,200.546,114.441,314.987,188
9,31/03/2022,"R$ 4,15 B","R$ 758,69 M","R$ 2,41 mil",200.546,114.441,114.441,314.987,0,0,0,0,200.546,114.441,314.987,188
10,31/12/2021,"R$ 3,05 B","R$ 767,21 M","R$ 2,44",195.651.000,118.300.000,118.300.000,313.951.000,0,0,0,0,195.651.000,118.300.000,313.951.000,188
11,30/09/2021,"R$ 2,64 B","R$ 771,40 M","R$ 2,46",200.200.880,113.750.320,113.750.320,313.951.200,0,0,0,0,200.200.880,113.750.320,313.951.200,188
12,30/06/2021,"R$ 1,42 B","R$ 731,10 M","R$ 2,33",200.200.880,113.750.320,113.750.320,313.951.200,0,0,0,0,200.200.880,113.750.320,313.951.200,188
13,31/03/2021,"R$ 945,01 M","R$ 324,65 M","R$ 1,36",119.438.100,119.438.100,119.438.100,238.876.200,0,0,0,0,119.438.100,119.438.100,238.876.200,188
14,31/12/2020,"R$ 761,41 M","R$ 293,75 M","R$ 1,23",119.438.000,119.438.000,119.438.000,238.876.000,0,0,0,0,119.438.000,119.438.000,238.876.000,188
