,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,36 B","R$ 555,52 M","R$ 309,15 M","- R$ 349,14 M","R$ 658,29 M","R$ 93,07 M","R$ 0,16",106
1,31/03/2024,"R$ 1,26 B","R$ 523,32 M","R$ 277,79 M","- R$ 325,75 M","R$ 603,55 M","R$ 93,23 M","R$ 0,16",106
2,31/12/2023,"R$ 1,13 B","R$ 455,21 M","R$ 218,66 M","- R$ 305,57 M","R$ 524,22 M","R$ 633,42 M","R$ 1,08",106
3,30/09/2023,"R$ 1,09 B","R$ 436,75 M","R$ 213,23 M","- R$ 295,70 M","R$ 508,93 M","R$ 60,28 M","R$ 0,10",106
4,30/06/2023,"R$ 1,04 B","R$ 416,72 M","R$ 404,56 M","- R$ 287,28 M","R$ 691,84 M","R$ 260,17 M","R$ 0,44",106
5,31/03/2023,"R$ 981,94 M","R$ 402,21 M","R$ 208,43 M","- R$ 268,84 M","R$ 477,28 M","R$ 82,68 M","R$ 0,14",106
6,31/12/2022,"R$ 853,06 M","R$ 300,96 M","R$ 141,36 M","- R$ 246,78 M","R$ 388,14 M","R$ 49,32 M","R$ 0,08",106
7,30/09/2022,"R$ 766,29 M","R$ 249,00 M","R$ 91,67 M","- R$ 233,32 M","R$ 324,99 M","R$ 7,83 M","R$ 0,00",106
8,30/06/2022,"R$ 689,10 M","R$ 197,34 M","R$ 42,94 M","- R$ 212,02 M","R$ 254,96 M","- R$ 55,69 M","R$ 0,00",106
9,31/03/2022,"R$ 621,99 M","R$ 164,72 M","- R$ 10,55 M","- R$ 210,13 M","R$ 199,59 M","- R$ 90,52 M","- R$ 0,15",106
10,31/12/2021,"R$ 546,44 M","R$ 85,73 M","- R$ 65,27 M","- R$ 219,93 M","R$ 154,66 M","- R$ 137,36 M","- R$ 0,23",106
11,30/09/2021,"R$ 445,43 M","R$ 34,28 M","- R$ 87,90 M","- R$ 193,88 M","R$ 105,98 M","- R$ 156,83 M","- R$ 0,27",106
12,30/06/2021,"R$ 343,24 M","- R$ 19,12 M","- R$ 111,63 M","- R$ 184,30 M","R$ 72,67 M","- R$ 174,77 M","- R$ 7,84",106
13,31/03/2021,"R$ 371,74 M","R$ 12,95 M","- R$ 94,74 M","- R$ 193,01 M","R$ 98,27 M","- R$ 165,63 M","- R$ 7,43",106
14,31/12/2020,"R$ 385,85 M","R$ 17,43 M","- R$ 102,67 M","- R$ 201,05 M","R$ 98,37 M","- R$ 129,57 M","- R$ 5,82",106
15,30/09/2020,"R$ 200,33 M","- R$ 79,81 M","- R$ 153,21 M","- R$ 174,95 M","R$ 21,75 M","- R$ 194,72 M","- R$ 9,24",106
16,30/06/2020,"R$ 67,36 M","- R$ 189,09 M","- R$ 265,27 M","- R$ 171,27 M","- R$ 94,00 M","- R$ 264,60 M","- R$ 12,56",106
17,31/03/2020,"R$ 602,71 M","R$ 241,09 M","R$ 127,45 M","- R$ 156,87 M","R$ 284,32 M","- R$ 9,69 M","- R$ 0,46",106
18,31/12/2019,"R$ 578,56 M","R$ 227,19 M","- R$ 163,80 M","- R$ 164,70 M","R$ 900,00 mil","- R$ 284,89 M","- R$ 13,52",106
19,30/09/2019,"R$ 488,45 M","R$ 176,88 M","R$ 82,13 M","- R$ 135,88 M","R$ 218,00 M","- R$ 28,09 M","- R$ 1,54",106
20,30/06/2019,"R$ 473,80 M","R$ 168,29 M","R$ 85,82 M","- R$ 128,43 M","R$ 214,25 M","- R$ 33,58 M","- R$ 1,84",106
21,31/03/2019,"R$ 443,14 M","R$ 161,61 M","R$ 86,07 M","- R$ 114,83 M","R$ 200,91 M","- R$ 1,43 M","- R$ 0,08",106
22,31/12/2018,"R$ 379,07 M","R$ 117,88 M","R$ 252,35 M","- R$ 62,05 M","R$ 314,40 M","R$ 215,66 M","R$ 11,74",106
23,30/09/2018,"R$ 302,57 M","R$ 93,80 M","R$ 19,75 M","- R$ 50,02 M","R$ 69,77 M","- R$ 26,09 M","- R$ 1,61",106
24,30/06/2018,"R$ 257,95 M","R$ 77,82 M","R$ 209,86 M","- R$ 38,00 M","R$ 247,87 M","R$ 165,55 M","R$ 10,95",106
25,31/03/2018,"R$ 220,44 M","R$ 63,15 M","R$ 23,23 M","- R$ 34,13 M","R$ 57,36 M","- R$ 3,60 M","- R$ 0,23",106
26,31/12/2017,"R$ 201,56 M","R$ 61,76 M","R$ 20,88 M","- R$ 30,49 M","R$ 51,37 M","- R$ 1,10 M","- R$ 0,08",106
27,30/09/2017,"R$ 186,70 M","R$ 48,43 M","R$ 10,58 M","- R$ 31,62 M","R$ 42,19 M","R$ 3,94 M","R$ 0,27",106
28,30/06/2017,"R$ 183,88 M","R$ 51,67 M","R$ 4,27 M","- R$ 29,23 M","R$ 33,50 M","- R$ 15,54 M","- R$ 1,06",106
29,31/03/2017,"R$ 173,43 M","R$ 53,85 M","R$ 23,28 M","- R$ 27,85 M","R$ 51,13 M","- R$ 2,13 M","- R$ 0,15",106
30,31/12/2016,,,,,,,,106
