,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"8,82%","10,83%","13,36%","16,41%","19,21%","6,86%","41,03%","17,51%","21,78%","47,61%","0,39","3,12","2,12","1,48"
1,30/06/2024,"8,32%","10,13%","12,60%","15,35%","19,27%","6,95%","40,74%","18,19%","21,06%","47,44%","0,38","3,00","2,00","1,46"
2,31/03/2024,"9,26%","11,47%","14,03%","17,38%","24,11%","8,42%","40,51%","23,15%","24,64%","51,49%","0,36","2,80","1,80","1,34"
3,31/12/2023,"8,49%","10,85%","12,86%","16,44%","24,76%","8,60%","40,31%","24,42%","24,62%","51,88%","0,35","2,81","1,81","1,23"
4,30/09/2023,"8,53%","10,48%","12,93%","15,88%","10,91%","4,07%","39,24%","11,41%","24,39%","52,09%","0,36","2,80","1,80","1,04"
5,30/06/2023,"7,76%","9,31%","11,75%","14,10%","9,68%","3,70%","37,57%","10,98%","23,22%","51,66%","0,34","2,77","1,77","1,10"
6,31/03/2023,"4,44%","5,33%","6,73%","8,08%","2,05%","0,76%","34,94%","2,56%","14,72%","43,93%","0,30","2,86","1,86","1,43"
7,31/12/2022,"2,42%","2,91%","3,67%","4,40%","-2,03%","-0,77%","31,12%","-3,05%","9,06%","39,85%","0,25","2,88","1,88","1,86"
8,30/09/2022,"0,54%","0,64%","0,83%","0,97%","-6,10%","-2,53%","26,56%","-10,52%","2,24%","35,60%","0,24","2,68","1,68","2,08"
9,30/06/2022,"-1,64%","-2,04%","-2,48%","-3,09%","-21,41%","-5,59%","20,93%","-19,14%","-5,24%","31,05%","0,29","2,62","1,62","2,61"
10,31/03/2022,"-3,45%","-4,26%","-5,23%","-6,46%","-22,92%","-6,55%","13,57%","-28,59%","-14,07%","27,23%","0,23","2,71","1,71","3,55"
11,31/12/2021,"-4,63%","-5,87%","-7,02%","-8,89%","-25,94%","-7,47%","6,67%","-37,18%","-21,06%","25,28%","0,20","2,65","1,65","3,78"
12,30/09/2021,"-5,44%","-6,78%","-8,25%","-10,28%","-30,38%","-7,89%","2,94%","-40,54%","-25,67%","24,27%","0,19","2,41","1,41","4,04"
13,30/06/2021,"-6,42%","-8,17%","-9,73%","-12,38%","-29,84%","-8,29%","-5,27%","-51,08%","-35,53%","22,37%","0,16","3,83","2,83","6,35"
14,31/03/2021,"-8,82%","-11,54%","-13,37%","-17,49%","-32,24%","-9,38%","-23,26%","-73,59%","-60,07%","12,13%","0,13","3,50","2,50","14,64"
15,31/12/2020,"-6,84%","-8,39%","-10,37%","-12,72%","-26,72%","-8,07%","-0,83%","-47,65%","-31,34%","24,71%","0,17","3,47","2,47","5,14"
16,30/09/2020,"-9,01%","-11,24%","-13,66%","-17,03%","-59,71%","-12,01%","13,76%","-52,03%","-31,39%","14,70%","0,23","3,85","2,85","8,45"
17,30/06/2020,"-5,24%","-6,20%","-7,94%","-9,39%","-51,22%","-9,22%","26,26%","-33,81%","-12,64%","23,56%","0,27","3,60","2,60","3,68"
18,31/03/2020,"2,73%","3,85%","4,13%","5,83%","-29,81%","-6,32%","37,95%","-16,62%","6,14%","33,47%","0,38","3,44","2,44","1,65"
19,31/12/2019,"3,91%","2,56%","5,93%","3,88%","-29,47%","-9,04%","37,00%","-17,54%","4,55%","31,96%","0,52","3,31","2,31","1,35"
20,30/09/2019,"29,03%","20,27%","43,98%","30,71%","17,55%","5,11%","35,01%","8,55%","28,38%","53,10%","0,60","4,97","3,97","1,49"
21,30/06/2019,"29,50%","19,81%","44,70%","30,01%","17,85%","5,76%","33,88%","9,67%","27,77%","50,00%","0,60","5,55","4,55","1,49"
22,31/03/2019,"40,84%","33,81%","61,88%","51,23%","63,96%","17,95%","32,62%","25,58%","41,08%","60,24%","0,70","4,71","3,71","1,27"
23,31/12/2018,"42,82%","40,67%","64,88%","61,62%","89,99%","18,07%","30,40%","30,30%","43,55%","59,43%","0,60","3,26","2,26","1,66"
24,30/09/2018,"23,36%","22,57%","35,39%","34,19%","34,30%","9,28%","30,18%","13,72%","27,86%","43,40%","0,68","3,43","2,43","1,83"
25,30/06/2018,"23,45%","22,85%","35,52%","34,63%","39,29%","13,04%","28,98%","19,01%","30,53%","46,02%","0,69","3,10","2,10","1,54"
26,31/03/2018,"5,55%","5,45%","8,42%","8,25%","-3,84%","-1,41%","28,39%","-2,06%","7,44%","23,27%","0,69","3,56","2,56","3,01"
27,31/12/2017,"6,05%","5,95%","9,17%","9,01%","-3,55%","-1,29%","28,93%","-1,99%","7,91%","23,90%","0,65","4,98","3,98","2,41"
28,30/09/2017,"4,82%","4,73%","7,30%","7,17%","-5,88%","-2,13%","29,55%","-3,46%","6,60%","22,87%","0,62","3,70","2,70","2,50"
29,30/06/2017,"5,91%","5,81%","8,95%","8,80%","-7,56%","-2,74%","31,30%","-4,60%","8,37%","24,48%","0,60","3,01","2,01","2,05"
30,31/03/2017,"8,43%","8,28%","12,77%","12,55%","-2,73%","-0,99%","31,52%","-1,73%","12,45%","28,81%","0,57","2,72","1,72","1,52"
31,31/12/2016,NA,NA,NA,NA,NA,NA,"31,13%","-3,47%","10,19%","26,89%",NA,"2,76","1,76","1,37"
