,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 1,01 B","- R$ 1,12 B","- R$ 369,01 M","- R$ 478,91 M"
1,31/03/2024,"R$ 935,88 M","- R$ 1,14 B","R$ 158,32 M","- R$ 41,98 M"
2,31/12/2023,"R$ 538,75 M","- R$ 1,29 B","R$ 667,94 M","- R$ 85,89 M"
3,30/09/2023,"R$ 569,38 M","- R$ 1,60 B","R$ 980,33 M","- R$ 47,90 M"
4,30/06/2023,"R$ 864,01 M","- R$ 1,92 B","R$ 1,53 B","R$ 471,05 M"
5,31/03/2023,"R$ 1,04 B","- R$ 2,02 B","R$ 902,48 M","- R$ 71,57 M"
6,31/12/2022,"R$ 897,00 M","- R$ 1,99 B","R$ 1,07 B","- R$ 21,76 M"
7,30/09/2022,"R$ 722,52 M","- R$ 1,89 B","R$ 1,13 B","- R$ 39,19 M"
8,30/06/2022,"R$ 431,57 M","- R$ 1,50 B","R$ 1,03 B","- R$ 34,66 M"
9,31/03/2022,"- R$ 29,84 M","- R$ 1,38 B","R$ 1,25 B","- R$ 153,46 M"
10,31/12/2021,"R$ 123,37 M","- R$ 1,16 B","R$ 1,07 B","R$ 38,30 M"
11,30/09/2021,"R$ 332,91 M","- R$ 950,21 M","R$ 378,99 M","- R$ 238,31 M"
12,30/06/2021,"R$ 762,87 M","- R$ 966,59 M","R$ 186,46 M","- R$ 17,26 M"
13,31/03/2021,"R$ 875,52 M","- R$ 946,01 M","R$ 221,95 M","R$ 151,45 M"
14,31/12/2020,"R$ 997,63 M","- R$ 994,10 M","R$ 70,88 M","R$ 74,41 M"
15,30/09/2020,"R$ 1,12 B","- R$ 1,03 B","R$ 233,06 M","R$ 324,18 M"
16,30/06/2020,"R$ 783,06 M","- R$ 954,67 M","R$ 108,62 M","- R$ 62,99 M"
17,31/03/2020,"R$ 634,52 M","- R$ 859,18 M","- R$ 168,77 M","- R$ 393,43 M"
18,31/12/2019,"R$ 624,24 M","- R$ 744,96 M","R$ 116,49 M","- R$ 4,23 M"
19,30/09/2019,"R$ 513,59 M","- R$ 742,75 M","R$ 380,93 M","R$ 151,77 M"
20,30/06/2019,"R$ 460,28 M","- R$ 846,53 M","R$ 494,56 M","R$ 108,30 M"
21,31/03/2019,"R$ 457,11 M","- R$ 876,09 M","R$ 878,15 M","R$ 459,18 M"
22,31/12/2018,"R$ 431,92 M","- R$ 877,25 M","R$ 386,89 M","- R$ 58,44 M"
23,30/09/2018,"R$ 464,73 M","- R$ 914,95 M","R$ 386,22 M","- R$ 64,00 M"
24,30/06/2018,"R$ 475,19 M","- R$ 788,75 M","R$ 410,03 M","R$ 96,47 M"
25,31/03/2018,"R$ 582,07 M","- R$ 736,10 M","R$ 159,73 M","R$ 5,69 M"
26,31/12/2017,"R$ 746,80 M","- R$ 712,80 M","- R$ 47,85 M","- R$ 13,85 M"
27,30/09/2017,"R$ 821,00 M","- R$ 645,28 M","- R$ 460,74 M","- R$ 285,01 M"
28,30/06/2017,"R$ 851,82 M","- R$ 588,84 M","- R$ 489,23 M","- R$ 226,24 M"
29,31/03/2017,"R$ 884,59 M","- R$ 518,38 M","- R$ 451,07 M","- R$ 84,85 M"
30,31/12/2016,"R$ 1,06 B","- R$ 507,79 M","- R$ 442,91 M","R$ 110,90 M"
31,30/09/2016,"R$ 986,53 M","- R$ 488,35 M","- R$ 190,32 M","R$ 307,86 M"
32,30/06/2016,"R$ 877,65 M","- R$ 480,26 M","- R$ 192,06 M","R$ 205,33 M"
33,31/03/2016,"R$ 749,16 M","- R$ 495,73 M","- R$ 228,84 M","R$ 24,59 M"
34,31/12/2015,"R$ 474,29 M","- R$ 422,69 M","- R$ 174,81 M","- R$ 123,20 M"
35,30/09/2015,"R$ 338,96 M","- R$ 338,28 M","R$ 45,26 M","R$ 45,93 M"
36,30/06/2015,"R$ 391,30 M","- R$ 278,08 M","- R$ 20,20 M","R$ 93,03 M"
37,31/03/2015,"R$ 308,97 M","- R$ 220,07 M","- R$ 3,42 M","R$ 85,48 M"
38,31/12/2014,"R$ 222,64 M","- R$ 270,04 M","R$ 132,55 M","R$ 85,15 M"
39,30/09/2014,"R$ 251,76 M","- R$ 212,70 M","- R$ 267,75 M","- R$ 228,69 M"
40,30/06/2014,"R$ 184,72 M","- R$ 189,52 M","- R$ 186,39 M","- R$ 191,19 M"
41,31/03/2014,"R$ 340,50 M","- R$ 239,73 M","- R$ 205,46 M","- R$ 104,69 M"
42,31/12/2013,"R$ 502,53 M","- R$ 213,39 M","- R$ 346,56 M","- R$ 57,43 M"
43,30/09/2013,"R$ 547,65 M","- R$ 128,60 M","- R$ 406,00 M","R$ 13,05 M"
44,30/06/2013,"R$ 634,11 M","- R$ 101,46 M","- R$ 494,44 M","R$ 38,22 M"
45,31/03/2013,"R$ 577,01 M","- R$ 62,16 M","- R$ 529,72 M","- R$ 14,87 M"
46,31/12/2012,"R$ 600,12 M","- R$ 640,00 mil","- R$ 538,25 M","R$ 61,23 M"
47,30/09/2012,"R$ 621,02 M","- R$ 141,41 M","- R$ 209,05 M","R$ 270,56 M"
48,30/06/2012,"R$ 603,60 M","- R$ 167,43 M","- R$ 249,17 M","R$ 186,99 M"
49,31/03/2012,"R$ 630,95 M","- R$ 202,86 M","- R$ 187,54 M","R$ 240,55 M"
50,31/12/2011,"R$ 585,88 M","- R$ 266,43 M","- R$ 184,75 M","R$ 134,71 M"
51,30/09/2011,"R$ 543,61 M","- R$ 211,53 M","- R$ 385,62 M","- R$ 53,54 M"
52,30/06/2011,"R$ 614,08 M","- R$ 349,82 M","- R$ 278,83 M","- R$ 14,57 M"
53,31/03/2011,"R$ 609,25 M","- R$ 336,37 M","- R$ 330,59 M","- R$ 57,72 M"
