,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"- R$ 74,00 mil","R$ 26,00 mil","R$ 44,00 mil","- R$ 4,00 mil"
1,31/03/2024,"R$ 119,00 mil","R$ 104,00 mil","- R$ 228,00 mil","- R$ 5,00 mil"
2,31/12/2023,"R$ 1,85 M","- R$ 1,84 M","R$ 0,00","R$ 13,00 mil"
3,30/09/2023,"- R$ 5,00 mil","R$ 0,00","R$ 0,00","- R$ 5,00 mil"
4,30/06/2023,"R$ 7,00 mil","R$ 0,00","R$ 0,00","R$ 7,00 mil"
5,31/03/2023,"- R$ 21,00 mil","R$ 0,00","R$ 0,00","- R$ 21,00 mil"
6,31/12/2022,"R$ 517,00 mil","- R$ 603,00 mil","R$ 110,00 mil","R$ 24,00 mil"
7,30/09/2022,"R$ 4,00 mil","R$ 0,00","R$ 0,00","R$ 4,00 mil"
8,30/06/2022,"- R$ 16,00 mil","R$ 0,00","R$ 0,00","- R$ 16,00 mil"
9,31/03/2022,"R$ 15,00 mil","R$ 0,00","R$ 0,00","R$ 15,00 mil"
10,31/12/2021,"- R$ 14,00 mil","R$ 0,00","R$ 0,00","- R$ 14,00 mil"
11,30/09/2021,"R$ 6,00 mil","R$ 0,00","R$ 0,00","R$ 6,00 mil"
12,30/06/2021,"- R$ 6,00 mil","R$ 0,00","R$ 0,00","- R$ 6,00 mil"
13,31/03/2021,"- R$ 7,00 mil","R$ 0,00","R$ 0,00","- R$ 7,00 mil"
14,31/12/2020,"- R$ 215,00 mil","R$ 0,00","R$ 0,00","- R$ 215,00 mil"
15,30/09/2020,"R$ 31,00 mil","R$ 0,00","R$ 0,00","R$ 31,00 mil"
16,30/06/2020,"R$ 34,00 mil","R$ 0,00","R$ 0,00","R$ 34,00 mil"
17,31/03/2020,"R$ 130,00 mil","R$ 0,00","R$ 0,00","R$ 130,00 mil"
18,31/12/2019,"- R$ 36,00 mil","R$ 0,00","R$ 0,00","- R$ 36,00 mil"
19,30/09/2019,"R$ 35,00 mil","R$ 0,00","R$ 0,00","R$ 35,00 mil"
20,30/06/2019,"R$ 24,00 mil","R$ 0,00","R$ 0,00","R$ 24,00 mil"
21,31/03/2019,"- R$ 3,00 mil","R$ 0,00","R$ 0,00","- R$ 3,00 mil"
22,31/12/2018,"R$ 20,00 mil","R$ 0,00","R$ 0,00","R$ 20,00 mil"
23,30/09/2018,"R$ 2,00 mil","R$ 0,00","R$ 0,00","R$ 2,00 mil"
24,30/06/2018,"R$ 4,00 mil","R$ 0,00","R$ 0,00","R$ 4,00 mil"
25,31/03/2018,"- R$ 1.000,00","R$ 0,00","R$ 0,00","- R$ 1.000,00"
26,31/12/2017,"- R$ 2,00 mil","R$ 0,00","R$ 0,00","- R$ 2,00 mil"
27,30/09/2017,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00"
28,30/06/2017,"- R$ 5,00 mil","R$ 0,00","R$ 0,00","- R$ 5,00 mil"
29,31/03/2017,"R$ 5,00 mil","R$ 0,00","R$ 0,00","R$ 5,00 mil"
30,31/12/2016,"- R$ 4,00 mil","R$ 0,00","R$ 0,00","- R$ 4,00 mil"
31,30/09/2016,"- R$ 34,00 mil","R$ 0,00","R$ 0,00","- R$ 34,00 mil"
32,30/06/2016,"- R$ 133,00 mil","R$ 0,00","R$ 0,00","- R$ 133,00 mil"
33,31/03/2016,"- R$ 82,00 mil","R$ 0,00","R$ 0,00","- R$ 82,00 mil"
34,31/12/2015,"R$ 12,00 mil","R$ 0,00","R$ 0,00","R$ 12,00 mil"
35,30/09/2015,"- R$ 129,00 mil","R$ 0,00","R$ 0,00","- R$ 129,00 mil"
36,30/06/2015,"- R$ 143,00 mil","R$ 0,00","R$ 0,00","- R$ 143,00 mil"
37,31/03/2015,"- R$ 350,00 mil","R$ 0,00","R$ 0,00","- R$ 350,00 mil"
38,31/12/2014,"R$ 573,00 mil","R$ 0,00","R$ 0,00","R$ 573,00 mil"
39,30/09/2014,"- R$ 110,00 mil","R$ 0,00","R$ 0,00","- R$ 110,00 mil"
40,30/06/2014,"- R$ 19,00 mil","R$ 0,00","R$ 0,00","- R$ 19,00 mil"
41,31/03/2014,"R$ 239,00 mil","R$ 0,00","R$ 0,00","R$ 239,00 mil"
42,31/12/2013,"- R$ 87,00 mil","R$ 0,00","R$ 0,00","- R$ 87,00 mil"
43,30/09/2013,"- R$ 136,00 mil","R$ 0,00","R$ 0,00","- R$ 136,00 mil"
44,30/06/2013,"- R$ 179,00 mil","- R$ 3,00 mil","R$ 0,00","- R$ 182,00 mil"
45,31/03/2013,"R$ 32,00 mil","R$ 0,00","R$ 0,00","R$ 32,00 mil"
46,31/12/2012,"R$ 84,00 mil","R$ 0,00","R$ 0,00","R$ 84,00 mil"
47,30/09/2012,"R$ 32,00 mil","R$ 0,00","R$ 0,00","R$ 32,00 mil"
48,30/06/2012,"R$ 40,00 mil","R$ 0,00","R$ 0,00","R$ 40,00 mil"
49,31/03/2012,"- R$ 401,00 mil","R$ 0,00","R$ 0,00","- R$ 401,00 mil"
50,31/12/2011,"- R$ 103,00 mil","R$ 0,00","R$ 0,00","- R$ 103,00 mil"
51,30/09/2011,"R$ 68,00 mil","R$ 0,00","R$ 0,00","R$ 68,00 mil"
52,30/06/2011,"R$ 50,00 mil","R$ 0,00","R$ 0,00","R$ 50,00 mil"
53,31/03/2011,"R$ 57,00 mil","R$ 0,00","R$ 0,00","R$ 57,00 mil"
