,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 26/09/2024,"-0,20","-0,03","0,04","1,72","0,03","R$ 200,37 M","0,00%"
1,30/06/2024,"-0,18","-0,03","0,03","1,54","0,02","R$ 178,71 M","0,00%"
2,31/03/2024,"-0,18","-0,03","0,04","2,90","0,03","R$ 183,45 M","0,00%"
3,31/12/2023,"-0,16","-0,03","0,03","2,67","0,03","R$ 152,31 M","0,00%"
4,30/09/2023,"-0,19","-0,03","0,03","2,68","0,03","R$ 153,66 M","0,00%"
5,30/06/2023,"-0,17","-0,03","0,03","4,29","0,03","R$ 150,95 M","0,00%"
6,31/03/2023,"-0,17","-0,03","0,03","1,94","0,03","R$ 149,60 M","0,00%"
7,31/12/2022,"-0,21","-0,04","0,04","2,31","0,04","R$ 196,31 M","0,00%"
8,30/09/2022,"-0,14","-0,03","0,03","1,72","0,02","R$ 125,23 M","0,00%"
9,30/06/2022,"-0,23","-0,04","0,04","2,09","0,03","R$ 139,45 M","0,00%"
10,31/03/2022,"-0,34","-0,05","0,06","3,36","0,04","R$ 169,23 M","0,00%"
11,31/12/2021,"-0,55","-0,06","0,09","4,92","0,05","R$ 200,37 M","0,00%"
12,30/09/2021,"-0,80","-0,06","0,11","4,46","0,05","R$ 197,66 M","0,00%"
13,30/06/2021,"-0,84","-0,07","0,14","6,54","0,06","R$ 236,92 M","0,00%"
14,31/03/2021,"-0,98","-0,10","0,21","9,51","0,09","R$ 323,57 M","0,00%"
15,31/12/2020,"-0,50","-0,06","0,14","5,68","0,06","R$ 206,46 M","0,00%"
16,30/09/2020,"-0,55","-0,06","0,13","4,06","0,06","R$ 192,92 M","0,00%"
17,30/06/2020,"-0,56","-0,07","0,15","5,45","0,07","R$ 196,31 M","0,00%"
18,31/03/2020,"-0,77","-0,07","0,16","4,47","0,08","R$ 209,85 M","0,00%"
19,31/12/2019,"-0,75","-0,06","0,14","4,26","0,07","R$ 171,26 M","0,00%"
20,30/09/2019,"-1,30","-0,12","0,32","4,28","0,15","R$ 340,49 M","0,00%"
21,30/06/2019,"-2,01","-0,14","0,33","3,83","0,17","R$ 355,38 M","0,00%"
22,31/03/2019,"-2,95","-0,17","0,42","5,19","0,23","R$ 440,00 M","0,00%"
23,31/12/2018,"-0,70","-0,05","0,12","1,48","0,07","R$ 124,55 M","0,00%"
24,30/09/2018,"-1,48","-0,08","0,23","8,03","0,11","R$ 199,69 M","0,00%"
25,30/06/2018,"-0,95","-0,08","0,27","9,27","0,13","R$ 194,95 M","0,00%"
26,31/03/2018,"-0,89","-0,10","0,35","19,41","0,17","R$ 246,40 M","0,00%"
27,31/12/2017,"-1,22","-0,12","0,42","25,53","0,25","R$ 288,37 M","0,00%"
28,30/09/2017,"-1,23","-0,20","0,65","54,80","0,46","R$ 473,84 M","0,00%"
29,30/06/2017,"-0,95","-0,19","0,57","105,69","0,49","R$ 426,46 M","0,00%"
30,31/03/2017,"-1,21","-0,27","0,76","186,61","0,74","R$ 581,47 M","0,00%"
31,31/12/2016,"-1,03","-0,27","0,82","617,28","0,91","R$ 581,47 M","0,00%"
32,30/09/2016,"-1,07","-0,30","0,79","980,56","1,14","R$ 581,47 M","0,00%"
33,30/06/2016,"-1,10","-0,32","0,79","1.554,74","1,33","R$ 581,47 M","0,00%"
34,31/03/2016,"-1,12","-0,34","0,82","1.628,78","1,47","R$ 581,47 M","0,00%"
35,31/12/2015,"-24,10","-7,39","16,38","-18.285,26","31,52","R$ 11,63 B","0,00%"
36,30/09/2015,"-28,01","-8,20","18,38","62.861,71","34,26","R$ 11,63 B","0,00%"
37,30/06/2015,"-38,58","-9,10","22,43","21.416,97","26,70","R$ 11,63 B","0,00%"
38,31/03/2015,"-44,20","-9,77","32,08","-4.917,30","32,54","R$ 11,63 B","0,00%"
39,31/12/2014,"-62,59","-10,51","48,83","9.516,71","36,53","R$ 11,63 B","0,00%"
40,30/09/2014,"-105,93","-9,77","154,11","-2.776,93","27,23","R$ 9,81 B","0,00%"
41,30/06/2014,"-28,95","-10,04","855,28","-402,93","28,92","R$ 9,81 B","0,00%"
42,31/03/2014,"-23,57","-10,58","117,09","-553,29","30,82","R$ 9,81 B","0,00%"
43,31/12/2013,"-17,25","-8,69","69,03","-320.046,56","26,28","R$ 8,00 B","0,00%"
44,30/09/2013,"-14,15","-8,72","14,46","-151,57","26,93","R$ 8,00 B","0,00%"
45,30/06/2013,"-19,74","-11,40","7,84","-283,59","25,81","R$ 8,00 B","0,00%"
46,31/03/2013,"-21,53","-13,92","4,78","-275,81","25,86","R$ 8,00 B","0,00%"
47,31/12/2012,"-21,81","-15,33","4,30","-176,81","25,07","R$ 8,00 B","0,00%"
48,30/09/2012,"-28,47","-17,22","3,70","1.244,35","16,00","R$ 8,00 B","0,00%"
49,30/06/2012,"-5,40","-2,04","0,31","25,58","1,24","R$ 717,22 M","0,00%"
50,31/03/2012,"-17,30","-3,10","0,35","29,30","1,23","R$ 801,05 M","0,00%"
51,31/12/2011,"-49,88","-5,30","0,47","42,22","1,84","R$ 1,11 B","0,00%"
52,30/09/2011,"-16,46","-5,27","0,46","15,70","1,24","R$ 968,71 M","0,00%"
53,30/06/2011,"-6,42","-2,92","0,38","25,42","1,02","R$ 711,86 M","0,00%"
54,31/03/2011,"-5,98","-3,71","0,54","115,07","1,48","R$ 874,06 M","0,00%"
55,31/12/2010,"-5,60","-3,96","0,67","79,04","1,57","R$ 892,08 M","0,00%"
56,30/09/2010,"8,17","-5,03","1,59","-41,73","1,45","R$ 874,35 M","0,00%"
57,30/06/2010,"9,14","-5,56","2,36","-168,50","1,88","R$ 874,35 M","0,00%"
58,31/03/2010,"2,52","-2,02","1,02","28,45","0,61","R$ 270,63 M","0,00%"
59,31/12/2009,"2,43","-1,15","1,53","725,42","1,39","R$ 270,58 M","0,00%"
