,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
60,30/09/2009,"-0,29","-0,25","0,60","-1,28","0,65","R$ 111,17 M","0,00%"
61,30/06/2009,"-0,28","-0,27","0,57","-1,79","0,74","R$ 111,17 M","0,00%"
62,31/03/2009,"-0,30","-0,29","0,60","-1,89","0,71","R$ 111,17 M","0,00%"
63,31/12/2008,"-0,29","-0,32","0,65","-1,84","0,73","R$ 111,17 M","0,00%"
64,30/09/2008,"-1,08","-1,66","0,72",NA,"0,60","R$ 111,17 M","0,00%"
65,30/06/2008,"-1,02","-3,38","0,64",NA,"0,51","R$ 88,71 M","0,00%"
66,31/03/2008,"-1,53","-9,41","0,76",NA,"0,59","R$ 111,17 M","0,00%"
67,31/12/2007,"-3,76","3,02","0,58",NA,"0,40","R$ 99,94 M","0,00%"
68,30/09/2007,"-5,47","4,03","0,73",NA,"0,74","R$ 142,61 M","0,00%"
69,30/06/2007,"-34,95","2,69","0,70",NA,"0,67","R$ 163,95 M","0,00%"
70,31/03/2007,"-10,66","2,37","0,60",NA,"0,58","R$ 143,74 M","0,00%"
71,31/12/2006,"-5,54","2,12","0,53",NA,"0,50","R$ 126,89 M","0,00%"
72,30/09/2006,"-1,09","1,74","0,46",NA,"0,43","R$ 106,68 M","0,00%"
73,30/06/2006,"-0,94","1,54","0,36",NA,"0,40","R$ 101,07 M","0,00%"
74,31/03/2006,"-1,27","1,97","0,35",NA,"0,64","R$ 145,98 M","0,00%"
75,31/12/2005,"-1,24","1,77","0,26",NA,"0,61","R$ 145,98 M","0,00%"
76,30/09/2005,"-2,39","0,87","0,18",NA,"0,49","R$ 135,62 M","12,81%"
77,30/06/2005,"-16,56","0,97","0,18",NA,"0,47","R$ 159,62 M","10,88%"
78,31/03/2005,"63,39","0,89","0,18",NA,"0,41","R$ 161,70 M","10,74%"
79,31/12/2004,"9,53","0,92","0,19",NA,"0,50","R$ 180,48 M","9,63%"
80,30/09/2004,"4,58","0,96","0,22",NA,"0,47","R$ 198,22 M","5,46%"
81,30/06/2004,"12,40","1,20","0,24",NA,"0,69","R$ 213,87 M","6,90%"
82,31/03/2004,"7,13","0,95","0,20",NA,"0,54","R$ 177,35 M","8,32%"
83,31/12/2003,"12,78","1,07","0,21",NA,"0,59","R$ 198,22 M","5,21%"
84,30/09/2003,"18,65","1,14","0,23",NA,"0,67","R$ 207,61 M","4,98%"
85,30/06/2003,"26,82","1,26","0,26",NA,"0,61","R$ 219,08 M","2,92%"
86,31/03/2003,"15,64","1,31","0,31",NA,"0,61","R$ 229,52 M","6,43%"
87,31/12/2002,"11,73","1,27","0,39",NA,"0,71","R$ 233,69 M","6,32%"
88,30/09/2002,"8,38","1,32","0,40",NA,"0,94","R$ 240,99 M","5,28%"
89,30/06/2002,"5,63","1,28","0,37",NA,"0,98","R$ 240,99 M","5,28%"
90,31/03/2002,"5,67","1,44","0,39",NA,"0,98","R$ 260,81 M","6,37%"
91,31/12/2001,"4,14","1,38","0,35",NA,"0,79","R$ 248,29 M","6,69%"
92,30/06/2001,"4,68","1,57","0,40",NA,"1,04","R$ 249,34 M","5,25%"
93,31/03/2001,"5,39","1,68","0,43",NA,"0,96","R$ 249,34 M","5,25%"
94,31/12/2000,"6,92","1,83","0,50",NA,"1,20","R$ 249,34 M","5,25%"
95,30/09/2000,"9,90","2,01","0,58",NA,"1,23","R$ 260,81 M","4,28%"
96,30/06/2000,"11,58","2,17","0,61",NA,"1,39","R$ 260,81 M","4,28%"
97,31/03/2000,"8,32","1,79","0,54",NA,"0,93","R$ 206,56 M","5,28%"
