,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 47,02 M","- R$ 260,75 M","R$ 405,80 M","R$ 194,25 M",169
1,31/03/2024,"R$ 36,94 M","R$ 5,49 M","R$ 213,00 M","R$ 255,43 M",169
2,31/12/2023,"R$ 115,67 M","- R$ 106,53 M","R$ 201,71 M","R$ 210,85 M",169
3,30/09/2023,"R$ 184,09 M","- R$ 67,78 M","R$ 192,67 M","R$ 308,98 M",169
4,30/06/2023,"R$ 52,31 M","- R$ 66,39 M","R$ 172,48 M","R$ 158,41 M",169
5,31/03/2023,"- R$ 27,58 M","- R$ 132,88 M","R$ 159,97 M","- R$ 493,00 mil",169
6,31/12/2022,"R$ 36,87 M","- R$ 110,97 M","R$ 90,43 M","R$ 16,33 M",169
7,30/09/2022,"R$ 205,32 M","R$ 97,24 M","- R$ 59,36 M","R$ 54,37 M",169
8,30/06/2022,"R$ 177,67 M","R$ 153,85 M","R$ 44,28 M","- R$ 101,03 M",169
9,31/03/2022,"- R$ 78,44 M","- R$ 208,26 M","R$ 339,41 M","R$ 52,71 M",169
10,31/12/2021,"- R$ 89,66 M","- R$ 153,90 M","R$ 448,56 M","R$ 205,01 M",169
11,30/09/2021,"- R$ 98,35 M","- R$ 137,22 M","R$ 344,13 M","R$ 108,56 M",169
12,30/06/2021,"- R$ 188,71 M","- R$ 37,07 M","R$ 403,26 M","R$ 177,48 M",169
13,31/03/2021,"- R$ 40,21 M","- R$ 27,23 M","R$ 100,00 M","R$ 32,56 M",169
14,31/12/2020,"R$ 7,67 M","- R$ 28,13 M","R$ 32,83 M","R$ 12,38 M",169
15,30/09/2020,"- R$ 13,17 M","- R$ 23,58 M","R$ 92,73 M","R$ 55,99 M",169
16,30/06/2020,"- R$ 24,40 M","- R$ 18,94 M","R$ 49,38 M","R$ 6,04 M",169
17,31/03/2020,"R$ 2,34 M","- R$ 17,68 M","R$ 46,67 M","R$ 31,32 M",169
18,31/12/2019,"R$ 368,00 mil","- R$ 12,54 M","R$ 23,78 M","R$ 11,61 M",169
