,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,JOAO FORTES,JOAO FORTES ENGENHARIA S.A.,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,Tradicional - BOVESPA,Incorporação e construção de imóveis; execução por administração de obras de construção civil.,"R$ 176,33 mil",Consumo Cíclico,Construção Civil,Incorporações,-
