,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"-16,65%","72,98%","-25,23%","110,57%","20,58%","-12,92%","-17,94%","-111,29%","-89,46%","-88,40%","0,12","7,85","6,85","-1,99"
1,30/06/2024,"-17,63%","189,89%","-26,71%","287,71%","25,12%","-14,16%","-23,78%","-141,33%","-119,37%","-118,20%","0,10","6,51","5,51","-1,50"
2,31/03/2024,"-11,08%","143,45%","-16,79%","217,34%","17,30%","-9,51%","-40,82%","-186,99%","-152,22%","-149,89%","0,05","-1,35","-2,35","-6,71"
3,31/12/2023,"-10,66%","66,29%","-16,14%","100,45%","7,16%","-4,31%","-18,79%","-58,19%","-99,76%","-98,06%","0,07","-1,45","-2,45","-7,16"
4,30/09/2023,"-9,56%","89,08%","-14,48%","134,96%","6,87%","-3,81%","-5,72%","-52,51%","-93,39%","-91,63%","0,07","-1,59","-2,59","-7,58"
5,30/06/2023,"-7,06%","115,26%","-10,69%","174,64%","4,35%","-2,30%","10,27%","-35,66%","-77,84%","-75,72%","0,06","-1,77","-2,77","-10,47"
6,31/03/2023,"-9,18%","378,89%","-13,91%","574,08%","7,46%","-3,78%","-10,11%","-103,70%","-181,84%","-178,16%","0,04","-1,82","-2,82","-7,84"
7,31/12/2022,"-11,29%","-312,82%","-17,10%","-473,97%","22,06%","-10,28%","-132,17%","-1.868,86%","-1.440,58%","-1.414,79%","0,01","-1,66","-2,66","-6,42"
8,30/09/2022,"-15,39%","-99,37%","-23,31%","-150,56%","32,31%","-12,56%","-289,44%","-917,09%","-801,66%","-790,17%","0,01","-1,80","-2,80","-4,32"
9,30/06/2022,"-18,19%","-68,90%","-27,56%","-104,40%","45,12%","-14,54%","-1.688,15%","-4.757,41%","-4.345,28%","-4.297,01%","0,00","-1,89","-2,89","-3,49"
10,31/03/2022,"-22,42%","-67,50%","-33,97%","-102,28%","59,32%","-16,85%","-639,33%","-2.411,80%","-2.374,82%","-2.352,19%","0,01","-1,97","-2,97","-2,79"
11,31/12/2021,"-20,82%","-58,36%","-31,55%","-88,42%","54,21%","-14,75%","-1.431,73%","-4.450,37%","-4.728,29%","-4.684,33%","0,00","-2,15","-3,15","-2,91"
12,30/09/2021,"-18,77%","-43,79%","-28,44%","-66,35%","62,65%","-13,65%","181,16%","1.677,25%","1.823,01%","1.808,25%","-0,01","-2,57","-3,57","-2,99"
13,30/06/2021,"-16,19%","-35,17%","-24,53%","-53,29%","57,33%","-11,38%","268,81%","5.724,19%","6.496,46%","6.436,65%","0,00","-3,10","-4,10","-3,40"
14,31/03/2021,"-13,69%","-27,97%","-20,74%","-42,38%","56,72%","-9,92%","-53,47%","-711,56%","-800,46%","-792,62%","0,01","-3,52","-4,52","-3,90"
15,31/12/2020,"-13,12%","-25,67%","-19,87%","-38,89%","93,78%","-12,47%","-22,06%","-581,90%","-508,80%","-503,86%","0,02","-3,67","-4,67","-3,94"
16,30/09/2020,"-7.278,17%","-13.355,15%","-11.027,53%","-20.235,07%","108.818,77%","-10.000,68%","-7,58%","-115,99%","-72,45%","-71,31%","86,22","-4,59","-5,59","-6,33"
17,30/06/2020,"-8.601,83%","-14.734,72%","-13.033,07%","-22.325,34%","268.340,20%","-12.742,29%","-11,82%","-112,85%","-68,20%","-67,34%","112,92","-5,04","-6,04","-4,88"
18,31/03/2020,"-15.985,31%","-24.224,47%","-24.220,16%","-36.703,74%","-290.155,56%","-20.719,22%","-49,44%","-207,21%","-154,54%","-153,71%","99,99","-5,72","-6,72","-2,10"
