,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 427,07 M","- R$ 4,54 M","R$ 444,93 M","R$ 13,32 M",80
1,31/03/2024,"R$ 51,87 M","- R$ 6,58 M","- R$ 24,84 M","R$ 20,45 M",80
2,31/12/2023,"R$ 60,66 M","- R$ 6,60 M","- R$ 40,95 M","R$ 13,11 M",80
3,30/09/2023,"R$ 50,13 M","- R$ 3,55 M","- R$ 32,78 M","R$ 13,80 M",80
4,30/06/2023,"R$ 15,89 M","- R$ 3,38 M","- R$ 6,51 M","R$ 6,00 M",80
5,31/03/2023,"R$ 5,39 M","- R$ 2,78 M","- R$ 4,68 M","- R$ 2,07 M",80
6,31/12/2022,"- R$ 10,08 M","- R$ 1,07 M","- R$ 1,17 M","- R$ 12,32 M",80
7,30/09/2022,"R$ 12,95 M","R$ 8,00 mil","- R$ 11,61 M","R$ 1,35 M",80
8,30/06/2022,"R$ 9,88 M","- R$ 3,74 M","- R$ 6,28 M","- R$ 135,00 mil",80
9,31/03/2022,"R$ 1,98 M","- R$ 1,62 M","R$ 622,00 mil","R$ 983,00 mil",80
10,31/12/2021,"R$ 15,83 M","- R$ 3,26 M","- R$ 2,25 M","R$ 10,33 M",80
11,30/09/2021,"- R$ 29,47 M","- R$ 3,43 M","R$ 37,01 M","R$ 4,11 M",80
12,30/06/2021,"- R$ 21,68 M","- R$ 408,00 mil","R$ 23,49 M","R$ 1,40 M",80
13,31/03/2021,"- R$ 24,07 M","- R$ 883,00 mil","R$ 25,71 M","R$ 750,00 mil",80
14,31/12/2020,"- R$ 9,51 M","- R$ 5,55 M","R$ 15,19 M","R$ 126,00 mil",80
15,30/09/2020,"R$ 83,29 M","- R$ 12,37 M","- R$ 71,05 M","- R$ 129,00 mil",80
16,30/06/2020,"R$ 109,91 M","- R$ 26,02 M","- R$ 82,56 M","R$ 1,32 M",80
17,31/03/2020,"R$ 173,35 M","- R$ 66,86 M","- R$ 106,04 M","R$ 453,00 mil",80
18,31/12/2019,"R$ 154,24 M","- R$ 61,75 M","- R$ 98,61 M","- R$ 6,12 M",80
19,30/09/2019,"R$ 166,44 M","- R$ 47,49 M","- R$ 133,41 M","- R$ 14,45 M",80
20,30/06/2019,"R$ 166,45 M","- R$ 47,48 M","- R$ 133,43 M","- R$ 14,46 M",80
21,31/03/2019,"R$ 166,42 M","- R$ 47,43 M","- R$ 133,46 M","- R$ 14,47 M",80
22,31/12/2018,"R$ 166,35 M","- R$ 47,33 M","- R$ 133,49 M","- R$ 14,47 M",80
23,30/09/2018,"R$ 102,54 M","- R$ 31,11 M","- R$ 79,87 M","- R$ 8,44 M",80
24,30/06/2018,"R$ 118,25 M","R$ 3,43 M","- R$ 135,66 M","- R$ 13,98 M",80
25,31/03/2018,"R$ 145,68 M","- R$ 26,22 M","- R$ 151,21 M","- R$ 31,75 M",80
26,31/12/2017,"R$ 103,52 M","- R$ 30,50 M","- R$ 63,12 M","R$ 9,90 M",80
27,30/09/2017,"R$ 106,58 M","- R$ 53,18 M","- R$ 69,19 M","- R$ 15,79 M",80
28,30/06/2017,"R$ 127,08 M","- R$ 94,88 M","- R$ 36,73 M","- R$ 4,53 M",80
29,31/03/2017,"R$ 62,10 M","- R$ 39,52 M","R$ 2,37 M","R$ 24,95 M",80
30,31/12/2016,"R$ 85,41 M","- R$ 6,84 M","- R$ 100,63 M","- R$ 22,06 M",80
31,30/09/2016,"- R$ 57,60 M","R$ 124,67 M","- R$ 113,72 M","- R$ 46,65 M",80
32,30/06/2016,"- R$ 140,18 M","R$ 148,51 M","- R$ 36,30 M","- R$ 27,97 M",80
33,31/03/2016,"- R$ 174,14 M","R$ 129,95 M","R$ 24,00 M","- R$ 20,19 M",80
34,31/12/2015,"- R$ 235,87 M","R$ 134,80 M","R$ 71,78 M","- R$ 29,28 M",80
35,30/09/2015,"- R$ 300,71 M","- R$ 31,50 M","R$ 307,67 M","- R$ 24,54 M",80
36,30/06/2015,"- R$ 491,08 M","R$ 357,57 M","R$ 102,98 M","- R$ 30,54 M",80
