,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 5,48 B","R$ 1,19 B","R$ 948,23 M","- R$ 356,16 M","R$ 1,30 B","R$ 472,08 M","R$ 0,16"
1,31/03/2024,"R$ 5,42 B","R$ 1,26 B","R$ 1,04 B","- R$ 364,63 M","R$ 1,40 B","R$ 531,38 M","R$ 0,18"
2,31/12/2023,"R$ 5,57 B","R$ 1,41 B","R$ 1,19 B","- R$ 354,81 M","R$ 1,54 B","R$ 879,02 M","R$ 0,29"
3,30/09/2023,"R$ 5,54 B","R$ 964,29 M","R$ 451,55 M","- R$ 316,96 M","R$ 860,72 M","R$ 435,41 M","R$ 0,15"
4,30/06/2023,"R$ 5,36 B","R$ 1,03 B","R$ 750,98 M","- R$ 357,62 M","R$ 1,11 B","R$ 317,79 M","R$ 0,12"
5,31/03/2023,"R$ 5,53 B","R$ 1,43 B","R$ 1,21 B","- R$ 352,65 M","R$ 1,57 B","R$ 626,59 M","R$ 0,23"
6,31/12/2022,"R$ 5,63 B","R$ 1,21 B","R$ 565,50 M","- R$ 336,60 M","R$ 902,10 M","R$ 621,28 M","R$ 0,23"
7,30/09/2022,"R$ 5,45 B","R$ 1,08 B","R$ 792,35 M","- R$ 322,51 M","R$ 1,11 B","R$ 362,91 M","R$ 0,13"
8,30/06/2022,"R$ 5,26 B","R$ 1,30 B","R$ 387,91 M","- R$ 321,49 M","R$ 709,40 M","- R$ 536,52 M","- R$ 0,20"
9,31/03/2022,"R$ 5,59 B","R$ 1,41 B","R$ 1,17 B","- R$ 320,38 M","R$ 1,49 B","R$ 664,34 M","R$ 0,24"
10,31/12/2021,"R$ 6,59 B","R$ 1,03 B","R$ 634,18 M","- R$ 308,74 M","R$ 942,92 M","R$ 387,64 M","R$ 0,14"
11,30/09/2021,"R$ 6,98 B","R$ 1,12 B","R$ 2,51 B","- R$ 262,31 M","R$ 2,77 B","R$ 2,83 B","R$ 1,03"
12,30/06/2021,"R$ 5,43 B","R$ 1,45 B","R$ 1,26 B","- R$ 254,52 M","R$ 1,51 B","R$ 949,99 M","R$ 0,35"
13,31/03/2021,"R$ 4,99 B","R$ 1,26 B","R$ 1,05 B","- R$ 256,98 M","R$ 1,30 B","R$ 785,85 M","R$ 0,29"
14,31/12/2020,"R$ 5,66 B","R$ 1,20 B","R$ 1,04 B","- R$ 268,02 M","R$ 1,31 B","R$ 1,10 B","R$ 0,40"
15,30/09/2020,"R$ 4,33 B","R$ 1,21 B","R$ 888,08 M","- R$ 176,33 M","R$ 1,01 B","R$ 685,40 M","R$ 2,50"
16,30/06/2020,"R$ 4,67 B","R$ 1,82 B","R$ 1,51 B","- R$ 280,05 M","R$ 1,79 B","R$ 1,61 B","R$ 5,88"
17,31/03/2020,"R$ 4,15 B","R$ 1,16 B","R$ 867,79 M","- R$ 285,52 M","R$ 1,15 B","R$ 512,27 M","R$ 1,87"
18,31/12/2019,"R$ 4,41 B","R$ 1,06 B","R$ 689,25 M","- R$ 354,46 M","R$ 1,04 B","R$ 570,96 M","R$ 2,09"
19,30/09/2019,"R$ 4,25 B","R$ 1,24 B","R$ 945,66 M","- R$ 255,99 M","R$ 1,20 B","R$ 571,66 M","R$ 2,09"
20,30/06/2019,"R$ 3,67 B","R$ 999,69 M","R$ 686,40 M","- R$ 260,62 M","R$ 947,01 M","R$ 349,33 M","R$ 1,28"
21,31/03/2019,"R$ 3,90 B","R$ 1,17 B","R$ 869,37 M","- R$ 222,77 M","R$ 1,09 B","R$ 497,99 M","R$ 1,82"
22,31/12/2018,"R$ 3,67 B","R$ 811,26 M","R$ 561,94 M","- R$ 194,63 M","R$ 756,57 M","R$ 372,79 M","R$ 1,36"
23,30/09/2018,"R$ 4,31 B","R$ 849,39 M","R$ 598,20 M","- R$ 187,38 M","R$ 785,59 M","R$ 354,79 M","R$ 1,30"
24,30/06/2018,"R$ 3,61 B","R$ 883,96 M","R$ 643,31 M","- R$ 189,95 M","R$ 833,26 M","R$ 347,21 M","R$ 1,27"
