,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"8,95%","8,70%","13,57%","13,18%","13,34%","5,57%","22,71%","13,97%","19,49%","26,00%","0,40","2,22","1,22","1,50"
1,30/06/2024,"7,28%","7,11%","11,04%","10,77%","10,65%","4,29%","21,97%","10,53%","16,45%","22,92%","0,41","2,29","1,29","1,84"
2,31/03/2024,"7,01%","7,02%","10,62%","10,64%","10,09%","4,08%","22,07%","10,00%","16,36%","22,90%","0,41","2,27","1,27","1,87"
3,31/12/2023,"7,81%","7,97%","11,84%","12,08%","10,85%","4,54%","22,80%","10,52%","17,20%","23,64%","0,43","2,34","1,34","1,84"
4,30/09/2023,"6,52%","6,88%","9,88%","10,42%","9,54%","4,01%","21,27%","8,87%","13,84%","20,11%","0,45","2,40","1,40","2,11"
5,30/06/2023,"6,97%","7,34%","10,56%","11,12%","9,36%","3,91%","21,63%","8,78%","15,12%","21,36%","0,45","2,48","1,48","2,53"
6,31/03/2023,"6,12%","6,43%","9,28%","9,75%","4,77%","2,14%","22,95%","4,91%","13,53%","19,63%","0,43","2,47","1,47","2,75"
7,31/12/2022,"6,09%","6,38%","9,23%","9,66%","5,09%","2,24%","22,80%","5,07%","13,30%","19,23%","0,44","2,39","1,39","2,32"
8,30/09/2022,"6,78%","7,25%","10,28%","10,99%","4,07%","1,76%","21,07%","3,84%","13,04%","18,60%","0,46","2,38","1,38","2,12"
9,30/06/2022,"9,88%","10,94%","14,98%","16,58%","16,58%","7,06%","19,93%","13,70%","19,24%","24,21%","0,52","2,39","1,39","1,57"
10,31/03/2022,"12,71%","14,17%","19,25%","21,47%","25,11%","10,23%","20,38%","19,65%","22,66%","27,32%","0,52","2,24","1,24","1,17"
11,31/12/2021,"12,15%","13,47%","18,41%","20,41%","24,81%","10,59%","20,28%","20,65%","22,71%","27,22%","0,51","2,27","1,27","1,28"
12,30/09/2021,"12,98%","14,43%","19,67%","21,86%","28,24%","12,58%","21,85%","24,57%","25,40%","29,92%","0,51","2,31","1,31","0,81"
13,30/06/2021,"9,26%","10,26%","14,02%","15,55%","18,17%","7,94%","25,09%","17,26%","20,76%","25,79%","0,46","2,35","1,35","1,55"
14,31/03/2021,"11,64%","11,33%","17,64%","17,16%","23,52%","10,91%","27,78%","21,37%","22,77%","27,97%","0,51","2,45","1,45","1,23"
15,31/12/2020,"11,18%","10,85%","16,94%","16,43%","22,63%","10,19%","28,37%","20,95%","22,83%","28,25%","0,49","2,34","1,34","1,28"
16,30/09/2020,"10,10%","9,67%","15,31%","14,65%","19,35%","9,19%","29,63%","19,10%","21,86%","28,40%","0,48","2,25","1,25","1,34"
17,30/06/2020,"10,55%","10,13%","15,98%","15,34%","19,33%","9,01%","30,25%","18,64%","22,94%","29,66%","0,48","2,29","1,29","1,51"
18,31/03/2020,"8,49%","8,16%","12,86%","12,37%","12,12%","5,53%","27,12%","12,15%","19,33%","26,33%","0,46","2,16","1,16","1,88"
