,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 56,61 B","R$ 24,76 B","R$ 8,30",1.300.347.300,1.682.463.291,1.682.463.291,2.982.810.591,0,0,0,0,1.300.347.300,1.682.463.291,2.982.810.591
1,31/03/2024,"R$ 55,46 B","R$ 24,42 B","R$ 8,19",1.300.347.300,1.682.463.291,1.682.463.291,2.982.810.591,0,0,0,0,1.300.347.300,1.682.463.291,2.982.810.591
2,31/12/2023,"R$ 55,82 B","R$ 23,89 B","R$ 8,01",1.300.347.300,1.682.463.291,1.682.463.291,2.982.810.591,0,0,0,0,1.300.347.300,1.682.463.291,2.982.810.591
3,30/09/2023,"R$ 55,70 B","R$ 23,25 B","R$ 7,80",1.300.347.300,1.682.463.291,1.682.463.291,2.982.810.591,0,0,0,0,1.300.347.300,1.682.463.291,2.982.810.591
4,30/06/2023,"R$ 54,01 B","R$ 21,76 B","R$ 7,95",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
5,31/03/2023,"R$ 53,06 B","R$ 21,44 B","R$ 7,84",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
6,31/12/2022,"R$ 49,70 B","R$ 20,82 B","R$ 7,61",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
7,30/09/2022,"R$ 49,85 B","R$ 20,97 B","R$ 7,66",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
8,30/06/2022,"R$ 49,28 B","R$ 20,60 B","R$ 7,53",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
9,31/03/2022,"R$ 50,31 B","R$ 22,50 B","R$ 8,22",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
10,31/12/2021,"R$ 49,54 B","R$ 21,84 B","R$ 7,98",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
11,30/09/2021,"R$ 49,83 B","R$ 21,56 B","R$ 7,88",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
12,30/06/2021,"R$ 47,38 B","R$ 20,17 B","R$ 7,37",1.054.090.460,1.682.463.290,1.682.463.290,2.736.553.750,0,0,0,0,1.054.090.460,1.682.463.290,2.736.553.750
