,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 210,04 M","R$ 67,81 M","- R$ 14,66 M","- R$ 136,02 M",23
1,31/03/2024,"- R$ 352,29 M","- R$ 121,19 M","R$ 645,63 M","R$ 178,42 M",23
2,31/12/2023,"R$ 371,80 M","- R$ 881,57 M","R$ 181,21 M","- R$ 333,33 M",23
3,30/09/2023,"- R$ 379,06 M","- R$ 183,66 M","R$ 682,02 M","R$ 130,24 M",23
4,30/06/2023,"- R$ 206,85 M","- R$ 743,59 M","R$ 593,79 M","- R$ 379,03 M",23
5,31/03/2023,"- R$ 609,81 M","R$ 105,20 M","R$ 766,78 M","R$ 255,13 M",23
6,31/12/2022,"- R$ 74,82 M","R$ 195,90 M","- R$ 85,39 M","R$ 26,05 M",23
7,30/09/2022,"- R$ 465,52 M","- R$ 951,04 M","R$ 652,03 M","- R$ 755,56 M",23
8,30/06/2022,"- R$ 134,08 M","- R$ 281,75 M","R$ 405,34 M","R$ 70,01 M",23
9,31/03/2022,"- R$ 136,25 M","- R$ 501,85 M","R$ 1,15 B","R$ 445,33 M",23
10,31/12/2021,"- R$ 295,50 M","- R$ 11,88 M","R$ 57,36 M","- R$ 259,40 M",23
11,30/09/2021,"- R$ 29,82 M","R$ 73,67 M","- R$ 11,13 M","R$ 65,05 M",23
12,30/06/2021,"- R$ 89,20 M","- R$ 312,81 M","R$ 427,62 M","R$ 635,00 mil",23
13,31/03/2021,"R$ 11,39 M","- R$ 103,70 M","R$ 143,49 M","R$ 60,94 M",23
14,31/12/2020,"R$ 219,43 M","R$ 95,79 M","- R$ 308,03 M","R$ 410,00 mil",23
15,30/09/2020,"R$ 336,48 M","- R$ 1,01 B","R$ 32,08 M","- R$ 643,93 M",23
16,30/06/2020,"R$ 302,19 M","- R$ 200,04 M","R$ 641,39 M","R$ 734,98 M",23
17,31/03/2020,"- R$ 168,16 M","R$ 320,81 M","R$ 146,40 M","R$ 314,32 M",23
18,31/12/2019,"- R$ 36,36 M","R$ 357,58 M","- R$ 144,76 M","R$ 176,46 M",23
19,30/09/2019,"- R$ 92,43 M","R$ 51,92 M","- R$ 97,34 M","- R$ 137,85 M",23
20,30/06/2019,"R$ 31,81 M","- R$ 21,52 M","- R$ 51,96 M","- R$ 41,66 M",23
21,31/03/2019,"- R$ 1,26 M","- R$ 227,35 M","R$ 111,73 M","- R$ 116,88 M",23
22,31/12/2018,"R$ 57,14 M","R$ 430,61 M","- R$ 567,99 M","- R$ 80,24 M",23
23,30/09/2018,"R$ 323,97 M","- R$ 386,20 M","R$ 143,54 M","R$ 81,31 M",23
24,30/06/2018,"R$ 165,48 M","R$ 418,92 M","- R$ 579,30 M","R$ 5,10 M",23
25,31/03/2018,"R$ 79,01 M","R$ 124,54 M","- R$ 127,99 M","R$ 75,57 M",23
26,31/12/2017,"R$ 97,66 M","R$ 797,00 mil","- R$ 35,98 M","R$ 62,48 M",23
27,30/09/2017,"R$ 94,56 M","- R$ 853,34 M","R$ 525,59 M","- R$ 233,19 M",23
28,30/06/2017,"R$ 27,84 M","- R$ 115,04 M","- R$ 419,04 M","- R$ 506,23 M",23
29,31/03/2017,"R$ 112,34 M","- R$ 20,95 M","R$ 790,75 M","R$ 882,13 M",23
30,31/12/2016,"R$ 173,98 M","- R$ 270,79 M","R$ 199,23 M","R$ 102,42 M",23
31,30/09/2016,"R$ 68,53 M","- R$ 1,28 M","- R$ 33,88 M","R$ 33,37 M",23
32,30/06/2016,"R$ 144,48 M","- R$ 18,05 M","- R$ 310,80 M","- R$ 184,36 M",23
33,31/03/2016,"R$ 189,06 M","R$ 9,97 M","R$ 17,28 M","R$ 216,31 M",23
34,31/12/2015,"R$ 296,67 M","R$ 5,34 M","- R$ 76,99 M","R$ 225,02 M",23
