,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,MRV,MRV ENGENHARIA E PARTICIPACOES S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Atividades de Incorporação e Construção,"R$ 119,40 M",Consumo Cíclico,Construção Civil,Incorporações,"IBOVESPA, IBRA, IBRX, IBRX50, ICO2, ICON, IGC, IGCT, IGNM, IMOB, INDX, ISE, ITAG, IVBX, SMLL"
