,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"228,67%","46,29%","346,47%","70,13%","39,13%","7,83%","63,22%","14,23%","42,94%","53,01%","0,55","4,17","3,17","0,47"
1,30/06/2024,"265,14%","46,61%","401,73%","70,63%","41,97%","7,33%","63,00%","14,40%","43,39%","53,75%","0,51","4,61","3,61","0,51"
2,31/03/2024,"125,12%","44,66%","189,58%","67,67%","42,14%","7,18%","62,00%","14,33%","42,04%","52,85%","0,50","5,04","4,04","0,51"
3,31/12/2023,"141,97%","40,60%","215,11%","61,52%","37,42%","6,15%","61,65%","12,62%","39,44%","50,28%","0,49","5,28","4,28","0,57"
4,30/09/2023,"273,77%","38,53%","414,80%","58,38%","22,38%","4,88%","58,84%","9,26%","37,07%","48,34%","0,53","4,99","3,99","0,62"
5,30/06/2023,"377,48%","41,68%","571,94%","63,15%","27,44%","5,38%","58,20%","10,49%","36,98%","47,23%","0,51","5,72","4,72","0,69"
6,31/03/2023,"156,26%","43,81%","236,76%","66,38%","32,30%","5,93%","57,99%","11,37%","36,42%","46,05%","0,52","5,87","4,87","0,71"
7,31/12/2022,"-899,44%","45,62%","-1.362,78%","69,12%","42,94%","6,20%","57,96%","14,19%","37,65%","46,88%","0,44","6,09","5,09","0,77"
8,30/09/2022,"43,94%","40,14%","66,58%","60,82%","39,92%","12,79%","58,20%","17,81%","41,06%","47,58%","0,72","4,59","3,59","0,56"
9,30/06/2022,"80,32%","53,32%","121,70%","80,79%","30,32%","12,54%","57,93%","15,13%","36,70%","42,97%","0,83","5,10","4,10","0,57"
10,31/03/2022,"92,29%","66,91%","139,84%","101,37%","46,77%","16,92%","59,67%","20,07%","40,34%","45,15%","0,84","5,44","4,44","0,54"
11,31/12/2021,"150,46%","90,15%","227,97%","136,59%","66,11%","19,64%","61,48%","23,02%","42,70%","46,23%","0,85","6,93","5,93","0,54"
12,30/09/2021,"525,86%","124,85%","796,75%","189,17%","51,81%","22,34%","66,09%","20,86%","38,06%","42,60%","1,07","3,12","2,12","0,54"
13,30/06/2021,"526,48%","146,86%","797,69%","222,52%","88,85%","36,71%","72,28%","25,97%","42,97%","47,51%","1,41","2,42","1,42","-0,08"
14,31/03/2021,"-699.022,00%","154,51%","-1.059.124,24%","234,10%","87,44%","31,54%","74,26%","24,12%","40,75%","47,31%","1,31","2,76","1,76","-0,06"
15,31/12/2020,"4.765,17%","149,83%","7.219,96%","227,01%","104,10%","33,21%","76,38%","24,25%","40,46%","47,57%","1,37","3,37","2,37","-0,08"
16,30/09/2020,"253,33%","127,09%","383,83%","192,56%","86,85%","29,99%","76,51%","28,44%","49,53%","56,34%","1,05","2,32","1,32","-0,42"
17,30/06/2020,"382,55%","134,59%","579,62%","203,92%","103,83%","30,34%","73,01%","28,27%","50,19%","57,57%","1,07","2,42","1,42","-0,23"
18,31/03/2020,"4.194,05%","140,51%","6.354,63%","212,90%","94,75%","37,22%","72,14%","30,17%","52,11%","57,39%","1,23","2,77","1,77","-0,22"
19,31/12/2019,"-580,91%","174,84%","-880,17%","264,90%","126,58%","44,37%","71,86%","31,37%","54,24%","60,04%","1,41","3,13","2,13","-0,11"
20,30/09/2019,"-8.108,33%","116,09%","-12.285,35%","175,89%","102,34%","34,75%","71,84%","32,80%","54,47%","86,88%","1,06","2,90","1,90","-0,09"
21,30/06/2019,"-348,36%","143,21%","-527,82%","216,99%","129,82%","33,86%","72,24%","32,84%","54,74%","88,47%","1,03","3,42","2,42","-0,03"
22,31/03/2019,"1.497,77%","115,00%","2.269,34%","174,24%","104,00%","31,34%","73,43%","33,02%","55,10%","89,93%","0,95","2,55","1,55","-0,09"
23,31/12/2018,"-706,63%","127,53%","-1.070,65%","193,23%","109,75%","29,03%","73,96%","30,38%","51,38%","86,70%","0,96","2,85","1,85","-0,06"
24,30/09/2018,"-236,58%","136,89%","-358,46%","207,41%","123,59%","25,30%","72,84%","28,47%","45,19%","51,82%","0,89","2,94","1,94","-0,02"
25,30/06/2018,"-448,56%","163,70%","-679,64%","248,03%","128,64%","25,77%","72,72%","28,80%","45,15%","50,90%","0,89","3,83","2,83","0,00"
26,31/03/2018,"111,67%","98,52%","169,20%","149,27%","88,84%","59,12%","73,05%","26,63%","43,18%","48,05%","2,22","3,32","2,32","0,00"
27,31/12/2017,"187,46%","163,38%","284,03%","247,55%","137,64%","80,10%","72,96%","30,09%","46,61%","50,60%","2,66","3,78","2,78","-0,02"
28,30/09/2017,"217,15%","186,41%","329,01%","282,44%","139,72%","80,77%","73,17%","32,33%","49,27%","51,04%","2,50","4,88","3,88","-0,03"
29,30/06/2017,"154,86%","139,34%","234,63%","211,13%","125,91%","79,59%","72,17%","32,16%","48,61%","50,30%","2,47","4,99","3,99","-0,10"
30,31/03/2017,"106,87%","109,17%","161,92%","165,40%","109,16%","72,58%","70,06%","36,36%","51,59%","53,07%","2,00","1,50","0,50","-0,02"
31,31/12/2016,"116,52%","122,08%","176,54%","184,97%","130,99%","80,36%","68,21%","35,93%","50,78%","51,99%","2,24","1,72","0,72","-0,08"
32,30/09/2016,"109,35%","117,21%","165,68%","177,59%","125,21%","75,89%","66,98%","36,57%","51,80%","52,85%","2,08","1,73","0,73","-0,14"
33,30/06/2016,"133,88%","150,00%","202,85%","227,27%","158,05%","86,21%","66,84%","36,00%","51,19%","52,16%","2,39","1,58","0,58","-0,06"
34,31/03/2016,"88,49%","101,64%","134,07%","154,00%","92,39%","58,67%","67,26%","27,23%","42,60%","43,39%","2,15","1,50","0,50","-0,06"
35,31/12/2015,"98,00%","116,77%","148,48%","176,92%","101,95%","61,73%","67,44%","26,67%","42,23%","42,92%","2,31","1,63","0,63","0,00"
36,30/09/2015,"92,36%","110,05%","139,95%","166,75%","93,85%","56,83%","68,02%","24,89%","40,35%","40,91%","2,28","1,65","0,65","0,00"
37,30/06/2015,"84,30%","100,45%","127,73%","152,19%","86,45%","52,35%","67,47%","24,49%","39,33%","39,82%","2,14","1,83","0,83","-0,01"
38,31/03/2015,"89,09%","106,16%","134,99%","160,84%","100,47%","60,84%","65,71%","31,49%","45,99%","46,49%","1,93","1,57","0,57","-0,05"
39,31/12/2014,NA,NA,NA,NA,NA,NA,"64,15%","29,77%","43,12%","43,64%",NA,"1,65","0,65","-0,07"
