,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,17 B","R$ 775,16 M","R$ 653,48 M","- R$ 179,25 M","R$ 832,73 M","R$ 336,90 M","R$ 0,28"
1,31/03/2024,"R$ 1,17 B","R$ 763,62 M","R$ 641,39 M","- R$ 175,39 M","R$ 816,78 M","R$ 337,96 M","R$ 0,27"
2,31/12/2023,"R$ 1,16 B","R$ 738,96 M","R$ 622,13 M","- R$ 174,38 M","R$ 796,51 M","R$ 304,71 M","R$ 0,25"
3,30/09/2023,"R$ 1,13 B","R$ 703,05 M","R$ 585,73 M","- R$ 171,45 M","R$ 757,18 M","R$ 278,30 M","R$ 0,23"
4,30/06/2023,"R$ 1,11 B","R$ 666,42 M","R$ 542,65 M","- R$ 169,31 M","R$ 711,96 M","R$ 283,40 M","R$ 0,23"
5,31/03/2023,"R$ 1,06 B","R$ 628,78 M","R$ 518,87 M","- R$ 164,69 M","R$ 683,57 M","R$ 72,72 M","R$ 0,06"
6,31/12/2022,"R$ 1,02 B","R$ 595,46 M","R$ 494,77 M","- R$ 159,03 M","R$ 653,80 M","R$ 7,57 M","R$ 0,01"
7,30/09/2022,"R$ 1,04 B","R$ 627,36 M","R$ 468,88 M","- R$ 158,49 M","R$ 627,37 M","R$ 15,95 M","R$ 0,01"
8,30/06/2022,"R$ 998,81 M","R$ 593,81 M","R$ 450,46 M","- R$ 157,01 M","R$ 607,47 M","- R$ 111,78 M","- R$ 0,10"
9,31/03/2022,"R$ 916,89 M","R$ 529,58 M","R$ 389,53 M","- R$ 156,88 M","R$ 546,40 M","R$ 202,07 M","R$ 0,17"
10,31/12/2021,"R$ 858,06 M","R$ 488,84 M","R$ 341,38 M","- R$ 155,39 M","R$ 496,77 M","R$ 239,02 M","R$ 0,21"
11,30/09/2021,"R$ 727,63 M","R$ 384,39 M","R$ 337,38 M","- R$ 153,76 M","R$ 491,13 M","R$ 167,57 M","R$ 1,91"
12,30/06/2021,"R$ 697,77 M","R$ 381,20 M","R$ 330,71 M","- R$ 150,59 M","R$ 481,30 M","R$ 261,71 M","R$ 2,98"
13,31/03/2021,"R$ 688,42 M","R$ 400,21 M","R$ 334,84 M","- R$ 149,14 M","R$ 483,99 M","R$ 99,52 M","R$ 1,13"
14,31/12/2020,"R$ 676,66 M","R$ 401,35 M","R$ 334,28 M","- R$ 149,00 M","R$ 483,28 M","R$ 76,50 M","R$ 0,87"
15,30/09/2020,"R$ 706,03 M","R$ 443,77 M","R$ 379,36 M","- R$ 144,24 M","R$ 523,60 M","R$ 93,91 M","R$ 1,07"
16,30/06/2020,"R$ 708,62 M","R$ 453,37 M","R$ 415,13 M","- R$ 139,68 M","R$ 554,81 M","R$ 100,32 M","R$ 1,14"
17,31/03/2020,"R$ 737,25 M","R$ 479,17 M","R$ 448,70 M","- R$ 133,92 M","R$ 582,62 M","R$ 105,79 M","R$ 1,20"
18,31/12/2019,"R$ 755,35 M","R$ 503,14 M","R$ 482,91 M","- R$ 128,02 M","R$ 610,93 M","R$ 128,66 M","R$ 1,46"
19,30/09/2019,"R$ 744,62 M","R$ 506,46 M","R$ 448,10 M","- R$ 122,41 M","R$ 570,51 M","R$ 110,36 M","R$ 1,26"
20,30/06/2019,"R$ 739,79 M","R$ 509,77 M","R$ 432,98 M","- R$ 117,93 M","R$ 550,91 M","R$ 106,39 M","R$ 1,21"
21,31/03/2019,"R$ 727,13 M","R$ 503,50 M","R$ 432,54 M","- R$ 113,68 M","R$ 546,22 M","R$ 106,74 M","R$ 1,21"
22,31/12/2018,"R$ 722,61 M","R$ 505,28 M","R$ 435,07 M","- R$ 109,66 M","R$ 544,73 M","R$ 110,15 M","R$ 1,25"
23,30/09/2018,"R$ 707,82 M","R$ 494,96 M","R$ 421,22 M","- R$ 108,58 M","R$ 529,80 M","R$ 102,59 M","R$ 1,17"
24,30/06/2018,"R$ 699,95 M","R$ 488,71 M","R$ 407,08 M","- R$ 107,87 M","R$ 514,95 M","R$ 89,70 M","R$ 1,02"
25,31/03/2018,"R$ 694,36 M","R$ 481,94 M","R$ 405,38 M","- R$ 107,00 M","R$ 512,37 M","R$ 83,61 M","R$ 0,95"
26,31/12/2017,"R$ 693,24 M","R$ 480,93 M","R$ 403,65 M","- R$ 106,40 M","R$ 510,05 M","R$ 76,90 M","R$ 0,87"
27,30/09/2017,"R$ 691,15 M","R$ 477,11 M","R$ 418,09 M","- R$ 106,18 M","R$ 524,26 M","R$ 81,81 M","R$ 0,88"
28,30/06/2017,"R$ 682,43 M","R$ 470,85 M","R$ 408,53 M","- R$ 129,80 M","R$ 538,33 M","R$ 71,09 M","R$ 0,76"
29,31/03/2017,"R$ 675,70 M","R$ 464,83 M","R$ 364,61 M","- R$ 131,25 M","R$ 495,86 M","R$ 39,49 M","R$ 0,42"
30,31/12/2016,"R$ 668,71 M","R$ 460,29 M","R$ 361,71 M","- R$ 133,24 M","R$ 494,95 M","R$ 21,56 M","R$ 0,23"
31,30/09/2016,"R$ 656,81 M","R$ 446,16 M","R$ 323,41 M","- R$ 134,58 M","R$ 457,99 M","- R$ 15,44 M","- R$ 0,16"
32,30/06/2016,"R$ 655,07 M","R$ 442,16 M","- R$ 292,82 M","- R$ 113,88 M","- R$ 178,94 M","- R$ 143,94 M","- R$ 1,49"
33,31/03/2016,"R$ 648,59 M","R$ 437,60 M","- R$ 272,45 M","- R$ 111,94 M","- R$ 160,51 M","- R$ 118,00 M","- R$ 0,12"
34,31/12/2015,"R$ 636,66 M","R$ 425,77 M","- R$ 291,17 M","- R$ 108,53 M","- R$ 182,64 M","- R$ 125,65 M","- R$ 0,13"
35,30/09/2015,"R$ 630,31 M","R$ 424,53 M","- R$ 377,17 M","- R$ 106,48 M","- R$ 270,69 M","- R$ 164,67 M","- R$ 0,17"
36,30/06/2015,"R$ 618,96 M","R$ 417,01 M","R$ 208,83 M","- R$ 100,40 M","R$ 309,23 M","- R$ 40,34 M","- R$ 0,04"
37,31/03/2015,"R$ 606,44 M","R$ 411,61 M","- R$ 111,42 M","- R$ 97,23 M","- R$ 14,19 M","- R$ 175,98 M","- R$ 0,18"
38,31/12/2014,"R$ 577,57 M","R$ 397,09 M","- R$ 144,78 M","- R$ 89,00 M","- R$ 55,78 M","- R$ 172,71 M","- R$ 0,18"
39,30/09/2014,"R$ 539,99 M","R$ 373,95 M","- R$ 39,60 M","- R$ 78,23 M","R$ 38,64 M","- R$ 92,31 M","- R$ 0,10"
40,30/06/2014,"R$ 493,15 M","R$ 347,65 M","- R$ 77,45 M","- R$ 65,79 M","- R$ 11,67 M","- R$ 103,31 M","- R$ 0,11"
41,31/03/2014,"R$ 446,19 M","R$ 320,08 M","R$ 188,34 M","- R$ 53,51 M","R$ 241,84 M","R$ 9,99 M","R$ 0,01"
42,31/12/2013,"R$ 419,29 M","R$ 302,39 M","R$ 178,65 M","- R$ 47,08 M","R$ 225,74 M","R$ 11,84 M","R$ 0,01"
43,30/09/2013,"R$ 5,16 B","R$ 1,94 B","R$ 684,69 M","- R$ 911,22 M","R$ 1,60 B","- R$ 17,51 M","- R$ 0,02"
44,30/06/2013,"R$ 5,15 B","R$ 1,93 B","R$ 798,85 M","- R$ 909,88 M","R$ 1,71 B","R$ 51,55 M","R$ 0,05"
45,31/03/2013,"R$ 5,15 B","R$ 1,93 B","R$ 828,97 M","- R$ 909,29 M","R$ 1,74 B","R$ 78,39 M","R$ 0,08"
46,31/12/2012,"R$ 5,14 B","R$ 1,93 B","R$ 815,03 M","- R$ 906,98 M","R$ 1,72 B","R$ 74,22 M","R$ 0,08"
47,30/09/2012,"R$ 5,08 B","R$ 1,90 B","R$ 676,08 M","- R$ 913,53 M","R$ 1,59 B","R$ 34,75 M","R$ 0,04"
48,30/06/2012,"R$ 5,10 B","R$ 1,89 B","R$ 617,28 M","- R$ 919,35 M","R$ 1,54 B","- R$ 9,78 M","- R$ 0,01"
49,31/03/2012,"R$ 5,11 B","R$ 1,88 B","R$ 614,37 M","- R$ 944,90 M","R$ 1,56 B","- R$ 9,46 M","- R$ 0,01"
50,31/12/2011,"R$ 5,12 B","R$ 1,88 B","R$ 1,68 B","- R$ 977,06 M","R$ 2,66 B","R$ 778,64 M","R$ 0,81"
51,30/09/2011,"R$ 5,72 B","R$ 2,36 B","R$ 1,76 B","- R$ 1,11 B","R$ 2,87 B","R$ 782,59 M","R$ 0,81"
52,30/06/2011,"R$ 6,20 B","R$ 2,61 B","R$ 1,85 B","- R$ 1,23 B","R$ 3,09 B","R$ 788,53 M","R$ 0,82"
