,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"21,57","1,91","6,82","17,19",NA,"0,98","12,26","6,49","14,21","11,14","-2,87","7,90",NA,"1,13","R$ 5,99 B","3,35%"
1,30/09/2024,"22,59","2,00","7,14","18,00",NA,"1,02","12,84","6,80","9,83","7,70","-3,01","5,46",NA,"0,78","R$ 3,07 B","3,20%"
2,30/06/2024,"25,78","2,09","7,43","18,15",NA,"1,03","13,29","4,99","15,51","12,17","-3,43","8,67",NA,"1,20","R$ 6,18 B","3,15%"
3,31/03/2024,"26,29","2,10","7,60","20,04","12,14","1,15","13,86","8,34","10,90","8,56","-3,61","5,97","9,55","0,90","R$ 3,67 B","3,11%"
4,31/12/2023,"31,66","2,31","8,34","25,51",NA,"1,24","15,51","9,26","16,23","12,68","-3,75","8,73",NA,"1,30","R$ 6,79 B","1,56%"
5,30/09/2023,"30,78","2,06","7,55","26,60",NA,"1,18","14,62","14,63","10,34","8,00","-3,39","5,34",NA,"0,83","R$ 3,20 B","1,74%"
6,30/06/2023,"32,52","2,25","8,33","87,83",NA,"1,24","16,98","8,90","12,11","9,23","-4,05","5,94",NA,"0,89","R$ 3,53 B","1,63%"
7,31/03/2023,"114,46","2,06","7,87","39,08","-12,25","1,04","16,04","8,18","18,43","13,99","-2,83","9,04","-14,08","1,20","R$ 5,89 B","1,81%"
8,31/12/2022,"1.049,86","1,94","7,82","41,22",NA,"0,99","16,06","16,94","17,11","12,95","-2,28","8,33",NA,"1,05","R$ 5,42 B","1,77%"
9,30/09/2022,"547,52","2,18","8,40","44,52",NA,"1,16","18,63","6,81","20,39","15,24","-3,85","9,19",NA,"1,27","R$ 6,36 B","1,61%"
10,30/06/2022,"-66,82","2,30","7,48","22,27",NA,"1,08","16,58","8,77","18,95","14,05","-2,64","8,55",NA,"1,23","R$ 5,23 B","1,71%"
11,31/03/2022,"39,42","2,34","8,69","46,35","679,92","1,10","20,45","4,54","21,98","15,67","-3,82","9,34","730,99","1,18","R$ 5,19 B","1,67%"
12,31/12/2021,"27,59","1,92","7,69","37,81","887,72","0,89","19,32","3,57","24,46","16,81","-3,14","9,73","1.123,99","1,13","R$ 4,97 B","0,00%"
13,30/09/2021,"36,52","3,47","8,41","41,38","-532,54","0,84","18,14","4,22","18,41","12,65","-1,51","8,54","-540,61","0,86","R$ 2,82 B","0,00%"
14,30/06/2021,"23,39","3,37","8,77","55,21",NA,"0,84","18,51","5,84","18,36","12,62","-1,39","8,70",NA,"0,84","R$ 2,82 B","0,00%"
15,31/03/2021,"61,49","3,74","8,89","61,99","-38,32","0,88","18,28","5,91","18,77","12,99","-1,42","9,13","-39,35","0,90","R$ 2,82 B","0,00%"
16,31/12/2020,"80,00","3,79","9,04","49,54","-16,51","0,87","18,31","5,77","19,04","13,17","-1,41","9,41","-17,18","0,91","R$ 2,82 B","0,00%"
17,30/09/2020,"65,17","3,82","8,67","34,31","-17,06","0,96","16,13","9,70","15,43","11,18","-1,47","8,29","-16,32","0,91","R$ 2,82 B","0,00%"
18,30/06/2020,"61,01","3,95","8,64","21,81","-45,73","0,96","14,74","7,54","13,79","10,32","-1,53","8,08","-42,79","0,90","R$ 2,82 B","0,00%"
19,31/03/2020,"57,85","3,98","8,30","15,25","-511,41","1,02","13,64","9,09","12,10","9,32","-1,60","7,36","-453,53","0,90","R$ 2,82 B","0,00%"
20,31/12/2019,"47,57","3,98","8,10","15,18","25,83","1,06","12,67","6,88","10,85","8,57","-1,84","6,94","22,11","0,91","R$ 2,82 B","0,00%"
21,30/09/2019,"55,45","4,03","8,22","14,21","21,50","1,12","13,66","8,50","11,32","8,89","-1,90","6,81","17,81","0,93","R$ 2,82 B","0,00%"
22,30/06/2019,"57,53","4,13","8,27","15,06","25,19","1,13","14,13","10,09","11,72","9,21","-1,85","6,86","20,89","0,94","R$ 2,82 B","0,00%"
23,31/03/2019,"57,34","4,17","8,42","16,48","29,73","1,14","14,15","10,14","11,71","9,27","-1,86","6,97","24,61","0,94","R$ 2,82 B","0,00%"
24,31/12/2018,"55,56","4,23","8,47","15,72","28,01","1,13","14,07","10,33","11,78","9,41","-1,82","7,09","23,45","0,95","R$ 2,82 B","0,00%"
25,30/09/2018,"59,66","4,24","8,65","16,76","27,32","1,16","14,53","13,53","12,13","9,65","-1,80","7,22","22,82","0,96","R$ 2,82 B","0,00%"
26,30/06/2018,"68,23","4,30","8,74","20,32","32,52","1,15","15,03","13,97","12,59","9,95","-1,77","7,32","27,24","0,96","R$ 2,82 B","0,00%"
27,31/03/2018,"73,20","4,29","8,81","18,07","24,53","1,21","15,10","29,16","11,96","9,46","-1,79","6,98","19,44","0,96","R$ 2,82 B","0,00%"
28,31/12/2017,"79,59","4,28","8,83","19,86","29,14","1,18","15,16","17,95","12,27","9,71","-1,80","7,14","23,57","0,96","R$ 2,82 B","0,00%"
29,30/09/2017,"79,47","4,55","9,41","17,57","23,93","1,20","15,55","15,19","9,72","7,75","-1,82","5,88","14,95","0,75","R$ 1,73 B","0,00%"
30,30/06/2017,"91,46","4,60","9,53","14,79","20,28","1,24","15,91","51,99","9,40","7,13","-1,76","5,63","11,98","0,73","R$ 1,73 B","0,00%"
31,31/03/2017,"164,63","4,52","9,62","17,51","38,40","1,25","17,83","32,86","10,19","7,50","-1,82","5,50","21,95","0,71","R$ 1,73 B","0,00%"
32,31/12/2016,"303,75","4,58","9,80","23,09","53,50","1,21","18,11","16,73","10,82","7,91","-1,83","5,85","31,97","0,72","R$ 1,74 B","0,00%"
33,30/09/2016,"-434,65","4,72","10,22","28,93","-85,87","1,25","20,75","17,15","12,28","8,67","-1,89","6,04","-50,79","0,74","R$ 1,76 B","0,00%"
34,30/06/2016,"-46,63","4,77","10,25","32,51","-58,33","1,31","-22,92","48,89","-13,07","-21,38","-1,87","5,84","-33,25","0,74","R$ 1,76 B","0,00%"
35,31/03/2016,"-568,84","47,16","103,49","287,04","-434,73","12,60","-246,36","235,25","-72,52","-123,10","-18,55","30,46","-127,97","3,71","R$ 17,58 B","0,00%"
36,31/12/2015,"-534,18","47,04","105,43","276,29","-461,95","12,33","-230,52","207,80","-68,03","-108,45","-18,18","31,11","-136,32","3,64","R$ 17,58 B","0,00%"
37,30/09/2015,"-407,62","46,51","106,49","354,61","-439,56","12,55","-177,97","127,87","-52,27","-72,83","-19,86","31,28","-129,10","3,69","R$ 17,58 B","0,00%"
38,30/06/2015,"-1.664,08","42,18","108,44","860,03","-218,06","11,87","321,43","188,10","94,05","63,51","-18,11","31,73","-63,81","3,47","R$ 17,58 B","0,00%"
39,31/03/2015,"-381,43","42,23","110,68","547,14","-214,53","11,86","-602,43","148,01","-175,99","-1.381,94","-18,56","32,33","-62,67","3,46","R$ 17,58 B","0,00%"
40,31/12/2014,"-388,65","42,50","116,22","669,68","-174,18","11,51","-463,62","93,90","-135,74","-352,33","-18,97","34,03","-51,00","3,37","R$ 17,58 B","0,00%"
