,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 1,98 B","- R$ 121,91 M","R$ 2,12 B","R$ 16,24 M",166
1,31/03/2024,"- R$ 3,17 B","- R$ 149,10 M","R$ 3,43 B","R$ 116,35 M",166
2,31/12/2023,"- R$ 1,32 B","- R$ 150,08 M","R$ 1,60 B","R$ 135,24 M",166
3,30/09/2023,"- R$ 419,98 M","- R$ 162,44 M","R$ 780,84 M","R$ 198,42 M",166
4,30/06/2023,"R$ 271,27 M","- R$ 128,87 M","R$ 253,61 M","R$ 396,02 M",166
5,31/03/2023,"R$ 500,35 M","- R$ 48,87 M","- R$ 150,97 M","R$ 300,51 M",166
6,31/12/2022,"R$ 755,26 M","- R$ 87,61 M","- R$ 344,98 M","R$ 322,67 M",166
7,30/09/2022,"R$ 124,35 M","- R$ 237,58 M","R$ 352,87 M","R$ 239,64 M",166
8,30/06/2022,"- R$ 56,46 M","- R$ 405,42 M","R$ 480,36 M","R$ 18,48 M",166
9,31/03/2022,"- R$ 78,99 M","- R$ 469,30 M","R$ 693,84 M","R$ 145,55 M",166
10,31/12/2021,"- R$ 264,37 M","- R$ 415,08 M","R$ 767,83 M","R$ 88,38 M",166
11,30/09/2021,"R$ 597,61 M","- R$ 417,82 M","- R$ 113,17 M","R$ 66,61 M",166
12,30/06/2021,"R$ 181,96 M","- R$ 209,70 M","- R$ 612,04 M","- R$ 639,78 M",166
13,31/03/2021,"- R$ 262,09 M","- R$ 185,72 M","- R$ 70,39 M","- R$ 518,21 M",166
14,31/12/2020,"- R$ 1,33 B","- R$ 229,59 M","R$ 1,03 B","- R$ 527,24 M",166
15,30/09/2020,"- R$ 1,42 B","- R$ 207,01 M","R$ 918,90 M","- R$ 704,42 M",166
16,30/06/2020,"- R$ 2,69 B","- R$ 223,79 M","R$ 3,07 B","R$ 152,77 M",166
