,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 144,57 M","- R$ 20,83 M","- R$ 88,84 M","R$ 54,89 M"
1,31/03/2024,"R$ 31,81 M","- R$ 20,97 M","- R$ 868,00 mil","R$ 8,06 M"
2,31/12/2023,"R$ 548,04 M","- R$ 64,96 M","- R$ 463,31 M","R$ 12,46 M"
3,30/09/2023,"- R$ 29,13 M","R$ 18,56 M","- R$ 1,60 M","- R$ 14,06 M"
4,30/06/2023,"- R$ 69,88 M","- R$ 18,83 M","R$ 91,15 M","R$ 623,00 mil"
5,31/03/2023,"R$ 41,78 M","- R$ 23,14 M","- R$ 367,00 mil","R$ 3,52 M"
6,31/12/2022,"- R$ 110,12 M","R$ 67,98 M","- R$ 7,67 M","- R$ 44,03 M"
7,30/09/2022,"- R$ 612,35 M","- R$ 544,81 M","R$ 1,17 B","R$ 7,87 M"
8,30/06/2022,"R$ 190,95 M","- R$ 181,61 M","- R$ 438,00 mil","R$ 11,55 M"
9,31/03/2022,"- R$ 18,96 M","R$ 49,17 M","R$ 0,00","R$ 3,63 M"
10,31/12/2021,"- R$ 246,13 M","R$ 207,24 M","R$ 0,00","- R$ 23,67 M"
11,30/09/2021,"R$ 562,98 M","- R$ 510,62 M","- R$ 24,82 M","R$ 32,72 M"
12,30/06/2021,"R$ 522,64 M","- R$ 546,38 M","R$ 2,12 M","- R$ 28,73 M"
13,31/03/2021,"- R$ 969,35 M","R$ 1,01 B","- R$ 3,23 M","R$ 43,89 M"
14,31/12/2020,"- R$ 1,19 B","R$ 351,01 M","R$ 816,63 M","- R$ 17,22 M"
15,30/09/2020,"- R$ 367,96 M","- R$ 1,92 B","R$ 2,27 B","- R$ 101,29 M"
16,30/06/2020,"- R$ 43,71 M","R$ 82,27 M","R$ 0,00","R$ 22,76 M"
17,31/03/2020,"R$ 112,55 M","R$ 221,74 M","- R$ 270,87 M","R$ 74,44 M"
18,31/12/2019,"- R$ 327,60 M","R$ 503,10 M","- R$ 198,34 M","- R$ 21,91 M"
19,30/09/2019,"R$ 60,04 M","- R$ 38,68 M","R$ 0,00","R$ 41,03 M"
20,30/06/2019,"R$ 184,86 M","R$ 510,21 M","- R$ 727,08 M","- R$ 19,32 M"
21,31/03/2019,"R$ 1,02 B","- R$ 1,05 B","R$ 0,00","- R$ 7,07 M"
22,31/12/2018,"R$ 345,54 M","- R$ 117,56 M","- R$ 180,73 M","R$ 14,26 M"
23,30/09/2018,"R$ 89,74 M","- R$ 111,90 M","R$ 0,00","- R$ 18,27 M"
24,30/06/2018,"- R$ 675,17 M","R$ 1,14 B","- R$ 503,53 M","R$ 15,01 M"
25,31/03/2018,"- R$ 317,39 M","R$ 319,59 M","R$ 0,00","R$ 6,37 M"
26,31/12/2017,"R$ 121,48 M","R$ 121,95 M","- R$ 235,81 M","R$ 9,49 M"
27,30/09/2017,"R$ 98,19 M","- R$ 103,54 M","R$ 0,00","- R$ 9,05 M"
28,30/06/2017,"R$ 150,36 M","- R$ 5,84 M","- R$ 416,31 M","- R$ 272,97 M"
29,31/03/2017,"- R$ 625,60 M","R$ 758,96 M","- R$ 47,20 M","R$ 80,73 M"
30,31/12/2016,NA,NA,NA,NA
