,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 1,04 B","R$ 355,72 M","- R$ 1,54 B","- R$ 168,08 M","- R$ 1,37 B","- R$ 1,79 B","- R$ 2,81",61
1,31/03/2024,"R$ 1,08 B","R$ 419,21 M","- R$ 54,65 M","- R$ 166,47 M","R$ 111,81 M","- R$ 305,30 M","- R$ 0,48",61
2,31/12/2023,"R$ 1,07 B","R$ 455,22 M","- R$ 18,72 M","- R$ 162,48 M","R$ 143,76 M","- R$ 294,87 M","- R$ 0,46",61
3,30/09/2023,"R$ 1,07 B","R$ 462,51 M","- R$ 34,87 M","- R$ 167,40 M","R$ 132,53 M","- R$ 256,18 M","- R$ 0,66",61
4,30/06/2023,"R$ 990,35 M","R$ 425,72 M","- R$ 64,52 M","- R$ 158,59 M","R$ 94,06 M","- R$ 276,64 M","- R$ 0,71",61
5,31/03/2023,"R$ 910,95 M","R$ 388,05 M","- R$ 78,98 M","- R$ 148,38 M","R$ 69,41 M","- R$ 285,26 M","- R$ 0,78",61
6,31/12/2022,"R$ 891,30 M","R$ 378,88 M","- R$ 84,38 M","- R$ 141,20 M","R$ 56,82 M","- R$ 264,94 M","- R$ 0,72",61
7,30/09/2022,"R$ 794,97 M","R$ 343,69 M","- R$ 68,86 M","- R$ 112,05 M","R$ 43,19 M","- R$ 217,93 M","- R$ 0,77",61
8,30/06/2022,"R$ 685,52 M","R$ 308,20 M","- R$ 60,64 M","- R$ 90,84 M","R$ 30,19 M","- R$ 148,87 M","- R$ 0,53",61
9,31/03/2022,"R$ 544,31 M","R$ 253,07 M","- R$ 59,29 M","- R$ 68,92 M","R$ 9,64 M","- R$ 102,54 M","- R$ 0,36",61
10,31/12/2021,"R$ 422,56 M","R$ 205,01 M","- R$ 28,32 M","- R$ 45,29 M","R$ 16,96 M","- R$ 39,07 M","- R$ 0,14",61
11,30/09/2021,"R$ 321,91 M","R$ 156,30 M","- R$ 14,52 M","- R$ 32,87 M","R$ 18,35 M","- R$ 9,83 M","- R$ 0,04",61
12,30/06/2021,"R$ 278,68 M","R$ 134,08 M","- R$ 4,40 M","- R$ 25,01 M","R$ 20,61 M","- R$ 6,28 M","- R$ 0,03",61
13,31/03/2021,"R$ 265,55 M","R$ 130,05 M","R$ 13,80 M","- R$ 18,94 M","R$ 32,73 M","R$ 5,21 M","R$ 0,03",61
14,31/12/2020,"R$ 235,93 M","R$ 117,40 M","R$ 5,82 M","- R$ 13,90 M","R$ 19,72 M","- R$ 6,53 M","- R$ 0,03",61
