,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"- R$ 27,19 M","- R$ 27,35 M","- R$ 48,95 M","- R$ 97,86 M",61
1,31/03/2024,"- R$ 124,64 M","R$ 516,00 mil","- R$ 102,08 M","- R$ 226,20 M",61
2,31/12/2023,"R$ 130,37 M","- R$ 69,21 M","R$ 178,03 M","R$ 239,19 M",61
3,30/09/2023,"R$ 97,22 M","- R$ 36,95 M","- R$ 93,07 M","- R$ 32,79 M",61
4,30/06/2023,"R$ 134,40 M","- R$ 28,87 M","- R$ 151,05 M","- R$ 45,52 M",61
5,31/03/2023,"- R$ 80,23 M","- R$ 32,09 M","R$ 86,70 M","- R$ 25,63 M",61
6,31/12/2022,"R$ 134,11 M","- R$ 84,26 M","R$ 20,87 M","R$ 70,71 M",61
7,30/09/2022,"R$ 55,10 M","- R$ 100,37 M","R$ 164,30 M","R$ 119,03 M",61
8,30/06/2022,"R$ 29,68 M","- R$ 68,89 M","R$ 62,00 M","R$ 22,79 M",61
9,31/03/2022,"- R$ 2,90 M","R$ 25,80 M","R$ 41,56 M","R$ 64,46 M",61
10,31/12/2021,"- R$ 25,55 M","- R$ 745,89 M","R$ 135,12 M","- R$ 636,32 M",61
11,30/09/2021,"- R$ 88,93 M","- R$ 174,17 M","R$ 792,38 M","R$ 529,28 M",61
12,30/06/2021,"- R$ 55,41 M","- R$ 23,76 M","R$ 796,62 M","R$ 717,45 M",61
13,31/03/2021,"- R$ 5,43 M","- R$ 25,57 M","R$ 3,55 M","- R$ 27,45 M",61
14,31/12/2020,,,,,61
