,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,NA,NA,NA,NA,NA,NA,"38,55%","14,29%","26,30%","37,49%",NA,"2,03","1,03","1,30"
1,31/03/2024,NA,NA,NA,NA,NA,NA,"37,67%","13,53%","24,92%","36,01%",NA,"2,12","1,12","1,73"
2,31/12/2023,NA,NA,NA,NA,NA,NA,"37,23%","13,78%","24,82%","35,73%",NA,"2,06","1,06","2,05"
3,30/09/2023,NA,NA,NA,NA,NA,NA,"37,12%","14,62%","24,15%","33,72%",NA,"2,00","1,00","1,78"
4,30/06/2023,"25,19%","7,70%","38,17%","11,67%","12,23%","5,96%","34,52%","13,52%","21,29%","32,18%","0,44","2,00","1,00","2,27"
5,31/03/2023,"24,41%","7,52%","36,99%","11,39%","11,17%","5,35%","34,94%","12,64%","21,43%","32,43%","0,42","2,03","1,03","2,35"
6,31/12/2022,"24,18%","7,31%","36,63%","11,08%","12,52%","5,87%","34,93%","14,15%","21,06%","32,17%","0,41","2,09","1,09","2,41"
7,30/09/2022,"23,93%","7,31%","36,26%","11,08%","12,43%","5,74%","34,96%","14,38%","20,93%","32,23%","0,40","2,05","1,05","2,49"
8,30/06/2022,"22,00%","6,79%","33,33%","10,28%","10,13%","4,78%","34,47%","11,96%","20,35%","31,88%","0,40","2,05","1,05","2,63"
9,31/03/2022,"22,02%","6,90%","33,37%","10,46%","11,96%","5,47%","34,63%","14,15%","20,96%","32,65%","0,39","2,09","1,09","2,67"
10,31/12/2021,"21,21%","6,82%","32,14%","10,33%","10,12%","4,57%","34,33%","11,83%","21,02%","32,58%","0,39","2,13","1,13","2,68"
11,30/09/2021,"26,35%","8,11%","39,92%","12,29%","11,85%","5,38%","35,62%","13,31%","23,52%","34,84%","0,40","2,17","1,17","2,31"
12,30/06/2021,"32,38%","8,28%","49,07%","12,54%","11,86%","5,18%","35,20%","13,57%","23,13%","34,69%","0,38","2,12","1,12","2,52"
13,31/03/2021,"34,46%","9,13%","52,21%","13,84%","10,14%","4,53%","35,95%","11,55%","24,93%","36,29%","0,39","2,19","1,19","2,41"
14,31/12/2020,"35,78%","9,09%","54,22%","13,77%","4,50%","2,10%","37,18%","5,47%","25,24%","36,69%","0,38","2,21","1,21","2,58"
