,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 8,02 B","- R$ 6,51 B","- R$ 568,54 M","R$ 941,95 M"
1,31/03/2024,"R$ 6,25 B","- R$ 7,19 B","R$ 1,09 B","R$ 151,91 M"
2,31/12/2023,"R$ 4,85 B","- R$ 4,91 B","- R$ 977,84 M","- R$ 1,03 B"
3,30/09/2023,"R$ 5,48 B","- R$ 4,13 B","- R$ 1,85 B","- R$ 502,60 M"
4,30/06/2023,"R$ 3,72 B","- R$ 2,52 B","- R$ 508,67 M","R$ 683,60 M"
5,31/03/2023,"R$ 3,75 B","- R$ 2,36 B","- R$ 1,04 B","R$ 344,96 M"
6,31/12/2022,"R$ 3,97 B","- R$ 2,88 B","R$ 60,31 M","R$ 1,15 B"
7,30/09/2022,"R$ 3,24 B","- R$ 3,58 B","- R$ 272,70 M","- R$ 613,27 M"
8,30/06/2022,"R$ 3,70 B","- R$ 2,99 B","- R$ 316,97 M","R$ 393,64 M"
9,31/03/2022,"R$ 3,49 B","- R$ 3,89 B","R$ 28,75 M","- R$ 372,99 M"
10,31/12/2021,"R$ 3,91 B","- R$ 2,66 B","- R$ 929,02 M","R$ 321,53 M"
11,30/09/2021,"R$ 4,34 B","- R$ 3,39 B","R$ 1,34 B","R$ 2,29 B"
12,30/06/2021,"R$ 4,08 B","- R$ 6,24 B","- R$ 956,51 M","- R$ 3,12 B"
13,31/03/2021,"R$ 4,83 B","- R$ 6,24 B","- R$ 49,85 M","- R$ 1,46 B"
14,31/12/2020,"R$ 4,98 B","- R$ 6,77 B","- R$ 66,35 M","- R$ 1,86 B"
15,30/09/2020,"R$ 5,06 B","- R$ 5,38 B","- R$ 2,20 B","- R$ 2,52 B"
16,30/06/2020,"R$ 5,24 B","- R$ 3,62 B","- R$ 910,37 M","R$ 702,51 M"
17,31/03/2020,"R$ 4,80 B","- R$ 3,44 B","- R$ 1,24 B","R$ 118,28 M"
18,31/12/2019,"R$ 4,20 B","- R$ 3,27 B","- R$ 1,71 B","- R$ 775,98 M"
19,30/09/2019,"R$ 3,78 B","- R$ 2,88 B","- R$ 1,89 B","- R$ 985,85 M"
20,30/06/2019,"R$ 3,72 B","- R$ 2,31 B","- R$ 1,58 B","- R$ 168,84 M"
21,31/03/2019,"R$ 3,77 B","- R$ 2,19 B","- R$ 2,34 B","- R$ 758,78 M"
22,31/12/2018,"R$ 3,84 B","- R$ 2,19 B","- R$ 907,49 M","R$ 746,14 M"
23,30/09/2018,"R$ 4,05 B","- R$ 2,12 B","- R$ 409,93 M","R$ 1,52 B"
24,30/06/2018,"R$ 3,77 B","- R$ 2,09 B","- R$ 218,11 M","R$ 1,47 B"
25,31/03/2018,"R$ 3,20 B","- R$ 1,67 B","- R$ 549,55 M","R$ 980,04 M"
