,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 10,31 B","R$ 2,62 B","R$ 1,75 B","- R$ 920,11 M","R$ 2,67 B","R$ 49,30 M","R$ 0,06",90
1,31/03/2024,"R$ 9,15 B","R$ 2,47 B","R$ 1,58 B","- R$ 813,58 M","R$ 2,39 B","- R$ 13,05 M","- R$ 0,01",90
2,31/12/2023,"R$ 8,52 B","R$ 1,64 B","R$ 591,60 M","- R$ 1,06 B","R$ 1,65 B","- R$ 377,22 M","- R$ 0,45",90
3,30/09/2023,"R$ 8,32 B","R$ 2,22 B","R$ 1,37 B","- R$ 717,08 M","R$ 2,08 B","- R$ 136,52 M","- R$ 0,16",90
4,30/06/2023,"R$ 7,56 B","R$ 2,15 B","R$ 1,59 B","- R$ 679,39 M","R$ 2,27 B","R$ 12,33 M","R$ 0,01",90
5,31/03/2023,"R$ 7,44 B","R$ 2,13 B","R$ 1,32 B","- R$ 646,76 M","R$ 1,96 B","R$ 6,19 M","R$ 0,01",90
6,31/12/2022,"R$ 7,43 B","R$ 2,14 B","R$ 1,27 B","- R$ 582,51 M","R$ 1,85 B","R$ 169,93 M","R$ 0,20",90
7,30/09/2022,"R$ 6,90 B","R$ 2,07 B","R$ 1,43 B","- R$ 510,07 M","R$ 1,94 B","R$ 18,50 M","R$ 0,02",90
8,30/06/2022,"R$ 5,46 B","R$ 1,80 B","R$ 1,29 B","- R$ 416,21 M","R$ 1,70 B","R$ 101,98 M","R$ 0,00",90
9,31/03/2022,"R$ 4,59 B","R$ 1,58 B","R$ 1,14 B","- R$ 377,49 M","R$ 1,51 B","R$ 191,68 M","R$ 0,23",90
10,31/12/2021,"R$ 4,14 B","R$ 1,42 B","R$ 1,00 B","- R$ 324,79 M","R$ 1,33 B","R$ 215,00 M","R$ 0,26",90
11,30/09/2021,"R$ 3,96 B","R$ 1,26 B","R$ 889,68 M","- R$ 275,84 M","R$ 1,17 B","R$ 245,76 M","R$ 0,30",90
12,30/06/2021,"R$ 3,15 B","R$ 976,76 M","R$ 723,58 M","- R$ 241,43 M","R$ 965,01 M","R$ 267,25 M","R$ 0,32",90
13,31/03/2021,"R$ 2,62 B","R$ 827,68 M","R$ 516,65 M","- R$ 217,05 M","R$ 733,70 M","R$ 94,24 M","R$ 0,46",90
14,31/12/2020,"R$ 2,65 B","R$ 570,46 M","R$ 493,89 M","- R$ 274,11 M","R$ 768,00 M","R$ 163,61 M","R$ 0,79",90
15,30/09/2020,"R$ 2,60 B","R$ 540,19 M","R$ 297,26 M","- R$ 290,05 M","R$ 615,73 M","R$ 73,17 M","R$ 0,36",90
16,30/06/2020,"R$ 2,18 B","R$ 376,52 M","R$ 187,16 M","- R$ 272,01 M","R$ 455,81 M","R$ 44,56 M","R$ 0,41",90
17,31/03/2020,"R$ 2,34 B","R$ 496,03 M","R$ 26,61 M","- R$ 275,78 M","R$ 302,40 M","- R$ 50,69 M","- R$ 0,47",90
18,31/12/2019,,,,,,,,90
