,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 1,64 B","R$ 512,17 M","R$ 363,62 M","- R$ 447,99 M","R$ 811,61 M","R$ 106,32 M","R$ 0,31"
1,31/03/2024,"R$ 2,42 B","R$ 342,52 M","R$ 1,06 B","- R$ 973,77 M","R$ 2,03 B","R$ 627,28 M","R$ 1,81"
2,31/12/2023,"R$ 1,59 B","R$ 339,95 M","R$ 233,66 M","- R$ 542,13 M","R$ 775,79 M","R$ 210,64 M","R$ 0,59"
3,30/09/2023,"R$ 1,53 B","R$ 481,99 M","R$ 857,84 M","- R$ 415,24 M","R$ 1,27 B","R$ 418,09 M","R$ 1,18"
4,30/06/2023,"R$ 1,34 B","R$ 510,99 M","R$ 380,49 M","- R$ 417,30 M","R$ 797,79 M","R$ 220,27 M","R$ 0,62"
5,31/03/2023,"R$ 1,81 B","R$ 457,19 M","R$ 318,23 M","- R$ 654,06 M","R$ 972,28 M","R$ 151,88 M","R$ 0,43"
6,31/12/2022,"R$ 1,53 B","R$ 466,11 M","R$ 803,42 M","- R$ 519,05 M","R$ 1,32 B","R$ 429,69 M","R$ 1,21"
7,30/09/2022,"R$ 1,58 B","R$ 533,55 M","R$ 439,09 M","- R$ 438,55 M","R$ 877,63 M","R$ 212,60 M","R$ 0,60"
8,30/06/2022,"R$ 1,70 B","R$ 581,06 M","R$ 515,82 M","- R$ 512,92 M","R$ 1,03 B","R$ 221,58 M","R$ 0,63"
9,31/03/2022,"R$ 1,48 B","R$ 597,30 M","R$ 459,06 M","- R$ 497,03 M","R$ 956,09 M","R$ 225,43 M","R$ 0,64"
10,31/12/2021,"R$ 1,53 B","R$ 703,06 M","R$ 1,04 B","- R$ 407,72 M","R$ 1,44 B","R$ 696,94 M","R$ 1,97"
11,30/09/2021,"R$ 1,42 B","R$ 628,78 M","R$ 544,77 M","- R$ 355,53 M","R$ 900,30 M","R$ 368,41 M","R$ 1,04"
12,30/06/2021,"R$ 1,29 B","R$ 491,13 M","R$ 372,17 M","- R$ 365,98 M","R$ 738,15 M","R$ 190,09 M","R$ 0,54"
13,31/03/2021,"R$ 1,15 B","R$ 441,43 M","R$ 330,08 M","- R$ 351,95 M","R$ 682,03 M","R$ 207,36 M","R$ 0,59"
14,31/12/2020,"R$ 1,21 B","R$ 461,93 M","R$ 375,49 M","- R$ 367,20 M","R$ 742,69 M","R$ 272,16 M","R$ 0,77"
15,30/09/2020,"R$ 919,73 M","R$ 331,10 M","R$ 623,79 M","- R$ 305,01 M","R$ 928,80 M","R$ 331,89 M","R$ 0,94"
16,30/06/2020,"R$ 1,02 B","R$ 319,79 M","R$ 221,56 M","- R$ 362,12 M","R$ 583,68 M","R$ 115,71 M","R$ 0,33"
17,31/03/2020,"R$ 1,15 B","R$ 383,80 M","R$ 293,44 M","- R$ 377,11 M","R$ 670,55 M","R$ 142,65 M","R$ 0,40"
18,31/12/2019,"R$ 1,03 B","R$ 365,71 M","R$ 618,59 M","- R$ 330,86 M","R$ 949,45 M","R$ 342,92 M","R$ 0,97"
19,30/09/2019,"R$ 766,67 M","R$ 228,66 M","R$ 141,40 M","- R$ 263,30 M","R$ 404,70 M","R$ 61,98 M","R$ 0,18"
20,30/06/2019,"R$ 751,73 M","R$ 198,70 M","R$ 132,40 M","- R$ 278,65 M","R$ 411,05 M","R$ 91,46 M","R$ 0,26"
21,31/03/2019,"R$ 1,12 B","R$ 207,24 M","R$ 235,22 M","- R$ 1,04 B","R$ 1,27 B","R$ 85,61 M","R$ 0,24"
22,31/12/2018,"R$ 840,78 M","R$ 220,96 M","R$ 153,86 M","R$ 389,32 M","- R$ 235,46 M","R$ 65,93 M","R$ 0,18"
23,30/09/2018,"R$ 638,71 M","R$ 186,19 M","R$ 116,54 M","- R$ 189,74 M","R$ 306,27 M","R$ 58,55 M","R$ 0,16"
24,30/06/2018,"R$ 757,18 M","R$ 257,03 M","R$ 192,40 M","- R$ 199,59 M","R$ 391,99 M","R$ 103,96 M","R$ 0,29"
25,31/03/2018,"R$ 1,11 B","R$ 314,87 M","R$ 239,48 M","- R$ 289,35 M","R$ 528,83 M","R$ 153,34 M","R$ 0,42"
26,31/12/2017,"R$ 895,07 M","R$ 345,12 M","R$ 269,38 M","- R$ 219,62 M","R$ 489,00 M","R$ 168,48 M","R$ 0,46"
27,30/09/2017,"R$ 614,03 M","R$ 163,98 M","R$ 90,63 M","- R$ 184,56 M","R$ 275,19 M","R$ 53,02 M","R$ 0,15"
28,30/06/2017,"R$ 812,27 M","R$ 275,39 M","R$ 200,20 M","- R$ 202,06 M","R$ 402,25 M","R$ 116,87 M","R$ 0,32"
29,31/03/2017,"R$ 845,68 M","R$ 211,74 M","R$ 307,91 M","- R$ 203,09 M","R$ 510,99 M","R$ 119,44 M","R$ 0,33"
30,31/12/2016,"R$ 605,42 M","R$ 146,58 M","R$ 120,53 M","- R$ 151,64 M","R$ 272,17 M","R$ 55,84 M","R$ 0,16"
31,30/09/2016,"R$ 603,67 M","R$ 168,01 M","R$ 128,15 M","- R$ 145,71 M","R$ 273,86 M","R$ 68,91 M","R$ 0,61"
32,30/06/2016,"R$ 554,75 M","R$ 156,98 M","R$ 112,30 M","- R$ 131,44 M","R$ 243,73 M","R$ 39,67 M","R$ 0,35"
33,31/03/2016,"R$ 689,20 M","R$ 166,28 M","R$ 134,82 M","- R$ 167,30 M","R$ 302,13 M","R$ 68,96 M","R$ 0,61"
34,31/12/2015,"R$ 694,69 M","R$ 186,34 M","R$ 152,93 M","- R$ 165,52 M","R$ 318,45 M","R$ 76,02 M","R$ 0,67"
