,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 3,66 B","- R$ 3,43 B","- R$ 138,44 M","R$ 119,43 M"
1,31/03/2024,"R$ 3,76 B","- R$ 2,50 B","- R$ 1,33 B","- R$ 68,85 M"
2,31/12/2023,"R$ 2,32 B","- R$ 1,11 B","- R$ 1,33 B","- R$ 128,56 M"
3,30/09/2023,"R$ 3,10 B","- R$ 1,84 B","- R$ 1,28 B","- R$ 18,69 M"
4,30/06/2023,"R$ 2,88 B","- R$ 1,81 B","- R$ 1,16 B","- R$ 89,07 M"
5,31/03/2023,"R$ 2,99 B","- R$ 2,26 B","- R$ 572,18 M","R$ 158,51 M"
6,31/12/2022,"R$ 2,83 B","- R$ 3,62 B","R$ 721,94 M","- R$ 70,79 M"
7,30/09/2022,"R$ 2,99 B","- R$ 3,10 B","- R$ 3,39 M","- R$ 116,24 M"
8,30/06/2022,"R$ 3,39 B","- R$ 3,83 B","R$ 573,81 M","R$ 130,08 M"
9,31/03/2022,"R$ 3,45 B","- R$ 4,19 B","R$ 573,95 M","- R$ 173,45 M"
10,31/12/2021,"R$ 3,18 B","- R$ 2,20 B","- R$ 887,83 M","R$ 85,95 M"
11,30/09/2021,"R$ 2,35 B","- R$ 1,31 B","- R$ 915,50 M","R$ 125,48 M"
12,30/06/2021,"R$ 2,62 B","- R$ 1,57 B","- R$ 1,24 B","- R$ 191,85 M"
13,31/03/2021,"R$ 2,27 B","- R$ 690,09 M","- R$ 1,39 B","R$ 196,28 M"
14,31/12/2020,"R$ 2,53 B","- R$ 1,18 B","- R$ 1,12 B","R$ 219,61 M"
15,30/09/2020,"R$ 2,62 B","- R$ 1,71 B","- R$ 844,20 M","R$ 72,71 M"
16,30/06/2020,"R$ 2,09 B","- R$ 638,98 M","- R$ 1,29 B","R$ 160,44 M"
17,31/03/2020,"R$ 1,96 B","- R$ 1,29 B","- R$ 774,44 M","- R$ 105,54 M"
18,31/12/2019,"R$ 1,93 B","- R$ 1,60 B","- R$ 473,29 M","- R$ 134,52 M"
