,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 2,00 B","R$ 725,25 M","R$ 312,52 M","- R$ 322,54 M","R$ 635,06 M","R$ 97,03 M","R$ 0,12",107
1,31/03/2024,"R$ 1,94 B","R$ 550,33 M","R$ 149,47 M","- R$ 300,30 M","R$ 449,77 M","- R$ 39,47 M","- R$ 0,05",107
2,31/12/2023,"R$ 1,95 B","R$ 505,12 M","R$ 239,23 M","- R$ 370,54 M","R$ 609,77 M","R$ 186,91 M","R$ 0,23",107
3,30/09/2023,"R$ 1,77 B","R$ 529,22 M","R$ 285,38 M","- R$ 245,63 M","R$ 531,01 M","R$ 297,38 M","R$ 0,36",107
4,30/06/2023,"R$ 1,95 B","R$ 678,11 M","R$ 365,72 M","- R$ 293,02 M","R$ 658,74 M","R$ 157,66 M","R$ 0,19",107
5,31/03/2023,"R$ 1,71 B","R$ 663,42 M","R$ 379,32 M","- R$ 256,38 M","R$ 635,70 M","R$ 147,65 M","R$ 0,18",107
6,31/12/2022,"R$ 1,98 B","R$ 614,08 M","R$ 333,03 M","- R$ 226,64 M","R$ 559,67 M","R$ 209,10 M","R$ 0,25",107
7,30/09/2022,"R$ 2,16 B","R$ 739,02 M","R$ 362,40 M","- R$ 209,80 M","R$ 572,20 M","R$ 154,07 M","R$ 0,20",107
8,30/06/2022,"R$ 2,21 B","R$ 775,74 M","R$ 344,40 M","- R$ 217,47 M","R$ 561,87 M","R$ 169,10 M","R$ 0,22",107
9,31/03/2022,"R$ 2,13 B","R$ 742,95 M","R$ 409,40 M","- R$ 191,53 M","R$ 600,93 M","R$ 223,59 M","R$ 0,29",107
10,31/12/2021,"R$ 2,25 B","R$ 791,06 M","R$ 282,53 M","- R$ 178,79 M","R$ 461,32 M","R$ 580,97 M","R$ 0,76",107
11,30/09/2021,"R$ 2,18 B","R$ 751,86 M","R$ 412,04 M","- R$ 180,43 M","R$ 592,47 M","R$ 255,27 M","R$ 0,37",107
12,30/06/2021,"R$ 1,97 B","R$ 720,49 M","R$ 907,67 M","- R$ 177,62 M","R$ 1,09 B","R$ 716,55 M","R$ 1,04",107
13,31/03/2021,"R$ 1,77 B","R$ 606,44 M","R$ 289,16 M","- R$ 175,45 M","R$ 464,61 M","R$ 172,63 M","R$ 0,25",107
14,31/12/2020,"R$ 1,89 B","R$ 617,84 M","R$ 310,65 M","- R$ 177,30 M","R$ 487,95 M","R$ 301,57 M","R$ 0,44",107
15,30/09/2020,"R$ 1,78 B","R$ 577,30 M","R$ 227,25 M","- R$ 163,84 M","R$ 391,09 M","R$ 123,89 M","R$ 0,18",107
16,30/06/2020,"R$ 1,05 B","R$ 268,46 M","R$ 8,33 M","- R$ 138,68 M","R$ 147,01 M","- R$ 23,59 M","- R$ 0,03",107
17,31/03/2020,"R$ 1,16 B","R$ 388,23 M","R$ 125,65 M","- R$ 140,69 M","R$ 266,34 M","R$ 51,95 M","R$ 0,08",107
18,31/12/2019,"R$ 1,49 B","R$ 315,50 M","R$ 349,59 M","- R$ 247,22 M","R$ 596,81 M","R$ 284,70 M","R$ 0,41",107
19,30/09/2019,"R$ 1,31 B","R$ 349,52 M","R$ 93,09 M","- R$ 153,59 M","R$ 246,68 M","R$ 27,67 M","R$ 0,04",107
20,30/06/2019,"R$ 1,14 B","R$ 347,66 M","R$ 133,80 M","- R$ 153,12 M","R$ 286,92 M","R$ 69,34 M","R$ 0,10",107
21,31/03/2019,"R$ 1,07 B","R$ 281,46 M","R$ 62,96 M","- R$ 165,82 M","R$ 228,78 M","R$ 23,85 M","R$ 0,03",107
