,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 7,50 M","R$ 12,36 M","- R$ 14,02 M","R$ 5,76 M"
1,31/03/2024,"R$ 17,37 M","- R$ 9,45 M","- R$ 2,37 M","R$ 6,09 M"
2,31/12/2023,"- R$ 13,49 M","- R$ 39,31 M","R$ 47,99 M","- R$ 3,81 M"
3,30/09/2023,"R$ 11,13 M","- R$ 4,76 M","- R$ 2,22 M","R$ 3,81 M"
4,30/06/2023,"R$ 5,07 M","- R$ 7,24 M","- R$ 11,83 M","- R$ 14,46 M"
5,31/03/2023,"R$ 37,58 M","- R$ 19,41 M","- R$ 1,55 M","R$ 17,04 M"
6,31/12/2022,"- R$ 1,65 M","R$ 13,57 M","- R$ 2,92 M","R$ 8,96 M"
7,30/09/2022,"- R$ 2,33 M","- R$ 3,31 M","- R$ 1,19 M","- R$ 6,64 M"
8,30/06/2022,"- R$ 5,42 M","- R$ 4,97 M","- R$ 7,52 M","- R$ 17,62 M"
9,31/03/2022,"R$ 15,47 M","- R$ 35,52 M","- R$ 1,19 M","- R$ 21,43 M"
10,31/12/2021,"R$ 7,31 M","- R$ 19,27 M","- R$ 1,19 M","- R$ 12,74 M"
11,30/09/2021,"R$ 31,22 M","- R$ 12,29 M","- R$ 1,19 M","R$ 17,37 M"
12,30/06/2021,"R$ 675,00 mil","- R$ 9,11 M","- R$ 13,28 M","- R$ 21,92 M"
13,31/03/2021,"R$ 31,97 M","- R$ 19,12 M","R$ 17,00 M","R$ 29,96 M"
14,31/12/2020,"R$ 10,39 M","R$ 11,23 M","- R$ 16,48 M","R$ 5,02 M"
15,30/09/2020,"R$ 22,74 M","- R$ 7,10 M","R$ 0,00","R$ 15,71 M"
16,30/06/2020,"- R$ 4,10 M","R$ 2,49 M","R$ 0,00","- R$ 1,56 M"
17,31/03/2020,"- R$ 436,00 mil","R$ 7,28 M","- R$ 24,27 M","- R$ 17,15 M"
18,31/12/2019,"R$ 2,23 M","- R$ 2,46 M","R$ 0,00","- R$ 248,00 mil"
19,30/09/2019,"R$ 15,62 M","- R$ 11,02 M","R$ 0,00","R$ 4,68 M"
20,30/06/2019,"R$ 2,99 M","R$ 2,47 M","R$ 0,00","R$ 5,46 M"
21,31/03/2019,"R$ 11,30 M","- R$ 4,42 M","R$ 0,00","R$ 6,88 M"
22,31/12/2018,"R$ 3,56 M","- R$ 648,00 mil","R$ 0,00","R$ 2,91 M"
23,30/09/2018,"R$ 3,72 M","- R$ 13,85 M","R$ 0,00","- R$ 10,13 M"
24,30/06/2018,"R$ 4,53 M","- R$ 2,11 M","R$ 0,00","R$ 2,42 M"
25,31/03/2018,"R$ 5,73 M","- R$ 1,63 M","R$ 0,00","R$ 4,11 M"
26,31/12/2017,"- R$ 5,25 M","R$ 1,75 M","R$ 0,00","- R$ 3,49 M"
27,30/09/2017,"R$ 12,47 M","- R$ 5,17 M","R$ 0,00","R$ 7,30 M"
28,30/06/2017,"- R$ 6,76 M","R$ 10,32 M","R$ 0,00","R$ 3,57 M"
29,31/03/2017,"R$ 3,01 M","- R$ 8,75 M","R$ 0,00","- R$ 5,74 M"
30,31/12/2016,"- R$ 8,69 M","- R$ 1,21 M","R$ 0,00","- R$ 9,90 M"
31,30/09/2016,"R$ 530,00 mil","- R$ 5,24 M","R$ 0,00","- R$ 4,71 M"
32,30/06/2016,"R$ 241,00 mil","- R$ 1,23 M","- R$ 6,77 M","- R$ 7,77 M"
33,31/03/2016,"R$ 18,07 M","- R$ 1,06 M","R$ 0,00","R$ 17,00 M"
34,31/12/2015,"R$ 1,04 M","- R$ 1,28 M","R$ 0,00","- R$ 238,00 mil"
35,30/09/2015,"R$ 8,28 M","- R$ 1,40 M","R$ 0,00","R$ 6,88 M"
36,30/06/2015,"- R$ 2,71 M","- R$ 1,45 M","- R$ 9,07 M","- R$ 13,23 M"
37,31/03/2015,"R$ 16,38 M","- R$ 4,48 M","R$ 0,00","R$ 11,91 M"
38,31/12/2014,"R$ 418,00 mil","- R$ 1,83 M","R$ 0,00","- R$ 1,41 M"
39,30/09/2014,"R$ 13,79 M","- R$ 855,00 mil","R$ 0,00","R$ 12,94 M"
40,30/06/2014,"R$ 4,26 M","- R$ 2,71 M","- R$ 6,17 M","- R$ 4,62 M"
41,31/03/2014,"R$ 11,91 M","- R$ 2,28 M","- R$ 287,00 mil","R$ 9,34 M"
42,31/12/2013,"- R$ 5,84 M","- R$ 6,33 M","- R$ 294,00 mil","- R$ 12,46 M"
43,30/09/2013,"R$ 12,59 M","- R$ 2,23 M","- R$ 402,00 mil","R$ 9,96 M"
44,30/06/2013,"R$ 14,25 M","- R$ 1,54 M","- R$ 38,43 M","- R$ 25,72 M"
45,31/03/2013,"R$ 13,68 M","- R$ 2,23 M","- R$ 311,00 mil","R$ 11,14 M"
46,31/12/2012,"R$ 16,69 M","- R$ 5,60 M","- R$ 2,34 M","R$ 8,75 M"
47,30/09/2012,"R$ 20,82 M","- R$ 2,63 M","- R$ 131,76 M","- R$ 113,57 M"
48,30/06/2012,"R$ 9,55 M","- R$ 4,09 M","R$ 121,77 M","R$ 127,23 M"
49,31/03/2012,"- R$ 441,00 mil","- R$ 2,03 M","- R$ 3,36 M","- R$ 5,82 M"
50,31/12/2011,NA,NA,NA,NA
