,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 56,31 M","R$ 22,27 M","R$ 2,24 M","- R$ 2,74 M","R$ 4,98 M","R$ 3,23 M","R$ 0,05"
1,31/03/2024,"R$ 47,09 M","R$ 18,66 M","R$ 999,00 mil","- R$ 2,78 M","R$ 3,78 M","R$ 2,80 M","R$ 0,04"
2,31/12/2023,"R$ 58,87 M","R$ 21,79 M","R$ 777,00 mil","- R$ 2,66 M","R$ 3,44 M","R$ 6,51 M","R$ 0,10"
3,30/09/2023,"R$ 58,80 M","R$ 22,14 M","R$ 4,85 M","- R$ 2,22 M","R$ 7,07 M","R$ 3,92 M","R$ 0,06"
4,30/06/2023,"R$ 51,02 M","R$ 16,82 M","R$ 513,00 mil","- R$ 2,16 M","R$ 2,67 M","R$ 1,21 M","R$ 0,02"
5,31/03/2023,"R$ 48,71 M","R$ 16,31 M","R$ 2,11 M","- R$ 1,92 M","R$ 4,03 M","R$ 3,52 M","R$ 0,05"
6,31/12/2022,"R$ 62,97 M","R$ 21,71 M","R$ 1,45 M","- R$ 1,85 M","R$ 3,30 M","R$ 4,96 M","R$ 0,08"
7,30/09/2022,"R$ 65,84 M","R$ 23,92 M","R$ 7,05 M","- R$ 2,42 M","R$ 9,47 M","R$ 7,36 M","R$ 0,11"
8,30/06/2022,"R$ 58,14 M","R$ 19,06 M","R$ 4,61 M","- R$ 2,42 M","R$ 7,03 M","R$ 10,46 M","R$ 0,16"
9,31/03/2022,"R$ 58,73 M","R$ 19,28 M","R$ 12,97 M","- R$ 2,57 M","R$ 15,54 M","R$ 10,17 M","R$ 0,15"
10,31/12/2021,"R$ 69,51 M","R$ 25,29 M","R$ 7,69 M","- R$ 2,50 M","R$ 10,19 M","R$ 9,64 M","R$ 0,15"
11,30/09/2021,"R$ 60,62 M","R$ 22,19 M","R$ 10,22 M","- R$ 2,30 M","R$ 12,52 M","R$ 7,27 M","R$ 0,11"
12,30/06/2021,"R$ 48,22 M","R$ 17,52 M","R$ 6,41 M","- R$ 2,33 M","R$ 8,74 M","R$ 5,29 M","R$ 0,08"
13,31/03/2021,"R$ 42,29 M","R$ 15,10 M","R$ 5,84 M","- R$ 2,30 M","R$ 8,14 M","R$ 3,74 M","R$ 0,06"
14,31/12/2020,"R$ 52,93 M","R$ 22,85 M","R$ 10,20 M","- R$ 2,31 M","R$ 12,51 M","R$ 9,52 M","R$ 0,14"
15,30/09/2020,"R$ 40,97 M","R$ 15,62 M","R$ 7,43 M","- R$ 2,17 M","R$ 9,60 M","R$ 5,15 M","R$ 0,08"
16,30/06/2020,"R$ 29,23 M","R$ 10,46 M","R$ 539,00 mil","- R$ 2,20 M","R$ 2,74 M","R$ 270,00 mil","R$ 0,00"
17,31/03/2020,"R$ 27,32 M","R$ 9,75 M","- R$ 597,00 mil","- R$ 2,20 M","R$ 1,60 M","- R$ 108,00 mil","- R$ 0,00"
18,31/12/2019,"R$ 44,54 M","R$ 18,56 M","R$ 6,64 M","- R$ 2,20 M","R$ 8,85 M","R$ 6,57 M","R$ 0,10"
19,30/09/2019,"R$ 38,44 M","R$ 15,08 M","R$ 5,26 M","- R$ 2,19 M","R$ 7,44 M","R$ 4,39 M","R$ 0,07"
20,30/06/2019,"R$ 35,47 M","R$ 14,29 M","R$ 4,83 M","- R$ 2,19 M","R$ 7,02 M","R$ 4,05 M","R$ 0,06"
21,31/03/2019,"R$ 30,90 M","R$ 11,54 M","R$ 3,26 M","- R$ 2,17 M","R$ 5,43 M","R$ 2,97 M","R$ 0,04"
22,31/12/2018,"R$ 41,80 M","R$ 16,46 M","R$ 1,39 M","- R$ 2,18 M","R$ 3,57 M","R$ 1,81 M","R$ 0,03"
23,30/09/2018,"R$ 41,87 M","R$ 16,63 M","R$ 2,55 M","- R$ 2,10 M","R$ 4,65 M","R$ 1,94 M","R$ 0,03"
24,30/06/2018,"R$ 35,35 M","R$ 13,11 M","- R$ 1,29 M","- R$ 2,11 M","R$ 820,00 mil","R$ 14,00 mil","R$ 0,00"
25,31/03/2018,"R$ 30,29 M","R$ 11,95 M","- R$ 1,25 M","- R$ 2,70 M","R$ 1,44 M","- R$ 368,00 mil","- R$ 0,01"
26,31/12/2017,"R$ 42,05 M","R$ 17,57 M","- R$ 6,45 M","- R$ 2,64 M","- R$ 3,80 M","- R$ 4,60 M","- R$ 0,07"
27,30/09/2017,"R$ 41,16 M","R$ 17,68 M","- R$ 529,00 mil","- R$ 2,61 M","R$ 2,08 M","R$ 230,00 mil","R$ 0,00"
28,30/06/2017,"R$ 37,01 M","R$ 15,12 M","- R$ 7,42 M","- R$ 2,59 M","- R$ 4,83 M","- R$ 3,14 M","- R$ 0,05"
29,31/03/2017,"R$ 37,72 M","R$ 16,65 M","- R$ 206,00 mil","- R$ 2,65 M","R$ 2,44 M","R$ 1,15 M","R$ 0,02"
30,31/12/2016,"R$ 46,26 M","R$ 19,43 M","- R$ 25,93 M","- R$ 2,66 M","- R$ 23,27 M","- R$ 24,12 M","- R$ 0,36"
31,30/09/2016,"R$ 46,79 M","R$ 19,73 M","- R$ 6,02 M","- R$ 2,78 M","- R$ 3,24 M","- R$ 4,29 M","- R$ 0,06"
32,30/06/2016,"R$ 47,15 M","R$ 20,66 M","- R$ 744,00 mil","- R$ 2,78 M","R$ 2,04 M","R$ 543,00 mil","R$ 0,01"
33,31/03/2016,"R$ 44,86 M","R$ 19,99 M","R$ 1,92 M","- R$ 2,73 M","R$ 4,65 M","R$ 3,61 M","R$ 0,05"
34,31/12/2015,"R$ 56,94 M","R$ 26,20 M","- R$ 1,72 M","- R$ 2,70 M","R$ 977,00 mil","R$ 1,17 M","R$ 0,02"
35,30/09/2015,"R$ 55,77 M","R$ 25,94 M","R$ 1,08 M","- R$ 2,69 M","R$ 3,78 M","R$ 2,89 M","R$ 0,04"
