,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 7,70 M","R$ 28,49 M","- R$ 10,03 M","R$ 26,16 M",218
1,31/03/2024,"R$ 28,21 M","- R$ 156,73 M","- R$ 73,97 M","- R$ 202,49 M",218
2,31/12/2023,"R$ 80,64 M","- R$ 117,88 M","- R$ 3,23 M","- R$ 40,47 M",218
3,30/09/2023,"R$ 18,75 M","R$ 236,07 M","- R$ 282,10 M","- R$ 27,29 M",218
4,30/06/2023,"- R$ 17,06 M","R$ 90,70 M","R$ 227,96 M","R$ 301,60 M",218
5,31/03/2023,"R$ 74,91 M","R$ 57,54 M","- R$ 267,51 M","- R$ 135,06 M",218
6,31/12/2022,"R$ 51,19 M","R$ 93,96 M","- R$ 119,61 M","R$ 25,53 M",218
7,30/09/2022,"R$ 57,98 M","- R$ 68,32 M","R$ 199,37 M","R$ 189,03 M",218
8,30/06/2022,"R$ 13,71 M","- R$ 207,45 M","R$ 259,82 M","R$ 66,07 M",218
9,31/03/2022,"R$ 5,89 M","- R$ 60,16 M","- R$ 136,20 M","- R$ 190,47 M",218
10,31/12/2021,"R$ 45,26 M","- R$ 95,65 M","- R$ 106,23 M","- R$ 156,62 M",218
11,30/09/2021,"R$ 16,23 M","- R$ 386,57 M","R$ 378,73 M","R$ 8,39 M",218
12,30/06/2021,"R$ 37,73 M","- R$ 30,37 M","- R$ 158,92 M","- R$ 151,56 M",218
13,31/03/2021,"R$ 25,65 M","- R$ 195,14 M","R$ 222,99 M","R$ 53,50 M",218
14,31/12/2020,"R$ 159,47 M","- R$ 62,47 M","- R$ 20,32 M","R$ 76,67 M",218
15,30/09/2020,"R$ 31,74 M","- R$ 129,31 M","- R$ 10,92 M","- R$ 108,49 M",218
16,30/06/2020,"R$ 16,75 M","R$ 50,34 M","- R$ 61,43 M","R$ 5,66 M",218
17,31/03/2020,"R$ 16,26 M","- R$ 1,85 M","- R$ 41,79 M","- R$ 27,37 M",218
18,31/12/2019,"R$ 17,92 M","- R$ 118,76 M","R$ 498,88 M","R$ 398,04 M",218
19,30/09/2019,"R$ 33,37 M","- R$ 3,64 M","R$ 20,40 M","R$ 50,13 M",218
20,30/06/2019,"R$ 16,29 M","R$ 13,46 M","- R$ 55,83 M","- R$ 26,09 M",218
21,31/03/2019,"R$ 18,82 M","- R$ 193,00 M","R$ 109,00 M","- R$ 65,18 M",218
22,31/12/2018,"R$ 24,16 M","- R$ 77,21 M","R$ 168,01 M","R$ 114,95 M",218
23,30/09/2018,"R$ 17,63 M","- R$ 37,80 M","- R$ 4,72 M","- R$ 24,89 M",218
24,30/06/2018,"R$ 16,42 M","- R$ 6,21 M","R$ 11,62 M","R$ 21,83 M",218
25,31/03/2018,"R$ 18,50 M","R$ 155,82 M","- R$ 138,54 M","R$ 35,78 M",218
26,31/12/2017,"R$ 20,65 M","- R$ 210,55 M","R$ 172,61 M","- R$ 17,29 M",218
27,30/09/2017,"R$ 23,69 M","- R$ 19,18 M","- R$ 11,80 M","- R$ 7,30 M",218
28,30/06/2017,"R$ 15,33 M","R$ 82,15 M","- R$ 63,25 M","R$ 34,23 M",218
29,31/03/2017,"R$ 22,97 M","- R$ 16,79 M","- R$ 53,51 M","- R$ 47,33 M",218
30,31/12/2016,"R$ 14,69 M","- R$ 118,90 M","R$ 129,65 M","R$ 25,45 M",218
31,30/09/2016,"R$ 18,05 M","- R$ 21,85 M","- R$ 42,29 M","- R$ 46,09 M",218
32,30/06/2016,"R$ 18,73 M","- R$ 17,74 M","R$ 37,81 M","R$ 38,80 M",218
33,31/03/2016,"R$ 20,46 M","- R$ 11,90 M","- R$ 273,00 mil","R$ 8,29 M",218
34,31/12/2015,"R$ 91,24 M","- R$ 11,44 M","- R$ 92,18 M","- R$ 12,38 M",218
35,30/09/2015,"R$ 48,20 M","- R$ 7,61 M","- R$ 38,47 M","R$ 2,12 M",218
36,30/06/2015,"R$ 37,26 M","- R$ 12,74 M","- R$ 43,40 M","- R$ 18,88 M",218
37,31/03/2015,"R$ 17,54 M","- R$ 14,56 M","- R$ 33,92 M","- R$ 30,93 M",218
38,31/12/2014,"R$ 13,36 M","- R$ 43,62 M","R$ 3,02 M","- R$ 27,25 M",218
39,30/09/2014,"R$ 12,63 M","- R$ 66,84 M","R$ 151,15 M","R$ 96,94 M",218
40,30/06/2014,"R$ 8,16 M","- R$ 74,87 M","- R$ 1,50 M","- R$ 68,21 M",218
41,31/03/2014,"R$ 9,57 M","- R$ 91,49 M","R$ 6,56 M","- R$ 75,35 M",218
42,31/12/2013,"R$ 24,78 M","- R$ 91,47 M","R$ 22,33 M","- R$ 44,37 M",218
43,30/09/2013,"R$ 13,93 M","- R$ 109,29 M","R$ 53,19 M","- R$ 42,16 M",218
44,30/06/2013,"R$ 12,69 M","- R$ 94,01 M","R$ 294,47 M","R$ 213,14 M",218
45,31/03/2013,"R$ 2,03 M","- R$ 88,94 M","R$ 87,40 M","R$ 494,00 mil",218
46,31/12/2012,,,,,218
