,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"11,00%","5,81%","16,67%","8,80%","-2,39%","-0,92%","38,06%","-2,04%","13,42%","22,16%","0,45","2,57","1,57","2,95"
1,30/06/2024,"11,27%","6,07%","17,08%","9,19%","-1,43%","-0,55%","38,44%","-1,22%","14,27%","22,86%","0,45","2,56","1,56","2,91"
2,31/03/2024,"9,99%","5,44%","15,13%","8,24%","-2,70%","-1,04%","37,80%","-2,37%","13,08%","21,94%","0,44","2,61","1,61","3,15"
3,31/12/2023,"10,22%","5,40%","15,48%","8,17%","-2,62%","-0,99%","36,95%","-2,30%","12,69%","21,41%","0,43","2,66","1,66","3,30"
4,30/09/2023,"10,82%","5,74%","16,40%","8,70%","-2,95%","-0,97%","37,76%","-2,03%","13,07%","21,43%","0,48","2,60","1,60","3,24"
5,30/06/2023,"10,59%","5,41%","16,05%","8,20%","-5,38%","-1,74%","37,60%","-3,90%","12,59%","20,62%","0,45","2,60","1,60","3,57"
6,31/03/2023,"9,04%","4,73%","13,70%","7,17%","-7,11%","-2,35%","36,08%","-5,47%","11,49%","19,67%","0,43","2,60","1,60","3,88"
7,31/12/2022,"9,32%","4,68%","14,13%","7,10%","-7,01%","-2,27%","36,40%","-5,54%","11,48%","20,14%","0,41","2,64","1,64","3,73"
8,30/09/2022,"13,37%","5,73%","20,25%","8,69%","-1,46%","-0,46%","33,23%","-1,23%","13,92%","23,22%","0,37","3,04","2,04","4,27"
9,30/06/2022,"16,09%","6,50%","24,37%","9,85%","2,41%","0,87%","27,62%","2,37%","16,15%","26,66%","0,37","3,10","2,10","4,15"
10,31/03/2022,"20,23%","15,43%","30,65%","23,38%","17,62%","6,96%","37,60%","15,18%","27,76%","37,14%","0,46","3,03","2,03","2,83"
11,31/12/2021,"30,48%","21,39%","46,18%","32,40%","53,99%","12,36%","40,70%","25,26%","31,99%","41,09%","0,49","3,09","2,09","2,55"
12,30/09/2021,"55,55%","34,28%","84,16%","51,95%","127,63%","19,81%","50,49%","36,43%","36,80%","46,00%","0,54","3,17","2,17","1,79"
13,30/06/2021,"81,88%","43,52%","124,05%","65,94%","181,91%","20,49%","55,09%","34,35%","35,02%","43,43%","0,60","2,77","1,77","1,40"
14,31/03/2021,"17,30%","11,41%","26,21%","17,29%","45,78%","7,86%","45,65%","19,05%","16,41%","27,57%","0,41","2,53","1,53","1,61"
15,31/12/2020,"11,22%","9,80%","17,01%","14,84%","31,10%","5,52%","45,72%","11,90%","13,16%","24,08%","0,46","4,37","3,37","2,95"
16,30/09/2020,"-1,38%","-1,20%","-2,09%","-1,82%","-37,24%","-6,61%","40,30%","-16,10%","-1,83%","7,15%","0,41","6,44","5,44","9,66"
17,30/06/2020,"10,55%","9,21%","15,98%","13,95%","-9,72%","-1,73%","50,33%","-3,52%","11,70%","18,90%","0,49","8,88","7,88","2,51"
18,31/03/2020,"29,02%","25,33%","43,97%","38,38%","35,43%","6,29%","57,33%","10,25%","25,75%","34,97%","0,61","5,83","4,83","1,21"
19,31/12/2019,NA,NA,NA,NA,NA,NA,"55,93%","7,88%","24,49%","33,63%",NA,"5,64","4,64","1,21"
