,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker,fluxo_caixa_operacional_valor,fluxo_caixa_operacional_unidade,fluxo_caixa_investimentos_valor,fluxo_caixa_investimentos_unidade,fluxo_caixa_financiamentos_valor,fluxo_caixa_financiamentos_unidade,fluxo_caixa_equivalentes_valor,fluxo_caixa_equivalentes_unidade
5,30/06/2012,"R$ 246,51 M","- R$ 675,83 M","R$ 441,60 M","R$ 12,28 M",33,246510000.0,M,675830000.0,M,441600000.0,M,12280000.0,M
6,30/09/2012,"R$ 587,62 M","- R$ 687,61 M","R$ 117,29 M","R$ 17,30 M",33,587620000.0,M,687610000.0,M,117290000.0,M,17300000.0,M
7,31/12/2012,"- R$ 167,38 M","- R$ 734,24 M","R$ 922,59 M","R$ 20,97 M",33,167380000.0,M,734240000.0,M,922590000.0,M,20970000.0,M
8,31/03/2013,"- R$ 124,55 M","- R$ 687,51 M","R$ 816,45 M","R$ 4,39 M",33,124550000.0,M,687510000.0,M,816450000.0,M,4390000.0,M
9,30/06/2013,"R$ 150,28 M","- R$ 824,90 M","R$ 788,82 M","R$ 114,20 M",33,150280000.0,M,824900000.0,M,788820000.0,M,114200000.0,M
10,30/09/2013,"- R$ 83,99 M","- R$ 996,10 M","R$ 1,08 B","- R$ 3,98 M",33,83990000.0,M,996100000.0,M,1080000000.0,B,3980000.0,M
11,31/12/2013,"R$ 278,49 M","- R$ 1,17 B","R$ 944,31 M","R$ 53,23 M",33,278490000.0,M,1170000000.0,B,944310000.0,M,53230000.0,M
12,31/03/2014,"R$ 112,18 M","- R$ 1,25 B","R$ 1,22 B","R$ 77,51 M",33,112180000.0,M,1250000000.0,B,1220000000.0,B,77510000.0,M
13,30/06/2014,"- R$ 357,34 M","- R$ 796,64 M","R$ 1,31 B","R$ 153,41 M",33,357340000.0,M,796640000.0,M,1310000000.0,B,153410000.0,M
14,30/09/2014,"- R$ 687,84 M","- R$ 253,04 M","R$ 1,10 B","R$ 155,31 M",33,687840000.0,M,253040000.0,M,1100000000.0,B,155310000.0,M
15,31/12/2014,"- R$ 731,75 M","- R$ 403,19 M","R$ 1,24 B","R$ 105,85 M",33,731750000.0,M,403190000.0,M,1240000000.0,B,105850000.0,M
16,31/03/2015,"- R$ 556,45 M","- R$ 529,44 M","R$ 1,14 B","R$ 50,05 M",33,556450000.0,M,529440000.00000006,M,1140000000.0,B,50050000.0,M
17,30/06/2015,"- R$ 784,91 M","- R$ 387,50 M","R$ 935,48 M","- R$ 236,93 M",33,784910000.0,M,387500000.0,M,935480000.0,M,236930000.0,M
18,30/09/2015,"- R$ 696,20 M","- R$ 984,60 M","R$ 1,64 B","- R$ 37,64 M",33,696200000.0,M,984600000.0,M,1640000000.0,B,37640000.0,M
19,31/12/2015,"- R$ 257,18 M","- R$ 1,55 B","R$ 1,95 B","R$ 134,08 M",33,257180000.0,M,1550000000.0,B,1950000000.0,B,134080000.00000001,M
20,31/03/2016,"- R$ 318,18 M","- R$ 1,18 B","R$ 1,53 B","R$ 32,57 M",33,318180000.0,M,1180000000.0,B,1530000000.0,B,32570000.0,M
21,30/06/2016,"- R$ 659,80 M","- R$ 905,38 M","R$ 1,77 B","R$ 204,19 M",33,659800000.0,M,905380000.0,M,1770000000.0,B,204190000.0,M
22,30/09/2016,"- R$ 847,56 M","- R$ 568,13 M","R$ 1,47 B","R$ 55,59 M",33,847560000.0,M,568130000.0,M,1470000000.0,B,55590000.0,M
23,31/12/2016,"- R$ 785,85 M","- R$ 30,88 M","R$ 711,55 M","- R$ 105,18 M",33,785850000.0,M,30880000.0,M,711550000.0,M,105180000.0,M
24,31/03/2017,"- R$ 1,24 B","- R$ 502,13 M","R$ 2,00 B","R$ 256,31 M",33,1240000000.0,B,502130000.0,M,2000000000.0,B,256310000.0,M
25,30/06/2017,"- R$ 713,69 M","- R$ 646,58 M","R$ 2,80 B","R$ 1,44 B",33,713690000.0,M,646580000.0,M,2800000000.0,B,1440000000.0,B
26,30/09/2017,"- R$ 125,67 M","- R$ 1,50 B","R$ 2,84 B","R$ 1,22 B",33,125670000.0,M,1500000000.0,B,2840000000.0,B,1220000000.0,B
27,31/12/2017,"- R$ 442,41 M","- R$ 1,67 B","R$ 3,35 B","R$ 1,25 B",33,442410000.0,M,1670000000.0,B,3350000000.0,B,1250000000.0,B
28,31/03/2018,"R$ 210,58 M","- R$ 987,80 M","R$ 2,88 B","R$ 2,11 B",33,210580000.0,M,987800000.0,M,2880000000.0,B,2109999999.9999998,B
29,30/06/2018,"R$ 272,95 M","- R$ 647,94 M","R$ 1,32 B","R$ 948,99 M",33,272950000.0,M,647940000.0,M,1320000000.0,B,948990000.0,M
30,30/09/2018,"R$ 289,47 M","R$ 68,87 M","R$ 1,34 B","R$ 1,70 B",33,289470000.0,M,68870000.0,M,1340000000.0,B,1700000000.0,B
31,31/12/2018,"R$ 431,16 M","R$ 671,16 M","R$ 548,13 M","R$ 1,65 B",33,431160000.0,M,671160000.0,M,548130000.0,M,1650000000.0,B
32,31/03/2019,"R$ 228,25 M","- R$ 294,56 M","R$ 1,25 B","R$ 1,19 B",33,228250000.0,M,294560000.0,M,1250000000.0,B,1190000000.0,B
33,30/06/2019,"R$ 225,69 M","- R$ 673,83 M","R$ 1,12 B","R$ 670,72 M",33,225690000.0,M,673830000.0,M,1120000000.0,B,670720000.0,M
34,30/09/2019,"R$ 194,34 M","- R$ 2,00 B","R$ 3,19 B","R$ 1,39 B",33,194340000.0,M,2000000000.0,B,3190000000.0,B,1390000000.0,B
35,31/12/2019,"R$ 157,94 M","- R$ 1,72 B","R$ 1,98 B","R$ 415,86 M",33,157940000.0,M,1720000000.0,B,1980000000.0,B,415860000.0,M
36,31/03/2020,"R$ 341,02 M","- R$ 1,27 B","R$ 871,61 M","- R$ 61,81 M",33,341020000.0,M,1270000000.0,B,871610000.0,M,61810000.0,M
37,30/06/2020,"R$ 481,89 M","- R$ 1,10 B","R$ 1,21 B","R$ 590,78 M",33,481890000.0,M,1100000000.0,B,1210000000.0,B,590780000.0,M
38,30/09/2020,"- R$ 345,94 M","- R$ 319,10 M","R$ 1,11 B","R$ 448,41 M",33,345940000.0,M,319100000.0,M,1110000000.0,B,448410000.0,M
39,31/12/2020,"- R$ 61,77 M","- R$ 1,99 B","R$ 5,15 B","R$ 3,10 B",33,61770000.0,M,1990000000.0,B,5150000000.0,B,3100000000.0,B
40,31/03/2021,"- R$ 309,53 M","- R$ 938,67 M","R$ 1,90 B","R$ 648,69 M",33,309530000.0,M,938670000.0,M,1900000000.0,B,648690000.0,M
41,30/06/2021,"- R$ 1,37 B","R$ 3,19 B","R$ 1,71 B","R$ 3,53 B",33,1370000000.0,B,3190000000.0,B,1710000000.0,B,3530000000.0,B
42,30/09/2021,,"R$ 3,98 B","- R$ 2,94 B","- R$ 576,78 M",33,0.0,,3980000000.0,B,2940000000.0,B,576780000.0,M
43,31/12/2021,"- R$ 825,65 M","R$ 3,65 B","- R$ 6,75 B","- R$ 3,93 B",33,825650000.0,M,3650000000.0,B,6750000000.0,B,3930000000.0,B
44,31/03/2022,"- R$ 857,66 M","R$ 2,08 B","- R$ 3,70 B","- R$ 2,47 B",33,857660000.0,M,2080000000.0,B,3700000000.0,B,2470000000.0,B
45,30/06/2022,"R$ 130,29 M","- R$ 2,74 B","- R$ 2,34 B","- R$ 4,95 B",33,130289999.99999999,M,2740000000.0,B,2340000000.0,B,4950000000.0,B
46,30/09/2022,"- R$ 616,19 M","- R$ 3,80 B","R$ 4,35 B","- R$ 67,96 M",33,616190000.0,M,3800000000.0,B,4350000000.0,B,67960000.0,M
47,31/12/2022,"- R$ 6,21 B","- R$ 322,11 M","R$ 6,38 B","- R$ 148,99 M",33,6210000000.0,B,322110000.0,M,6380000000.0,B,148990000.0,M
48,31/03/2023,"- R$ 8,53 B","R$ 1,22 B","R$ 6,69 B","- R$ 620,99 M",33,8529999999.999999,B,1220000000.0,B,6690000000.0,B,620990000.0,M
49,30/06/2023,"- R$ 7,49 B","R$ 1,52 B","R$ 5,20 B","- R$ 764,99 M",33,7490000000.0,B,1520000000.0,B,5200000000.0,B,764990000.0,M
50,30/09/2023,"- R$ 5,75 B","R$ 1,94 B","R$ 850,70 M","- R$ 2,96 B",33,5750000000.0,B,1940000000.0,B,850700000.0,M,2960000000.0,B
51,31/12/2023,"- R$ 245,00 M","R$ 981,00 M","- R$ 1,46 B","- R$ 721,00 M",33,245000000.0,M,981000000.0,M,1460000000.0,B,721000000.0,M
52,31/03/2024,"- R$ 669,00 M","- R$ 100,00 M","R$ 1,26 B","R$ 495,00 M",33,669000000.0,M,100000000.0,M,1260000000.0,B,495000000.0,M
53,30/06/2024,"- R$ 241,00 M","R$ 198,00 M","R$ 1,51 B","R$ 1,47 B",33,241000000.0,M,198000000.0,M,1510000000.0,B,1470000000.0,B
0,31/12/2012,"R$ 46,99 M","- R$ 34,38 M","- R$ 7,96 M","R$ 4,65 M",55,46990000.0,M,34380000.0,M,7960000.0,M,4650000.0,M
1,31/03/2013,"R$ 51,97 M","- R$ 88,53 M","R$ 69,93 M","R$ 33,37 M",55,51970000.0,M,88530000.0,M,69930000.0,M,33369999.999999996,M
2,30/06/2013,"R$ 67,58 M","- R$ 114,91 M","R$ 6,52 M","- R$ 40,82 M",55,67580000.0,M,114910000.0,M,6520000.0,M,40820000.0,M
3,30/09/2013,"R$ 86,40 M","- R$ 163,94 M","R$ 49,93 M","- R$ 27,62 M",55,86400000.0,M,163940000.0,M,49930000.0,M,27620000.0,M
4,31/12/2013,"R$ 65,99 M","- R$ 515,61 M","R$ 456,35 M","R$ 6,73 M",55,65989999.99999999,M,515610000.0,M,456350000.0,M,6730000.0,M
5,31/03/2014,"R$ 76,77 M","- R$ 486,40 M","R$ 382,57 M","- R$ 27,07 M",55,76770000.0,M,486400000.0,M,382570000.0,M,27070000.0,M
6,30/06/2014,"R$ 62,98 M","- R$ 412,35 M","R$ 336,25 M","- R$ 13,13 M",55,62980000.0,M,412350000.0,M,336250000.0,M,13130000.0,M
7,30/09/2014,"R$ 101,49 M","- R$ 427,12 M","R$ 331,55 M","R$ 5,92 M",55,101490000.0,M,427120000.0,M,331550000.0,M,5920000.0,M
8,31/12/2014,"R$ 87,51 M","- R$ 1,09 M","- R$ 82,76 M","R$ 3,67 M",55,87510000.0,M,1090000.0,M,82760000.0,M,3670000.0,M
9,31/03/2015,"R$ 71,57 M","R$ 30,94 M","- R$ 86,21 M","R$ 16,29 M",55,71570000.0,M,30940000.0,M,86210000.0,M,16290000.0,M
10,30/06/2015,"R$ 4,08 M","R$ 88,31 M","- R$ 84,80 M","R$ 7,59 M",55,4080000.0,M,88310000.0,M,84800000.0,M,7590000.0,M
11,30/09/2015,"- R$ 8,01 M","- R$ 96,79 M","R$ 104,94 M","R$ 136,00 mil",55,8010000.0,M,96790000.0,M,104940000.0,M,136000.0,mil
12,31/12/2015,"- R$ 35,77 M","- R$ 95,75 M","R$ 141,14 M","R$ 9,61 M",55,35770000.0,M,95750000.0,M,141140000.0,M,9610000.0,M
13,31/03/2016,"- R$ 64,22 M","- R$ 77,46 M","R$ 140,50 M","- R$ 1,18 M",55,64220000.0,M,77460000.0,M,140500000.0,M,1180000.0,M
14,30/06/2016,"R$ 4,82 M","- R$ 201,70 M","R$ 204,66 M","R$ 7,78 M",55,4820000.0,M,201700000.0,M,204660000.0,M,7780000.0,M
15,30/09/2016,"R$ 77,48 M","- R$ 22,51 M","- R$ 50,45 M","R$ 4,51 M",55,77480000.0,M,22510000.0,M,50450000.0,M,4510000.0,M
16,31/12/2016,"R$ 122,08 M","- R$ 42,44 M","- R$ 65,55 M","R$ 14,09 M",55,122080000.0,M,42440000.0,M,65550000.0,M,14090000.0,M
17,31/03/2017,"R$ 160,98 M","- R$ 92,44 M","- R$ 64,64 M","R$ 3,91 M",55,160980000.0,M,92440000.0,M,64640000.0,M,3910000.0,M
18,30/06/2017,"R$ 153,38 M","- R$ 2,40 M","- R$ 142,70 M","R$ 8,28 M",55,153380000.0,M,2400000.0,M,142700000.0,M,8279999.999999999,M
19,30/09/2017,"R$ 152,10 M","R$ 15,48 M","- R$ 153,45 M","R$ 14,13 M",55,152100000.0,M,15480000.0,M,153450000.0,M,14130000.0,M
20,31/12/2017,"R$ 157,25 M","- R$ 16,49 M","- R$ 146,41 M","- R$ 5,65 M",55,157250000.0,M,16489999.999999998,M,146410000.0,M,5650000.0,M
21,31/03/2018,"R$ 160,93 M","- R$ 11,94 M","- R$ 151,04 M","- R$ 2,04 M",55,160930000.0,M,11940000.0,M,151040000.0,M,2040000.0,M
22,30/06/2018,"R$ 263,00 M","- R$ 140,32 M","- R$ 18,08 M","R$ 104,60 M",55,263000000.0,M,140320000.0,M,18080000.0,M,104600000.0,M
23,30/09/2018,"R$ 183,08 M","- R$ 226,43 M","R$ 29,15 M","- R$ 14,20 M",55,183080000.0,M,226430000.0,M,29150000.0,M,14200000.0,M
24,31/12/2018,"R$ 165,75 M","- R$ 139,73 M","R$ 39,57 M","R$ 65,59 M",55,165750000.0,M,139730000.0,M,39570000.0,M,65590000.0,M
25,31/03/2019,"R$ 176,35 M","- R$ 169,48 M","R$ 11,29 M","R$ 18,16 M",55,176350000.0,M,169480000.0,M,11290000.0,M,18160000.0,M
26,30/06/2019,"R$ 88,25 M","- R$ 53,59 M","- R$ 139,77 M","- R$ 105,11 M",55,88250000.0,M,53590000.0,M,139770000.0,M,105110000.0,M
27,30/09/2019,"R$ 113,16 M","- R$ 44,39 M","- R$ 64,17 M","R$ 4,61 M",55,113160000.0,M,44390000.0,M,64170000.0,M,4610000.0,M
28,31/12/2019,"R$ 160,14 M","- R$ 374,99 M","R$ 146,90 M","- R$ 67,96 M",55,160140000.0,M,374990000.0,M,146900000.0,M,67960000.0,M
29,31/03/2020,"R$ 177,03 M","- R$ 1,25 B","R$ 1,06 B","- R$ 8,06 M",55,177030000.0,M,1250000000.0,B,1060000000.0,B,8060000.000000001,M
30,30/06/2020,"R$ 197,35 M","- R$ 1,19 B","R$ 1,01 B","R$ 11,61 M",55,197350000.0,M,1190000000.0,B,1010000000.0,B,11610000.0,M
31,30/09/2020,"R$ 217,61 M","- R$ 1,15 B","R$ 983,83 M","R$ 56,38 M",55,217610000.0,M,1150000000.0,B,983830000.0,M,56380000.0,M
32,31/12/2020,"R$ 124,53 M","- R$ 1,68 B","R$ 1,59 B","R$ 41,63 M",55,124530000.0,M,1680000000.0,B,1590000000.0,B,41630000.0,M
33,31/03/2021,"R$ 197,05 M","- R$ 831,37 M","R$ 660,12 M","R$ 25,79 M",55,197050000.0,M,831370000.0,M,660120000.0,M,25790000.0,M
34,30/06/2021,"R$ 272,60 M","- R$ 3,31 B","R$ 3,14 B","R$ 99,27 M",55,272600000.0,M,3310000000.0,B,3140000000.0,B,99270000.0,M
35,30/09/2021,"R$ 374,14 M","- R$ 3,31 B","R$ 3,03 B","R$ 90,59 M",55,374140000.0,M,3310000000.0,B,3030000000.0,B,90590000.0,M
36,31/12/2021,"R$ 377,17 M","- R$ 2,32 B","R$ 2,04 B","R$ 96,07 M",55,377170000.0,M,2320000000.0,B,2040000000.0,B,96070000.0,M
37,31/03/2022,"R$ 348,46 M","- R$ 2,12 B","R$ 1,94 B","R$ 166,88 M",55,348460000.0,M,2120000000.0,B,1940000000.0,B,166880000.0,M
38,30/06/2022,"R$ 309,93 M","R$ 324,30 M","- R$ 629,17 M","R$ 5,06 M",55,309930000.0,M,324300000.0,M,629170000.0,M,5060000.0,M
39,30/09/2022,"R$ 326,46 M","R$ 478,01 M","- R$ 787,07 M","R$ 17,40 M",55,326460000.0,M,478010000.0,M,787070000.0,M,17400000.0,M
40,31/12/2022,"R$ 227,95 M","R$ 38,27 M","- R$ 13,04 M","R$ 253,18 M",55,227950000.0,M,38270000.0,M,13040000.0,M,253180000.0,M
41,31/03/2023,"R$ 185,63 M","- R$ 7,73 M","R$ 12,77 M","R$ 190,67 M",55,185630000.0,M,7730000.0,M,12770000.0,M,190670000.0,M
42,30/06/2023,"R$ 294,24 M","- R$ 195,44 M","- R$ 183,57 M","- R$ 84,78 M",55,294240000.0,M,195440000.0,M,183570000.0,M,84780000.0,M
43,30/09/2023,"R$ 330,42 M","- R$ 19,59 M","- R$ 57,41 M","R$ 253,43 M",55,330420000.0,M,19590000.0,M,57410000.0,M,253430000.0,M
44,31/12/2023,"R$ 500,77 M","R$ 509,00 mil","- R$ 784,30 M","- R$ 283,02 M",55,500770000.0,M,509000.0,mil,784300000.0,M,283020000.0,M
45,31/03/2024,"R$ 586,35 M","R$ 352,41 M","- R$ 1,21 B","- R$ 273,31 M",55,586350000.0,M,352410000.0,M,1210000000.0,B,273310000.0,M
46,30/06/2024,"R$ 570,47 M","- R$ 162,00 M","- R$ 297,51 M","R$ 110,96 M",55,570470000.0,M,162000000.0,M,297510000.0,M,110960000.0,M
0,31/12/2019,"R$ 22,27 M","R$ 1,37 M","- R$ 19,30 M","R$ 4,33 M",151,22270000.0,M,1370000.0,M,19300000.0,M,4330000.0,M
1,31/12/2020,"- R$ 75,11 M","- R$ 280,00 mil","R$ 153,37 M","R$ 77,97 M",151,75110000.0,M,280000.0,mil,153370000.0,M,77970000.0,M
2,31/03/2021,"- R$ 182,39 M","R$ 1,54 M","R$ 285,41 M","R$ 104,56 M",151,182390000.0,M,1540000.0,M,285410000.0,M,104560000.0,M
3,30/06/2021,"- R$ 303,08 M","- R$ 280,00 mil","R$ 424,91 M","R$ 121,55 M",151,303080000.0,M,280000.0,mil,424910000.0,M,121550000.0,M
4,30/09/2021,"- R$ 324,77 M","R$ 62,78 M","R$ 1,28 B","R$ 850,17 M",151,324770000.0,M,62780000.0,M,1280000000.0,B,850170000.0,M
5,31/12/2021,"- R$ 592,59 M","- R$ 116,46 M","R$ 2,29 B","R$ 1,58 B",151,592590000.0,M,116460000.0,M,2290000000.0,B,1580000000.0,B
6,31/03/2022,"- R$ 705,94 M","R$ 112,09 M","R$ 2,18 B","R$ 1,58 B",151,705940000.0,M,112090000.0,M,2180000000.0,B,1580000000.0,B
7,30/06/2022,"- R$ 698,97 M","R$ 583,36 M","R$ 1,65 B","R$ 1,53 B",151,698970000.0,M,583360000.0,M,1650000000.0,B,1530000000.0,B
8,30/09/2022,"- R$ 675,39 M","R$ 630,45 M","R$ 817,52 M","R$ 772,59 M",151,675390000.0,M,630450000.0,M,817520000.0,M,772590000.0,M
9,31/12/2022,"- R$ 693,61 M","R$ 1,58 B","R$ 53,23 M","R$ 934,92 M",151,693610000.0,M,1580000000.0,B,53230000.0,M,934920000.0,M
10,31/03/2023,"- R$ 347,60 M","R$ 1,26 B","- R$ 39,32 M","R$ 868,56 M",151,347600000.0,M,1260000000.0,B,39320000.0,M,868560000.0,M
11,30/06/2023,"- R$ 168,65 M","R$ 779,31 M","R$ 148,97 M","R$ 759,63 M",151,168650000.0,M,779310000.0,M,148970000.0,M,759630000.0,M
12,30/09/2023,"R$ 139,86 M","R$ 341,12 M","- R$ 100,84 M","R$ 380,13 M",151,139860000.0,M,341120000.0,M,100840000.0,M,380130000.0,M
13,31/12/2023,"R$ 125,88 M","- R$ 453,93 M","- R$ 355,90 M","- R$ 683,95 M",151,125880000.0,M,453930000.0,M,355900000.0,M,683950000.0,M
14,31/03/2024,"R$ 118,14 M","- R$ 1,04 B","R$ 316,67 M","- R$ 604,76 M",151,118140000.0,M,1040000000.0,B,316670000.0,M,604760000.0,M
15,30/06/2024,"- R$ 724,08 M","R$ 1,17 B","R$ 475,77 M","R$ 923,51 M",151,724080000.0,M,1170000000.0,B,475770000.0,M,923510000.0,M
0,31/12/2019,"R$ 3,16 B","- R$ 4,37 B","R$ 4,72 B","R$ 3,62 B",14,3160000000.0,B,4370000000.0,B,4720000000.0,B,3620000000.0,B
1,31/03/2020,"R$ 1,78 B","- R$ 4,53 B","R$ 5,52 B","R$ 3,04 B",14,1780000000.0,B,4530000000.0,B,5520000000.0,B,3040000000.0,B
2,30/06/2020,"R$ 2,28 B","- R$ 4,26 B","R$ 5,37 B","R$ 3,96 B",14,2280000000.0,B,4260000000.0,B,5370000000.0,B,3960000000.0,B
3,30/09/2020,"R$ 2,19 B","- R$ 4,18 B","- R$ 3,94 B","- R$ 5,39 B",14,2190000000.0,B,4179999999.9999995,B,3940000000.0,B,5390000000.0,B
4,31/12/2020,"R$ 3,50 B","- R$ 4,79 B","- R$ 793,00 M","- R$ 1,49 B",14,3500000000.0,B,4790000000.0,B,793000000.0,M,1490000000.0,B
5,31/03/2021,"R$ 5,19 B","- R$ 4,58 B","- R$ 2,06 B","- R$ 1,01 B",14,5190000000.0,B,4580000000.0,B,2060000000.0,B,1010000000.0,B
6,30/06/2021,"R$ 4,88 B","- R$ 5,19 B","R$ 63,00 M","- R$ 107,00 M",14,4880000000.0,B,5190000000.0,B,63000000.0,M,107000000.0,M
7,30/09/2021,"R$ 5,26 B","- R$ 5,48 B","- R$ 958,00 M","- R$ 1,02 B",14,5260000000.0,B,5480000000.0,B,958000000.0,M,1020000000.0,B
8,31/12/2021,"R$ 3,27 B","- R$ 3,28 B","- R$ 978,00 M","- R$ 982,00 M",14,3270000000.0,B,3280000000.0,B,978000000.0,M,982000000.0,M
9,31/03/2022,"R$ 4,34 B","- R$ 4,63 B","R$ 1,91 B","R$ 1,63 B",14,4340000000.0,B,4630000000.0,B,1910000000.0,B,1630000000.0,B
10,30/06/2022,"R$ 4,00 B","- R$ 5,28 B","- R$ 126,00 M","- R$ 1,40 B",14,4000000000.0,B,5280000000.0,B,126000000.0,M,1400000000.0,B
11,30/09/2022,"R$ 5,05 B","- R$ 5,33 B","R$ 1,61 B","R$ 1,33 B",14,5050000000.0,B,5330000000.0,B,1610000000.0,B,1330000000.0,B
12,31/12/2022,"R$ 5,14 B","- R$ 3,79 B","R$ 1,94 B","R$ 3,29 B",14,5140000000.0,B,3790000000.0,B,1940000000.0,B,3290000000.0,B
13,31/03/2023,"R$ 4,32 B","- R$ 2,80 B","- R$ 1,77 B","- R$ 255,00 M",14,4320000000.0,B,2800000000.0,B,1770000000.0,B,255000000.0,M
14,30/06/2023,"R$ 6,55 B","- R$ 2,40 B","- R$ 2,67 B","R$ 1,49 B",14,6550000000.0,B,2400000000.0,B,2670000000.0,B,1490000000.0,B
15,30/09/2023,"R$ 5,64 B","- R$ 2,78 B","- R$ 2,65 B","R$ 207,00 M",14,5640000000.0,B,2780000000.0,B,2650000000.0,B,207000000.0,M
16,31/12/2023,"R$ 5,96 B","- R$ 3,06 B","- R$ 3,29 B","- R$ 383,00 M",14,5960000000.0,B,3060000000.0,B,3290000000.0,B,383000000.0,M
17,31/03/2024,"R$ 6,40 B","- R$ 2,93 B","- R$ 3,07 B","R$ 404,00 M",14,6400000000.0,B,2930000000.0,B,3070000000.0,B,404000000.0,M
18,30/06/2024,"R$ 3,88 B","- R$ 2,54 B","- R$ 828,00 M","R$ 508,00 M",14,3880000000.0,B,2540000000.0,B,828000000.0,M,508000000.0,M
0,31/03/2011,"R$ 176,09 M","- R$ 253,98 M","R$ 148,03 M","R$ 70,14 M",302,176090000.0,M,253980000.0,M,148030000.0,M,70140000.0,M
1,30/06/2011,"R$ 185,34 M","- R$ 464,85 M","R$ 168,82 M","- R$ 110,68 M",302,185340000.0,M,464850000.0,M,168820000.0,M,110680000.0,M
2,30/09/2011,"R$ 154,87 M","- R$ 455,69 M","R$ 253,68 M","- R$ 47,15 M",302,154870000.0,M,455690000.0,M,253680000.0,M,47150000.0,M
3,31/12/2011,"R$ 110,72 M","- R$ 468,56 M","R$ 510,61 M","R$ 152,78 M",302,110720000.0,M,468560000.0,M,510610000.0,M,152780000.0,M
4,31/03/2012,"R$ 136,86 M","- R$ 475,90 M","R$ 89,36 M","- R$ 249,69 M",302,136860000.0,M,475900000.0,M,89360000.0,M,249690000.0,M
5,30/06/2012,"R$ 87,14 M","- R$ 202,45 M","R$ 87,19 M","- R$ 28,13 M",302,87140000.0,M,202450000.0,M,87190000.0,M,28130000.0,M
6,30/09/2012,"R$ 196,30 M","- R$ 163,23 M","R$ 86,41 M","R$ 119,47 M",302,196300000.0,M,163230000.0,M,86410000.0,M,119470000.0,M
7,31/12/2012,"R$ 323,94 M","- R$ 126,88 M","- R$ 382,39 M","- R$ 185,34 M",302,323940000.0,M,126880000.0,M,382390000.0,M,185340000.0,M
8,31/03/2013,"R$ 262,58 M","- R$ 108,36 M","- R$ 44,77 M","R$ 109,45 M",302,262579999.99999997,M,108360000.0,M,44770000.0,M,109450000.0,M
9,30/06/2013,"R$ 341,40 M","- R$ 131,36 M","- R$ 35,07 M","R$ 174,98 M",302,341400000.0,M,131360000.00000001,M,35070000.0,M,174980000.0,M
10,30/09/2013,"R$ 320,47 M","- R$ 115,58 M","- R$ 162,36 M","R$ 42,54 M",302,320470000.0,M,115580000.0,M,162360000.0,M,42540000.0,M
11,31/12/2013,"R$ 359,11 M","- R$ 208,22 M","- R$ 122,43 M","R$ 28,46 M",302,359110000.0,M,208220000.0,M,122430000.0,M,28460000.0,M
12,31/03/2014,"R$ 406,67 M","- R$ 208,11 M","- R$ 124,67 M","R$ 73,90 M",302,406670000.0,M,208110000.0,M,124670000.0,M,73900000.0,M
13,30/06/2014,"R$ 356,87 M","- R$ 214,57 M","- R$ 164,30 M","- R$ 47,45 M",302,356870000.0,M,214570000.0,M,164300000.0,M,47450000.0,M
14,30/09/2014,"R$ 334,60 M","- R$ 231,96 M","R$ 144,28 M","R$ 231,21 M",302,334600000.0,M,231960000.0,M,144280000.0,M,231210000.0,M
15,31/12/2014,"R$ 223,26 M","- R$ 184,85 M","- R$ 48,78 M","- R$ 12,08 M",302,223260000.0,M,184850000.0,M,48780000.0,M,12080000.0,M
16,31/03/2015,"R$ 308,89 M","- R$ 221,34 M","- R$ 49,95 M","R$ 69,90 M",302,308890000.0,M,221340000.0,M,49950000.0,M,69900000.0,M
17,30/06/2015,"R$ 331,25 M","- R$ 217,47 M","- R$ 28,51 M","R$ 113,83 M",302,331250000.0,M,217470000.0,M,28510000.0,M,113830000.0,M
18,30/09/2015,"R$ 262,43 M","- R$ 196,06 M","- R$ 256,37 M","- R$ 145,10 M",302,262430000.0,M,196060000.0,M,256370000.0,M,145100000.0,M
19,31/12/2015,"R$ 207,95 M","- R$ 154,02 M","- R$ 64,30 M","- R$ 2,11 M",302,207950000.0,M,154020000.0,M,64300000.0,M,2110000.0,M
20,31/03/2016,"- R$ 146,30 M","R$ 1,37 M","R$ 31,02 M","- R$ 136,56 M",302,146300000.0,M,1370000.0,M,31020000.0,M,136560000.0,M
21,30/06/2016,"- R$ 294,91 M","R$ 60,96 M","R$ 28,55 M","- R$ 221,66 M",302,294910000.0,M,60960000.0,M,28550000.0,M,221660000.0,M
22,30/09/2016,"- R$ 349,41 M","R$ 485,53 M","- R$ 30,20 M","R$ 84,90 M",302,349410000.0,M,485530000.0,M,30200000.0,M,84900000.0,M
23,31/12/2016,"- R$ 414,82 M","R$ 532,33 M","- R$ 161,39 M","- R$ 45,59 M",302,414820000.0,M,532330000.00000006,M,161390000.0,M,45590000.0,M
24,31/03/2017,"- R$ 247,39 M","R$ 415,15 M","- R$ 242,63 M","- R$ 65,96 M",302,247390000.0,M,415150000.0,M,242630000.0,M,65959999.99999999,M
25,30/06/2017,"- R$ 240,10 M","R$ 380,87 M","- R$ 204,77 M","- R$ 54,46 M",302,240100000.0,M,380870000.0,M,204770000.0,M,54460000.0,M
26,30/09/2017,"- R$ 136,25 M","- R$ 24,27 M","- R$ 253,70 M","- R$ 421,49 M",302,136250000.0,M,24270000.0,M,253700000.0,M,421490000.0,M
