,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes,ticker
0,30/06/2024,"R$ 540,00 M","- R$ 1,39 B","R$ 2,30 B","R$ 1,45 B",160
1,31/03/2024,"R$ 532,00 M","- R$ 1,19 B","R$ 1,14 B","R$ 485,00 M",160
2,31/12/2023,"R$ 742,00 M","- R$ 879,00 M","R$ 159,00 M","R$ 22,00 M",160
3,30/09/2023,"R$ 776,00 M","- R$ 689,00 M","R$ 1,08 B","R$ 1,17 B",160
4,30/06/2023,"R$ 48,00 M","- R$ 1,36 B","R$ 1,91 B","R$ 602,00 M",160
5,31/03/2023,"R$ 66,00 M","- R$ 1,83 B","R$ 611,00 M","- R$ 1,15 B",160
6,31/12/2022,"R$ 875,00 M","- R$ 1,14 B","- R$ 517,00 M","- R$ 782,00 M",160
7,30/09/2022,"R$ 2,50 B","- R$ 2,59 B","R$ 986,00 M","R$ 891,00 M",160
8,30/06/2022,"R$ 1,07 B","- R$ 1,50 B","R$ 1,79 B","R$ 1,36 B",160
9,31/03/2022,"R$ 177,00 M","- R$ 2,18 B","R$ 1,79 B","- R$ 210,00 M",160
10,31/12/2021,"- R$ 14,00 M","- R$ 2,53 B","R$ 3,76 B","R$ 1,22 B",160
11,30/09/2021,"R$ 879,00 M","- R$ 2,45 B","R$ 1,95 B","R$ 374,00 M",160
12,30/06/2021,"R$ 120,00 M","- R$ 1,40 B","R$ 1,26 B","- R$ 22,00 M",160
13,31/03/2021,"- R$ 853,00 M","- R$ 3,95 B","R$ 3,71 B","- R$ 1,09 B",160
14,31/12/2020,"- R$ 233,00 M","- R$ 1,25 B","R$ 710,00 M","- R$ 772,00 M",160
15,30/09/2020,"R$ 2,27 B","- R$ 1,50 B","- R$ 287,00 M","R$ 485,00 M",160
16,30/06/2020,"R$ 1,28 B","- R$ 1,19 B","R$ 761,00 M","R$ 855,00 M",160
17,31/03/2020,"R$ 222,00 M","- R$ 866,00 M","R$ 1,10 B","R$ 451,00 M",160
18,31/12/2019,"R$ 975,58 M","- R$ 950,73 M","R$ 467,90 M","R$ 492,75 M",160
19,30/09/2019,"R$ 1,30 B","- R$ 1,19 B","R$ 711,79 M","R$ 821,66 M",160
20,30/06/2019,"R$ 524,53 M","- R$ 1,23 B","R$ 404,19 M","- R$ 298,60 M",160
21,31/03/2019,"R$ 609,72 M","- R$ 1,03 B","- R$ 491,22 M","- R$ 908,77 M",160
22,31/12/2018,"R$ 793,38 M","- R$ 1,66 B","- R$ 1,32 B","- R$ 2,19 B",160
23,30/09/2018,"R$ 710,84 M","- R$ 1,19 B","R$ 1,54 B","R$ 1,06 B",160
24,30/06/2018,"- R$ 60,80 M","- R$ 839,82 M","R$ 1,48 B","R$ 575,89 M",160
25,31/03/2018,"- R$ 114,97 M","- R$ 676,25 M","R$ 1,42 B","R$ 633,34 M",160
26,31/12/2017,"- R$ 384,05 M","- R$ 1,51 B","R$ 1,38 B","- R$ 513,41 M",160
27,30/09/2017,"R$ 447,54 M","R$ 2,91 B","R$ 935,12 M","R$ 4,30 B",160
28,30/06/2017,"R$ 407,57 M","- R$ 1,36 B","R$ 954,96 M","R$ 670,00 mil",160
29,31/03/2017,"R$ 223,29 M","- R$ 1,01 B","R$ 477,40 M","- R$ 308,86 M",160
30,31/12/2016,"R$ 618,77 M","R$ 373,92 M","R$ 739,65 M","R$ 1,73 B",160
31,30/09/2016,"R$ 270,95 M","- R$ 663,02 M","- R$ 62,17 M","- R$ 454,25 M",160
32,30/06/2016,"R$ 375,82 M","- R$ 898,19 M","R$ 182,67 M","- R$ 339,69 M",160
33,31/03/2016,"- R$ 185,79 M","- R$ 705,50 M","R$ 194,95 M","- R$ 696,34 M",160
34,31/12/2015,"R$ 1,24 B","- R$ 1,97 B","R$ 180,81 M","- R$ 556,03 M",160
35,30/09/2015,"R$ 205,87 M","- R$ 286,05 M","- R$ 92,45 M","- R$ 172,63 M",160
36,30/06/2015,"R$ 283,75 M","- R$ 831,34 M","R$ 572,66 M","R$ 25,06 M",160
37,31/03/2015,"R$ 424,04 M","- R$ 721,51 M","R$ 1,05 B","R$ 751,04 M",160
38,31/12/2014,"R$ 44,95 M","R$ 246,18 M","R$ 271,18 M","R$ 562,31 M",160
39,30/09/2014,"R$ 523,79 M","- R$ 416,60 M","R$ 481,72 M","R$ 588,90 M",160
40,30/06/2014,"R$ 337,28 M","- R$ 543,04 M","- R$ 170,03 M","- R$ 375,79 M",160
41,31/03/2014,"R$ 166,20 M","- R$ 1,11 B","R$ 169,58 M","- R$ 776,35 M",160
42,31/12/2013,"R$ 537,01 M","- R$ 1,04 B","R$ 1,40 B","R$ 901,20 M",160
43,30/09/2013,"R$ 438,77 M","- R$ 823,56 M","- R$ 2,07 B","- R$ 2,45 B",160
44,30/06/2013,"R$ 495,06 M","- R$ 428,74 M","- R$ 378,43 M","- R$ 312,11 M",160
45,31/03/2013,"R$ 784,48 M","- R$ 473,77 M","- R$ 242,05 M","R$ 68,66 M",160
46,31/12/2012,"R$ 762,14 M","- R$ 624,57 M","R$ 534,35 M","R$ 671,91 M",160
47,30/09/2012,"R$ 672,11 M","- R$ 689,81 M","- R$ 338,68 M","- R$ 356,37 M",160
48,30/06/2012,"R$ 725,26 M","- R$ 359,56 M","R$ 322,83 M","R$ 688,53 M",160
49,31/03/2012,"R$ 761,07 M","- R$ 1,36 B","- R$ 217,24 M","- R$ 816,50 M",160
50,31/12/2011,"R$ 887,36 M","- R$ 491,44 M","R$ 118,03 M","R$ 513,95 M",160
51,30/09/2011,"R$ 994,94 M","- R$ 531,77 M","- R$ 355,85 M","R$ 107,32 M",160
52,30/06/2011,"R$ 448,30 M","- R$ 446,49 M","R$ 77,99 M","R$ 79,79 M",160
53,31/03/2011,"R$ 825,92 M","- R$ 585,50 M","- R$ 77,59 M","R$ 162,82 M",160
