,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield,ticker
0,Atual - 17/09/2024,"7,08","1,58","1,12","6,19","0,74","R$ 36,45 B","11,06%",231
1,30/06/2024,"6,11","1,37","0,96","5,34","0,64","R$ 33,33 B","8,92%",231
2,31/03/2024,"4,85","1,05","0,72","3,65","0,47","R$ 23,79 B","9,33%",231
3,31/12/2023,"5,29","1,24","0,83","4,59","0,55","R$ 27,86 B","9,33%",231
4,30/09/2023,"7,27","1,57","1,05","6,61","0,68","R$ 31,60 B","6,33%",231
5,30/06/2023,"7,95","1,76","1,16","6,56","0,76","R$ 32,18 B","5,98%",231
6,31/03/2023,"11,21","1,98","1,28","6,86","0,84","R$ 32,94 B","5,33%",231
7,31/12/2022,"8,64","1,62","1,03","5,35","0,66","R$ 27,78 B","10,53%",231
8,30/09/2022,"10,20","1,77","1,08","6,01","0,68","R$ 28,39 B","8,97%",231
9,30/06/2022,"14,44","2,05","1,18","11,08","0,78","R$ 32,14 B","6,88%",231
10,31/03/2022,"4,88","1,13","0,68","6,00","0,46","R$ 19,73 B","8,28%",231
11,31/12/2021,"8,85","1,71","0,99","9,02","0,64","R$ 27,60 B","6,74%",231
12,30/09/2021,"10,45","1,48","0,96","6,19","0,56","R$ 25,73 B","4,91%",231
13,30/06/2021,"5,44","1,16","0,82","3,13","0,43","R$ 20,50 B","6,92%",231
14,31/03/2021,"7,35","1,38","0,94","3,58","0,47","R$ 21,98 B","7,98%",231
15,31/12/2020,"8,00","1,31","0,91","2,66","0,42","R$ 20,23 B","4,07%",231
16,30/09/2020,"9,61","1,13","0,79","2,53","0,37","R$ 17,96 B","4,61%",231
17,30/06/2020,"12,93","0,92","0,64","3,01","0,30","R$ 15,30 B","4,81%",231
18,31/03/2020,"5,38","0,77","0,48","3,14","0,24","R$ 12,06 B","3,27%",231
19,31/12/2019,"4,15","0,82","0,51","6,37","0,26","R$ 13,51 B","8,15%",231
20,30/09/2019,"5,84","1,23","0,87","15,37","0,42","R$ 19,60 B","4,09%",231
21,30/06/2019,"6,09","1,45","1,03","12,06","0,39","R$ 22,17 B","3,43%",231
22,31/03/2019,"11,52","1,52","1,01","11,72","0,39","R$ 20,16 B","3,71%",231
23,31/12/2018,"13,99","1,63","1,07","23,61","0,40","R$ 21,44 B","1,07%",231
24,30/09/2018,"13,05","1,14","0,73","-21,59","0,39","R$ 16,77 B","0,26%",231
25,30/06/2018,"10,67","0,71","0,47","-8,69","0,25","R$ 11,24 B","0,43%",231
26,31/03/2018,"8,25","0,63","0,42","-28,81","0,23","R$ 9,83 B","0,42%",231
27,31/12/2017,"9,83","0,69","0,45","16,99","0,23","R$ 10,46 B","0,00%",231
28,30/09/2017,"90,67","0,62","0,41","2,62","0,20","R$ 8,23 B","4,63%",231
29,30/06/2017,"17,15","0,78","0,53","3,45","0,25","R$ 10,30 B","3,65%",231
30,31/03/2017,"17,07","0,86","0,60","4,43","0,27","R$ 11,29 B","3,32%",231
31,31/12/2016,"40,51","1,05","0,72","11,16","0,32","R$ 12,81 B","6,01%",231
32,30/09/2016,"11,30","0,73","0,55","12,32","0,24","R$ 10,35 B","6,08%",231
33,30/06/2016,"18,26","0,87","0,63","5,58","0,28","R$ 12,06 B","5,29%",231
34,31/03/2016,"8,21","0,63","0,41","4,44","0,20","R$ 7,95 B","7,81%",231
35,31/12/2015,"4,17","0,79","0,48","3,42","0,25","R$ 10,47 B","7,46%",231
36,30/09/2015,"2,59","0,60","0,38","2,98","0,22","R$ 9,00 B","9,32%",231
37,30/06/2015,"3,63","0,81","0,54","4,56","0,31","R$ 11,38 B","16,52%",231
38,31/03/2015,"5,84","1,54","0,95","5,71","0,54","R$ 19,70 B","18,29%",231
39,31/12/2014,"5,08","1,41","0,81","4,26","0,45","R$ 16,02 B","26,11%",231
40,30/09/2014,"6,07","1,34","1,00","4,21","0,54","R$ 16,80 B","25,78%",231
41,30/06/2014,"6,57","1,84","1,40","6,31","0,72","R$ 23,64 B","14,16%",231
42,31/03/2014,"5,99","1,50","1,33","5,56","0,66","R$ 20,26 B","7,93%",231
43,31/12/2013,"5,86","1,44","1,24","5,17","0,61","R$ 17,73 B","10,49%",231
44,30/09/2013,"4,23","1,40","0,98","4,86","0,60","R$ 18,55 B","25,29%",231
45,30/06/2013,"4,31","1,57","1,03","5,19","0,65","R$ 19,41 B","24,03%",231
