,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 25/09/2024,"3,41","0,55","0,52","3,19","0,32","R$ 1,45 B","6,14%"
1,30/06/2024,"3,45","0,56","0,53","3,22","0,32","R$ 1,46 B","6,07%"
2,31/03/2024,"3,01","0,52","0,48","2,72","0,31","R$ 1,30 B","6,75%"
3,31/12/2023,"3,72","0,65","0,59","2,99","0,38","R$ 1,57 B","5,47%"
4,30/09/2023,"4,35","0,54","0,45","4,28","0,30","R$ 1,23 B","6,13%"
5,30/06/2023,NA,NA,NA,NA,NA,NA,NA
6,31/03/2023,"3,49","0,43","0,35","3,38","0,24","R$ 942,79 M","8,15%"
7,31/12/2022,"3,42","0,44","0,35","4,97","0,24","R$ 871,75 M","8,32%"
8,30/09/2022,"2,37","0,35","0,28","1,78","0,20","R$ 809,36 M","3,64%"
9,30/06/2022,"2,59","0,42","0,33","2,03","0,24","R$ 969,94 M","3,08%"
10,31/03/2022,"1,98","0,43","0,34","1,82","0,25","R$ 1,00 B","3,09%"
11,31/12/2021,"2,09","0,47","0,36","1,72","0,26","R$ 1,04 B","4,89%"
12,30/09/2021,"2,46","0,47","0,37","3,18","0,26","R$ 1,02 B","2,10%"
13,30/06/2021,"2,89","0,53","0,42","3,55","0,30","R$ 1,23 B","1,94%"
14,31/03/2021,"7,58","0,71","0,56","5,11","0,39","R$ 1,51 B","1,60%"
15,31/12/2020,"5,10","0,50","0,41","4,19","0,27","R$ 1,12 B","0,00%"
16,30/09/2020,"5,83","0,51","0,44","4,68","0,28","R$ 1,23 B","0,00%"
17,30/06/2020,"5,79","0,42","0,39","4,06","0,24","R$ 1,14 B","0,00%"
18,31/03/2020,"9,72","0,46","0,41","4,12","0,26","R$ 1,28 B","0,00%"
19,31/12/2019,"5,92","0,29","0,25","2,53","0,17","R$ 664,07 M","1,09%"
20,30/09/2019,"5,84","0,36","0,33","3,36","0,21","R$ 534,51 M","0,89%"
21,30/06/2019,"7,18","0,36","0,33","3,44","0,21","R$ 568,12 M","0,91%"
22,31/03/2019,"14,14","0,30","0,29","3,25","0,17","R$ 599,10 M","1,10%"
23,31/12/2018,"13,75","0,32","0,32","4,36","0,18","R$ 560,80 M","1,55%"
24,30/09/2018,"-85,27","0,34","0,33","2,67","0,20","R$ 571,23 M","1,49%"
