,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_ativo_total,market_cap_empresa,divdend_yield
25,30/06/2018,"14,17","0,26","0,26","2,26","0,16","R$ 509,26 M","1,92%"
26,31/03/2018,"11,42","0,34","0,35","2,92","0,21","R$ 578,60 M","1,45%"
27,31/12/2017,"12,06","0,41","0,42","3,48","0,25","R$ 631,98 M","0,98%"
28,30/09/2017,"7,11","0,29","0,31","2,51","0,18","R$ 414,35 M","1,37%"
29,30/06/2017,"11,06","0,23","0,24","2,45","0,14","R$ 306,67 M","1,81%"
30,31/03/2017,"10,00","0,29","0,31","3,26","0,18","R$ 361,28 M","1,39%"
31,31/12/2016,"8,74","0,24","0,26","2,90","0,15","R$ 319,86 M","0,26%"
32,30/09/2016,"12,00","0,23","0,24","2,81","0,14","R$ 309,43 M","0,27%"
33,30/06/2016,"16,22","0,26","0,27","2,30","0,16","R$ 330,90 M","0,24%"
34,31/03/2016,"17,79","0,19","0,20","1,81","0,11","R$ 276,29 M","0,33%"
35,31/12/2015,"22,92","0,21","0,21","1,81","0,12","R$ 284,88 M","1,61%"
36,30/09/2015,"17,74","0,22","0,22","1,90","0,13","R$ 298,12 M","1,51%"
37,30/06/2015,"12,47","0,24","0,24","2,02","0,14","R$ 311,62 M","1,39%"
38,31/03/2015,"17,27","0,26","0,27","2,49","0,16","R$ 514,74 M","1,26%"
39,31/12/2014,"9,91","0,23","0,24","2,25","0,14","R$ 492,06 M","0,00%"
40,30/09/2014,"12,78","0,34","0,36","5,05","0,21","R$ 576,73 M","4,75%"
41,30/06/2014,"6,93","0,35","0,37","4,65","0,21","R$ 580,41 M","4,69%"
42,31/03/2014,"6,16","0,43","0,44","4,67","0,26","R$ 640,55 M","3,83%"
43,31/12/2013,"5,99","0,47","0,48","4,44","0,28","R$ 665,09 M","3,56%"
44,30/09/2013,"5,29","0,53","0,56","5,09","0,33","R$ 714,80 M","2,90%"
45,30/06/2013,"4,61","0,43","0,46","4,31","0,26","R$ 629,50 M","3,68%"
46,31/03/2013,"7,57","0,65","0,71","7,24","0,39","R$ 779,22 M","2,50%"
47,31/12/2012,"9,75","0,81","0,89","11,17","0,48","R$ 882,92 M","2,45%"
48,30/09/2012,"8,34","0,72","0,79","7,60","0,43","R$ 815,43 M","3,52%"
49,30/06/2012,"7,74","0,59","0,65","10,67","0,34","R$ 710,50 M","4,45%"
50,31/03/2012,"9,46","0,74","0,82","7,07","0,43","R$ 809,29 M","3,56%"
51,31/12/2011,"7,99","0,71","0,78","6,59","0,41","R$ 685,76 M","3,39%"
52,30/09/2011,"9,21","0,66","0,74","5,24","0,38","R$ 651,40 M","3,98%"
53,30/06/2011,"3,87","0,50","0,58","2,93","0,30","R$ 544,02 M","5,29%"
54,31/03/2011,"6,20","0,80","0,94","4,92","0,47","R$ 699,35 M","3,38%"
55,31/12/2010,"6,99","0,89","1,06","5,09","0,52","R$ 745,37 M","3,02%"
56,30/09/2010,"5,98","0,74","0,81","45,55","0,42","R$ 597,49 M","0,00%"
57,30/06/2010,"2,97","0,85","0,90","5,30","0,49","R$ 716,99 M","0,00%"
58,31/03/2010,"2,37","0,69","0,76","4,46","0,41","R$ 545,77 M","0,00%"
59,31/12/2009,"2,38","0,69","0,77","4,89","0,42","R$ 537,48 M","0,00%"
60,30/09/2009,"2,46","0,73","0,74","3,90","0,44","R$ 484,98 M","0,00%"
61,30/06/2009,"11,80","0,98","0,80","3,32","0,46","R$ 484,98 M","0,00%"
62,31/03/2009,"11,05","1,00","0,79","3,27","0,47","R$ 484,98 M","0,00%"
63,31/12/2008,"9,07","1,01","0,77","3,42","0,47","R$ 484,98 M","0,00%"
64,30/09/2008,"9,23","1,06","0,78",NA,"0,47","R$ 484,98 M","0,00%"
65,30/06/2008,"6,82","1,06","0,82",NA,"0,50","R$ 484,98 M","0,00%"
66,31/03/2008,"6,95","1,09","0,83",NA,"0,51","R$ 484,98 M","0,00%"
67,31/12/2007,"7,82","1,13","0,86",NA,"0,52","R$ 484,98 M","0,00%"
68,30/09/2007,"4,16","1,20","0,88",NA,"0,52","R$ 484,98 M","0,00%"
69,30/06/2007,"70,98","12,60","9,03",NA,"5,27","R$ 4,85 B","0,00%"
70,31/03/2007,"100,52","12,91","9,24",NA,"5,38","R$ 4,85 B","0,00%"
71,31/12/2006,"192,15","13,24","9,44",NA,"5,42","R$ 4,85 B","0,00%"
72,30/09/2006,"-40,71","366,49","8,94",NA,"5,98","R$ 4,49 B","0,00%"
73,30/06/2006,"-50,39","108,99","9,02",NA,"6,16","R$ 4,49 B","0,00%"
74,31/03/2006,"-49,25","86,46","8,91",NA,"6,19","R$ 4,49 B","0,00%"
75,31/12/2005,"-50,02","68,41","8,93",NA,"6,19","R$ 4,49 B","0,00%"
76,30/09/2005,"-142,82","36,04","8,99",NA,"5,47","R$ 4,49 B","0,00%"
77,30/06/2005,"-173,63","33,93","8,77",NA,"5,52","R$ 4,49 B","0,00%"
78,31/03/2005,"-138,66","30,94","8,99",NA,"5,49","R$ 4,49 B","0,00%"
79,31/12/2004,"-124,24","28,90","9,25",NA,"5,63","R$ 4,49 B","0,00%"
80,30/09/2004,"-68,12","29,16","9,38",NA,"5,62","R$ 4,49 B","0,00%"
81,30/06/2004,"-57,52","28,16","9,84",NA,"5,72","R$ 4,49 B","0,00%"
82,31/03/2004,"-95,16","25,49","10,42",NA,"5,83","R$ 4,49 B","0,00%"
83,31/12/2003,"-101,61","23,36","10,73",NA,"5,97","R$ 4,49 B","0,00%"
84,30/09/2003,"-3.324,63","20,36","11,03",NA,"6,03","R$ 4,49 B","0,00%"
85,30/06/2003,"-134,64","19,12","11,36",NA,"6,27","R$ 4,49 B","0,00%"
86,31/03/2003,"-115,86","19,63","11,71",NA,"6,36","R$ 4,49 B","0,00%"
87,31/12/2002,"-149,26","18,48","12,01",NA,"6,29","R$ 4,49 B","0,00%"
88,30/09/2002,"-83,09","19,60","12,61",NA,"6,12","R$ 4,49 B","0,00%"
89,30/06/2002,"-118,25","16,31","13,19",NA,"6,25","R$ 4,49 B","0,00%"
90,31/03/2002,"-1,63","0,37","0,29",NA,"0,14","R$ 1,26 B","0,00%"
91,31/12/2001,"-1,40","0,36","0,29",NA,"0,14","R$ 1,26 B","0,00%"
92,30/06/2001,"-2,86","0,33","0,31",NA,"0,15","R$ 1,27 B","0,00%"
93,31/03/2001,"-5,23","0,31","0,31",NA,"0,15","R$ 1,27 B","0,00%"
94,31/12/2000,"-20,96","0,30","0,32",NA,"0,15","R$ 1,27 B","0,00%"
95,30/09/2000,"61,29","0,29","0,33",NA,"0,16","R$ 1,27 B","0,00%"
96,30/06/2000,"-12,41","0,29","0,34",NA,"0,16","R$ 1,27 B","0,00%"
97,31/03/2000,"-6,51","0,29","0,35",NA,"0,16","R$ 1,27 B","0,00%"
