,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 439,05 M","- R$ 333,99 M","- R$ 108,15 M","- R$ 3,10 M"
1,31/03/2024,"R$ 467,06 M","- R$ 358,14 M","- R$ 115,85 M","- R$ 6,93 M"
2,31/12/2023,"R$ 524,17 M","- R$ 407,77 M","- R$ 105,93 M","R$ 10,48 M"
3,30/09/2023,"R$ 279,41 M","- R$ 325,71 M","R$ 39,80 M","- R$ 6,50 M"
4,30/06/2023,"R$ 303,34 M","- R$ 336,59 M","R$ 64,46 M","R$ 31,21 M"
5,31/03/2023,"R$ 265,84 M","- R$ 319,70 M","R$ 63,99 M","R$ 10,13 M"
6,31/12/2022,"R$ 177,22 M","- R$ 247,90 M","R$ 48,63 M","- R$ 22,06 M"
7,30/09/2022,"R$ 404,87 M","- R$ 449,51 M","R$ 46,01 M","R$ 1,38 M"
8,30/06/2022,"R$ 418,80 M","- R$ 460,04 M","R$ 32,66 M","- R$ 8,58 M"
9,31/03/2022,"R$ 466,96 M","- R$ 439,51 M","- R$ 32,98 M","- R$ 5,53 M"
10,31/12/2021,"R$ 517,99 M","- R$ 428,29 M","- R$ 51,96 M","R$ 37,74 M"
11,30/09/2021,"R$ 261,30 M","- R$ 220,88 M","- R$ 36,15 M","R$ 4,27 M"
12,30/06/2021,"R$ 253,23 M","- R$ 186,56 M","- R$ 50,41 M","R$ 16,25 M"
13,31/03/2021,"R$ 214,04 M","- R$ 175,49 M","- R$ 24,12 M","R$ 14,43 M"
14,31/12/2020,"R$ 175,34 M","- R$ 179,33 M","R$ 3,04 M","- R$ 951,00 mil"
15,30/09/2020,"R$ 157,18 M","- R$ 140,31 M","R$ 569,00 mil","R$ 17,44 M"
16,30/06/2020,"R$ 145,95 M","- R$ 120,24 M","- R$ 21,60 M","R$ 4,12 M"
17,31/03/2020,"R$ 154,98 M","- R$ 112,47 M","- R$ 34,41 M","R$ 8,10 M"
18,31/12/2019,"R$ 153,56 M","- R$ 122,76 M","- R$ 31,82 M","- R$ 1,02 M"
19,30/09/2019,"R$ 141,81 M","- R$ 168,89 M","R$ 20,52 M","- R$ 6,56 M"
20,30/06/2019,"R$ 134,55 M","- R$ 162,87 M","R$ 19,86 M","- R$ 8,46 M"
21,31/03/2019,"R$ 118,45 M","- R$ 157,50 M","R$ 38,77 M","- R$ 286,00 mil"
22,31/12/2018,"R$ 91,37 M","- R$ 124,03 M","R$ 34,71 M","R$ 2,04 M"
23,30/09/2018,"R$ 155,25 M","- R$ 112,69 M","- R$ 35,87 M","R$ 6,70 M"
24,30/06/2018,"R$ 142,03 M","- R$ 119,15 M","- R$ 12,77 M","R$ 10,11 M"
25,31/03/2018,"R$ 145,63 M","- R$ 117,19 M","- R$ 37,64 M","- R$ 9,20 M"
26,31/12/2017,"R$ 145,32 M","- R$ 108,12 M","- R$ 44,05 M","- R$ 6,85 M"
27,30/09/2017,"R$ 144,13 M","- R$ 104,09 M","- R$ 41,30 M","- R$ 1,25 M"
28,30/06/2017,"R$ 111,44 M","- R$ 88,31 M","- R$ 33,23 M","- R$ 10,10 M"
29,31/03/2017,"R$ 108,95 M","- R$ 85,69 M","- R$ 9,15 M","R$ 14,12 M"
30,31/12/2016,"R$ 101,36 M","- R$ 93,84 M","R$ 2,44 M","R$ 9,96 M"
31,30/09/2016,"R$ 98,94 M","- R$ 89,05 M","- R$ 5,89 M","R$ 4,00 M"
32,30/06/2016,"R$ 135,02 M","- R$ 89,43 M","- R$ 37,28 M","R$ 8,31 M"
33,31/03/2016,"R$ 125,57 M","- R$ 93,54 M","- R$ 38,06 M","- R$ 6,03 M"
34,31/12/2015,"R$ 133,29 M","- R$ 86,91 M","- R$ 49,93 M","- R$ 3,56 M"
35,30/09/2015,"R$ 135,19 M","- R$ 96,10 M","- R$ 35,63 M","R$ 3,45 M"
36,30/06/2015,"R$ 137,27 M","- R$ 97,08 M","- R$ 38,01 M","R$ 2,18 M"
