,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao
0,30/06/2024,"R$ 15,32 B","R$ 4,30 B","R$ 1,95",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
1,31/03/2024,"R$ 14,62 B","R$ 5,08 B","R$ 2,30",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
2,31/12/2023,"R$ 14,27 B","R$ 4,65 B","R$ 2,10",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
3,30/09/2023,"R$ 14,34 B","R$ 4,45 B","R$ 2,02",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
4,30/06/2023,"R$ 13,16 B","R$ 3,81 B","R$ 1,73",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
5,31/03/2023,"R$ 12,91 B","R$ 3,30 B","R$ 1,50",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
6,31/12/2022,"R$ 12,79 B","R$ 2,89 B","R$ 1,31",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
7,30/09/2022,"R$ 12,71 B","R$ 4,35 B","R$ 1,97",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
8,30/06/2022,"R$ 12,78 B","R$ 3,98 B","R$ 1,80",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
9,31/03/2022,"R$ 12,06 B","R$ 3,68 B","R$ 1,66",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
10,31/12/2021,"R$ 12,13 B","R$ 3,36 B","R$ 1,52",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
11,30/09/2021,"R$ 12,79 B","R$ 3,61 B","R$ 1,63",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
12,30/06/2021,"R$ 12,47 B","R$ 3,56 B","R$ 1,61",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
13,31/03/2021,"R$ 12,61 B","R$ 3,48 B","R$ 1,58",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
14,31/12/2020,"R$ 12,24 B","R$ 3,37 B","R$ 1,53",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
15,30/09/2020,"R$ 12,49 B","R$ 3,63 B","R$ 1,64",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
16,30/06/2020,"R$ 11,48 B","R$ 3,36 B","R$ 1,52",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
17,31/03/2020,"R$ 11,23 B","R$ 3,42 B","R$ 1,55",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
18,31/12/2019,"R$ 9,96 B","R$ 3,30 B","R$ 1,49",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
19,30/09/2019,"R$ 10,06 B","R$ 3,28 B","R$ 1,49",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
20,30/06/2019,"R$ 9,63 B","R$ 3,11 B","R$ 1,41",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
21,31/03/2019,"R$ 9,56 B","R$ 3,06 B","R$ 1,38",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
22,31/12/2018,"R$ 9,06 B","R$ 3,01 B","R$ 1,36",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
23,30/09/2018,"R$ 8,93 B","R$ 2,76 B","R$ 1,25",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
24,30/06/2018,"R$ 9,40 B","R$ 2,63 B","R$ 1,19",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
25,31/03/2018,"R$ 8,30 B","R$ 2,58 B","R$ 1,17",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
26,31/12/2017,"R$ 8,60 B","R$ 2,58 B","R$ 1,17",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
27,30/09/2017,"R$ 8,10 B","R$ 2,35 B","R$ 1,06",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
28,30/06/2017,"R$ 7,78 B","R$ 2,16 B","R$ 0,98",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
29,31/03/2017,"R$ 7,52 B","R$ 2,13 B","R$ 0,97",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
30,31/12/2016,"R$ 7,79 B","R$ 2,12 B","R$ 0,96",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
31,30/09/2016,"R$ 6,93 B","R$ 2,07 B","R$ 0,94",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
32,30/06/2016,"R$ 6,91 B","R$ 1,98 B","R$ 0,90",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
33,31/03/2016,"R$ 6,74 B","R$ 1,89 B","R$ 0,85",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
34,31/12/2015,"R$ 6,86 B","R$ 1,84 B","R$ 0,84",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
35,30/09/2015,"R$ 6,59 B","R$ 1,81 B","R$ 0,82",2.204.620.569,4.453.438,4.453.438,2.209.074.007,0,0,0,0,2.204.620.569,4.453.438,2.209.074.007
