,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 160,24 M","- R$ 204,03 M","R$ 89,23 M","R$ 45,44 M"
1,31/03/2024,"R$ 157,40 M","- R$ 177,06 M","- R$ 24,90 M","- R$ 44,56 M"
2,31/12/2023,"R$ 157,21 M","- R$ 164,67 M","- R$ 11,65 M","- R$ 19,11 M"
3,30/09/2023,"R$ 117,87 M","- R$ 188,30 M","- R$ 9,80 M","- R$ 80,23 M"
4,30/06/2023,"R$ 77,33 M","- R$ 277,06 M","R$ 30,52 M","- R$ 169,22 M"
5,31/03/2023,"R$ 110,31 M","- R$ 515,27 M","- R$ 53,18 M","- R$ 458,15 M"
6,31/12/2022,"R$ 98,32 M","- R$ 744,46 M","- R$ 107,65 M","- R$ 753,79 M"
7,30/09/2022,"R$ 136,70 M","- R$ 1,40 B","R$ 743,98 M","- R$ 519,99 M"
8,30/06/2022,"R$ 216,83 M","- R$ 1,79 B","R$ 1,85 B","R$ 271,96 M"
9,31/03/2022,"R$ 187,17 M","- R$ 1,54 B","R$ 1,90 B","R$ 543,91 M"
10,31/12/2021,"R$ 153,21 M","- R$ 1,24 B","R$ 1,96 B","R$ 878,99 M"
11,30/09/2021,"R$ 166,23 M",NA,"R$ 1,11 B","R$ 721,57 M"
12,30/06/2021,"R$ 45,56 M","- R$ 475,44 M","R$ 1,16 B","R$ 730,44 M"
13,31/03/2021,"R$ 38,03 M","- R$ 98,98 M","- R$ 13,42 M","- R$ 74,37 M"
14,31/12/2020,"R$ 80,06 M","- R$ 86,23 M","R$ 3,71 M","- R$ 2,46 M"
