,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"-7,49%","-7,38%","-11,34%","-11,18%","-19,31%","-6,20%","30,89%","-14,07%","-13,16%","-8,41%","0,44","3,00","2,00","-3,92"
1,30/06/2024,"-8,66%","-8,45%","-13,11%","-12,81%","-22,32%","-7,23%","31,45%","-16,15%","-15,14%","-10,47%","0,45","3,18","2,18","-4,91"
2,31/03/2024,"11,01%","10,64%","16,68%","16,13%","8,22%","2,69%","32,31%","5,99%","19,12%","23,74%","0,45","3,13","2,13","2,07"
3,31/12/2023,"11,40%","10,86%","17,28%","16,46%","7,40%","2,43%","32,54%","5,47%","19,36%","24,03%","0,44","3,12","2,12","1,95"
4,30/09/2023,"13,18%","11,25%","19,97%","17,05%","6,58%","2,24%","33,42%","5,00%","19,87%","24,78%","0,45","3,11","2,11","1,91"
5,30/06/2023,"13,01%","11,16%","19,72%","16,91%","6,88%","2,49%","34,17%","5,59%","20,07%","25,12%","0,45","3,09","2,09","2,02"
6,31/03/2023,"13,80%","11,47%","20,90%","17,38%","6,28%","2,32%","35,10%","5,36%","19,50%","24,62%","0,43","3,06","2,06","2,14"
7,31/12/2022,"13,68%","12,74%","20,72%","19,30%","6,31%","2,53%","35,35%","5,87%","19,16%","24,27%","0,43","3,05","2,05","2,24"
8,30/09/2022,"13,59%","20,82%","20,59%","31,54%","7,26%","4,44%","36,60%","7,22%","18,93%","23,72%","0,61","2,94","1,94","2,40"
9,30/06/2022,NA,NA,NA,NA,NA,NA,"38,08%","11,69%","21,88%","26,17%",NA,"2,76","1,76","1,64"
10,31/03/2022,NA,NA,NA,NA,NA,NA,"38,36%","12,55%","22,47%","26,64%",NA,"2,71","1,71","1,44"
11,31/12/2021,NA,NA,NA,NA,NA,NA,"39,51%","14,15%","23,65%","27,64%",NA,"2,49","1,49","0,39"
12,30/09/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,64","0,64","-3,02"
13,30/06/2021,"16,08%","36,67%","24,36%","55,56%","49,97%","11,02%","44,28%","14,50%","23,61%","27,77%","0,76","1,65","0,65","-2,37"
14,31/03/2021,"10,78%","24,58%","16,33%","37,24%","32,06%","7,07%","41,17%","10,81%","18,38%","23,30%","0,65","4,16","3,16","0,85"
15,31/12/2020,NA,NA,NA,NA,NA,NA,"40,41%","10,12%","16,27%","21,63%",NA,"4,54","3,54","0,78"
