,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/09/2024,"-4,80%","1,27%","-7,28%","1,93%","19,55%","-21,79%","48,08%","-23,37%","-1,49%","8,51%","0,93","-0,64","-1,64","5,69"
1,30/06/2024,"-24,66%","7,43%","-37,37%","11,26%","24,61%","-24,58%","50,64%","-27,89%","-7,81%","1,83%","0,88","-0,71","-1,71","26,09"
2,31/03/2024,"-51,78%","26,79%","-78,45%","40,59%","40,55%","-33,07%","51,94%","-39,03%","-21,40%","-10,83%","0,85","-0,76","-1,76","-4,69"
3,31/12/2023,"-87,94%","43,75%","-133,24%","66,28%","58,00%","-35,34%","51,88%","-43,82%","-25,94%","-16,04%","0,81","-0,87","-1,87","-2,87"
4,30/09/2023,"-301,93%","-188,20%","-457,47%","-285,16%","-796,69%","-63,32%","50,73%","-140,44%","-119,63%","-108,77%","0,45","-0,90","-1,90","-0,40"
5,30/06/2023,"-362,21%","-304,52%","-548,80%","-461,40%","-547,78%","-55,27%","52,60%","-126,10%","-108,30%","-98,20%","0,44","-1,00","-2,00","-0,41"
6,31/03/2023,"-394,16%","-777,30%","-597,21%","-1.177,73%","-331,76%","-48,21%","54,07%","-118,66%","-104,19%","-94,45%","0,41","-1,23","-2,23","-0,40"
7,31/12/2022,"234,98%","2.693,07%","356,03%","4.080,40%","-1.599,95%","-95,39%","55,94%","-126,20%","-113,08%","-102,29%","0,76","-1,64","-2,64","-0,34"
8,30/09/2022,"240,33%","-178,91%","364,13%","-271,07%","-188,57%","-45,86%","58,84%","-65,81%","-58,70%","-49,15%","0,70","12,58","11,58","-0,48"
9,30/06/2022,"-1.316,34%","-121,36%","-1.994,46%","-183,89%","-165,11%","-42,44%","60,72%","-64,32%","-55,99%","-47,70%","0,66","9,91","8,91","-0,01"
10,31/03/2022,"-197,98%","-86,73%","-299,97%","-131,42%","-127,44%","-35,79%","61,32%","-51,62%","-43,71%","-36,63%","0,69","6,88","5,88","0,71"
11,31/12/2021,"-195,56%","71,11%","-296,30%","107,74%","173,50%","-35,55%","61,86%","-50,89%","-38,33%","-32,06%","0,70","16,77","15,77","0,28"
12,30/09/2021,"-142,84%","-47,60%","-216,42%","-72,11%","-79,02%","-42,73%","62,76%","-84,18%","-71,69%","-64,85%","0,51","4,11","3,11","0,16"
13,30/06/2021,"-88,52%","-44,03%","-134,12%","-66,72%","-74,34%","-39,81%","63,97%","-92,78%","-78,69%","-70,67%","0,43","3,89","2,89","0,11"
14,31/03/2021,"-78,86%","-43,64%","-119,49%","-66,11%","-73,17%","-40,17%","62,82%","-116,89%","-101,08%","-91,25%","0,34","3,56","2,56","0,09"
15,31/12/2020,"-98,54%","-47,68%","-149,31%","-72,25%","-71,52%","-44,20%","62,65%","-175,32%","-171,31%","-160,11%","0,25","-4,88","-5,88","0,06"
16,30/09/2020,"-59,27%","-30,05%","-89,81%","-45,52%","-75,82%","-32,82%","65,58%","-126,70%","-116,95%","-106,27%","0,26","1,85","0,85","0,09"
17,30/06/2020,"-55,87%","-29,95%","-84,65%","-45,38%","-74,24%","-33,11%","67,36%","-128,53%","-115,25%","-104,97%","0,26","1,87","0,87","0,07"
18,31/03/2020,"-196,83%","-48,22%","-298,23%","-73,06%","-69,71%","-41,56%","72,18%","-113,07%","-99,07%","-89,11%","0,37","1,82","0,82","0,07"
19,31/12/2019,"-302,70%","-27,61%","-458,64%","-41,83%","-39,61%","-25,67%","72,37%","-65,48%","-53,25%","-44,02%","0,39","1,62","0,62","0,14"
20,30/09/2019,"-131,51%","-19,43%","-199,26%","-29,44%","-29,57%","-20,63%","75,53%","-56,78%","-43,31%","-35,16%","0,36","2,31","1,31","-2,08"
21,30/06/2019,"-120,05%","-19,92%","-181,90%","-30,17%","-29,88%","-20,37%","77,10%","-57,35%","-47,20%","-39,41%","0,36","2,24","1,24","-1,86"
22,31/03/2019,"-101,38%","-20,13%","-153,60%","-30,50%","-31,07%","-20,72%","80,16%","-59,78%","-50,77%","-44,14%","0,35","1,68","0,68","0,65"
