,data,retorno_sem_capital_tangivel,retorno_sem_capital_investido,retorno_sem_capital_tangivel_pre_imposto,retorno_sem_capital_investido_pre_imposto,retorno_sem_patrimonio_liq_inicial,retorno_sem_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda
0,30/06/2024,"3,04%","1,95%","4,61%","2,95%","1,12%","0,69%","64,57%","1,05%","3,51%","19,65%","0,66","1,60","0,60","1,33"
1,31/03/2024,"1,85%","1,19%","2,80%","1,80%","1,07%","0,67%","65,35%","1,00%","2,11%","17,92%","0,67","1,60","0,60","1,47"
2,31/12/2023,"2,94%","1,82%","4,45%","2,76%","2,44%","1,43%","65,67%","2,05%","2,93%","18,18%","0,70","1,60","0,60","1,41"
3,30/09/2023,"18,81%","11,72%","28,49%","17,75%","-34,12%","15,40%","64,99%","21,51%","19,07%","34,89%","0,72","1,64","0,64","0,72"
4,30/06/2023,"18,57%","11,60%","28,14%","17,57%","-26,94%","11,11%","64,33%","15,19%","18,81%","34,98%","0,73","1,62","0,62","0,70"
5,31/03/2023,"20,17%","12,69%","30,56%","19,22%","-20,62%","7,89%","63,44%","11,01%","20,55%","36,56%","0,72","1,60","0,60","0,65"
6,31/12/2022,"19,00%","12,07%","28,78%","18,29%","-10,47%","3,63%","61,96%","5,19%","20,06%","35,96%","0,70","1,70","0,70","0,63"
7,30/09/2022,"-50,16%","-22,11%","-76,00%","-33,49%","-621,97%","-39,19%","58,11%","-77,23%","-55,44%","-40,07%","0,51","-2,21","-3,21","-4,37"
8,30/06/2022,"-48,59%","-22,13%","-73,62%","-33,53%","-444,49%","-38,02%","57,01%","-80,23%","-60,01%","-44,96%","0,47","-2,42","-3,42","-4,01"
9,31/03/2022,"-50,58%","-23,46%","-76,64%","-35,54%","-346,06%","-39,00%","54,02%","-87,73%","-69,12%","-53,03%","0,44","-2,61","-3,61","-3,53"
10,31/12/2021,"-50,72%","-24,07%","-76,85%","-36,47%","-290,55%","-37,32%","52,20%","-91,83%","-77,35%","-59,94%","0,41","-2,88","-3,88","-3,23"
