,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao
0,30/06/2024,"R$ 290,17 M","R$ 187,75 M","R$ 19,68 M","- R$ 43,88 M","R$ 63,55 M","R$ 5,70 M","R$ 0,05"
1,31/03/2024,"R$ 248,13 M","R$ 155,11 M","- R$ 2,25 M","- R$ 43,99 M","R$ 41,73 M","- R$ 5,28 M","- R$ 0,05"
2,31/12/2023,"R$ 281,85 M","R$ 189,68 M","R$ 13,99 M","- R$ 45,77 M","R$ 59,76 M","R$ 9,75 M","R$ 0,09"
3,30/09/2023,"R$ 274,53 M","R$ 174,26 M","R$ 7,02 M","- R$ 43,07 M","R$ 50,09 M","R$ 1,30 M","R$ 0,01"
4,30/06/2023,"R$ 288,28 M","R$ 195,13 M","R$ 4,26 M","- R$ 40,00 M","R$ 44,26 M","R$ 5,16 M","R$ 0,05"
5,31/03/2023,"R$ 265,17 M","R$ 169,77 M","R$ 7,21 M","- R$ 40,48 M","R$ 47,69 M","R$ 6,57 M","R$ 0,06"
6,31/12/2022,"R$ 277,50 M","R$ 179,26 M","R$ 192,28 M","- R$ 51,41 M","R$ 243,69 M","R$ 224,81 M","R$ 0,26"
7,30/09/2022,"R$ 287,28 M","R$ 175,18 M","R$ 6,53 M","- R$ 49,00 M","R$ 55,53 M","- R$ 66,71 M","- R$ 0,97"
8,30/06/2022,"R$ 268,36 M","R$ 172,61 M","R$ 19,66 M","- R$ 36,19 M","R$ 55,85 M","- R$ 43,77 M","- R$ 0,64"
9,31/03/2022,"R$ 232,77 M","R$ 133,44 M","- R$ 4,66 M","- R$ 32,94 M","R$ 28,28 M","- R$ 59,05 M","- R$ 0,86"
10,31/12/2021,"R$ 287,32 M","R$ 143,87 M","- R$ 617,89 M","- R$ 47,18 M","- R$ 570,72 M","- R$ 661,20 M","- R$ 9,60"
11,30/09/2021,"R$ 225,08 M","R$ 127,92 M","- R$ 5,36 M","- R$ 36,23 M","R$ 30,87 M","- R$ 49,14 M","- R$ 0,71"
12,30/06/2021,"R$ 195,62 M","R$ 102,94 M","- R$ 22,40 M","- R$ 35,05 M","R$ 12,65 M","- R$ 55,94 M","- R$ 0,81"
13,31/03/2021,"R$ 167,90 M","R$ 82,48 M","- R$ 31,86 M","- R$ 34,06 M","R$ 2,19 M","R$ 0,00","R$ 0,00"
14,31/12/2020,"R$ 203,12 M","R$ 85,76 M","- R$ 341,75 M","- R$ 51,21 M","- R$ 290,54 M","- R$ 347,01 M","- R$ 5,04"
15,30/09/2020,"R$ 141,81 M","R$ 59,13 M","- R$ 82,06 M","R$ 612,35 M","- R$ 694,41 M","- R$ 112,10 M","- R$ 1,63"
16,30/06/2020,"R$ 45,20 M","R$ 17,71 M","- R$ 117,94 M","- R$ 47,16 M","- R$ 70,78 M","- R$ 146,71 M","- R$ 2,13"
17,31/03/2020,"R$ 208,69 M","R$ 132,51 M","- R$ 713,93 M","- R$ 708,76 M","- R$ 5,18 M","R$ 0,00","R$ 0,00"
18,31/12/2019,"R$ 246,61 M","- R$ 4,47 M","- R$ 191,12 M","- R$ 58,21 M","- R$ 132,92 M","- R$ 168,89 M","- R$ 2,45"
19,30/09/2019,"R$ 212,14 M","R$ 133,20 M","- R$ 19,90 M","- R$ 40,08 M","R$ 20,18 M","- R$ 52,28 M","- R$ 1,01"
20,30/06/2019,"R$ 244,93 M","R$ 152,27 M","R$ 101,27 M","- R$ 38,37 M","R$ 139,63 M","R$ 41,21 M","R$ 0,80"
21,31/03/2019,"R$ 250,40 M","R$ 172,41 M","R$ 22,93 M","- R$ 32,69 M","R$ 55,62 M","R$ 0,00","R$ 0,00"
