,data,fluxo_caixa_operacional,fluxo_caixa_investimentos,fluxo_caixa_financiamentos,fluxo_caixa_equivalentes
0,30/06/2024,"R$ 2,40 B","- R$ 1,80 B","- R$ 1,16 B","- R$ 554,97 M"
1,31/03/2024,"R$ 2,30 B","- R$ 1,37 B","- R$ 927,72 M","- R$ 196,00 mil"
2,31/12/2023,"R$ 2,14 B","- R$ 873,36 M","- R$ 1,26 B","R$ 7,32 M"
3,30/09/2023,"R$ 1,79 B","- R$ 643,01 M","- R$ 1,08 B","R$ 65,72 M"
4,30/06/2023,"R$ 1,85 B","- R$ 169,96 M","- R$ 1,05 B","R$ 630,49 M"
5,31/03/2023,"R$ 2,25 B","- R$ 838,95 M","- R$ 1,58 B","- R$ 170,97 M"
6,31/12/2022,"R$ 2,01 B","- R$ 996,85 M","- R$ 939,70 M","R$ 77,63 M"
7,30/09/2022,"R$ 1,81 B","- R$ 946,60 M","- R$ 896,84 M","- R$ 36,66 M"
8,30/06/2022,"R$ 1,09 B","- R$ 774,75 M","- R$ 418,97 M","- R$ 100,69 M"
9,31/03/2022,"R$ 309,84 M","- R$ 12,05 M","- R$ 224,74 M","R$ 73,06 M"
10,31/12/2021,"R$ 342,70 M","R$ 765,92 M","- R$ 1,38 B","- R$ 273,70 M"
11,30/09/2021,"R$ 411,80 M","R$ 570,13 M","- R$ 1,26 B","- R$ 280,22 M"
12,30/06/2021,"R$ 1,20 B","- R$ 297,90 M","- R$ 1,21 B","- R$ 305,47 M"
13,31/03/2021,"R$ 1,48 B","- R$ 339,51 M","- R$ 1,21 B","- R$ 67,64 M"
14,31/12/2020,"R$ 1,65 B","- R$ 1,60 B","R$ 191,98 M","R$ 242,65 M"
15,30/09/2020,"R$ 1,51 B","- R$ 1,62 B","R$ 322,47 M","R$ 215,00 M"
16,30/06/2020,"R$ 1,15 B","- R$ 1,10 B","R$ 329,10 M","R$ 381,48 M"
17,31/03/2020,"R$ 937,37 M","- R$ 1,06 B","R$ 384,89 M","R$ 264,47 M"
18,31/12/2019,"R$ 921,57 M","- R$ 796,87 M","- R$ 63,74 M","R$ 60,96 M"
19,30/09/2019,"R$ 804,33 M","- R$ 676,13 M","- R$ 96,15 M","R$ 32,05 M"
20,30/06/2019,"R$ 554,13 M","- R$ 470,13 M","- R$ 17,63 M","R$ 66,36 M"
21,31/03/2019,"R$ 545,39 M","- R$ 605,50 M","- R$ 75,21 M","- R$ 135,31 M"
22,31/12/2018,"R$ 311,30 M","- R$ 419,25 M","- R$ 88,18 M","- R$ 196,13 M"
23,30/09/2018,"R$ 99,58 M","- R$ 278,63 M","R$ 234,77 M","R$ 55,72 M"
24,30/06/2018,"R$ 139,19 M","- R$ 436,23 M","R$ 230,01 M","- R$ 67,03 M"
25,31/03/2018,"R$ 145,71 M","- R$ 128,13 M","R$ 61,79 M","R$ 79,37 M"
26,31/12/2017,"R$ 181,31 M","- R$ 164,24 M","R$ 52,92 M","R$ 70,00 M"
27,30/09/2017,"R$ 473,08 M","- R$ 291,49 M","- R$ 182,19 M","- R$ 604,00 mil"
28,30/06/2017,"R$ 545,27 M","- R$ 333,84 M","- R$ 348,54 M","- R$ 137,12 M"
29,31/03/2017,"R$ 569,30 M","- R$ 736,20 M","R$ 217,44 M","R$ 50,53 M"
30,31/12/2016,"R$ 507,04 M","- R$ 713,13 M","R$ 186,83 M","- R$ 19,26 M"
31,30/09/2016,"R$ 439,11 M","- R$ 585,60 M","R$ 168,74 M","R$ 22,24 M"
32,30/06/2016,"R$ 305,87 M","- R$ 392,05 M","R$ 239,75 M","R$ 153,57 M"
33,31/03/2016,"R$ 191,02 M","R$ 73,51 M","- R$ 331,53 M","- R$ 66,99 M"
34,31/12/2015,"R$ 255,11 M","R$ 105,85 M","- R$ 298,85 M","R$ 62,11 M"
35,30/09/2015,"R$ 128,08 M","R$ 22,05 M","- R$ 243,30 M","- R$ 93,17 M"
36,30/06/2015,"R$ 284,76 M","- R$ 224,75 M","- R$ 506,92 M","- R$ 446,91 M"
37,31/03/2015,"R$ 371,86 M","- R$ 653,14 M","R$ 326,00 M","R$ 44,73 M"
38,31/12/2014,"R$ 328,32 M","- R$ 694,38 M","R$ 368,67 M","R$ 2,61 M"
39,30/09/2014,"R$ 354,25 M","- R$ 615,36 M","R$ 248,52 M","- R$ 12,60 M"
40,30/06/2014,"R$ 322,17 M","- R$ 592,95 M","R$ 565,71 M","R$ 294,92 M"
41,31/03/2014,"R$ 526,69 M","- R$ 442,64 M","- R$ 160,99 M","- R$ 76,94 M"
42,31/12/2013,"R$ 442,19 M","- R$ 340,21 M","- R$ 96,57 M","R$ 5,40 M"
43,30/09/2013,"R$ 318,95 M","- R$ 278,17 M","- R$ 63,31 M","- R$ 22,53 M"
44,30/06/2013,"R$ 311,95 M","- R$ 125,18 M","- R$ 32,08 M","R$ 154,70 M"
45,31/03/2013,"R$ 62,98 M","- R$ 18,11 M","- R$ 54,05 M","- R$ 9,17 M"
46,31/12/2012,"R$ 210,90 M","- R$ 90,56 M","- R$ 156,62 M","- R$ 36,27 M"
47,30/09/2012,"R$ 370,38 M","- R$ 121,15 M","- R$ 209,07 M","R$ 40,16 M"
48,30/06/2012,"R$ 302,02 M","- R$ 132,10 M","- R$ 310,71 M","- R$ 140,78 M"
49,31/03/2012,"R$ 329,49 M","- R$ 111,07 M","- R$ 151,09 M","R$ 67,32 M"
50,31/12/2011,"R$ 244,70 M","- R$ 100,95 M","- R$ 94,23 M","R$ 49,52 M"
51,30/09/2011,"R$ 277,79 M","- R$ 139,76 M","- R$ 160,85 M","- R$ 22,82 M"
52,30/06/2011,"R$ 241,08 M","- R$ 192,92 M","- R$ 60,72 M","- R$ 12,57 M"
53,31/03/2011,"R$ 183,01 M","- R$ 213,06 M","R$ 4,61 M","- R$ 25,45 M"
