,data,preco_lucro,preco_vpa,preco_receita_liq,preco_fco,preco_fcf,preco_ativo_total,preco_ebit,preco_capital_giro,ev_ebit,ev_ebitda,preco_ncav,ev_receita_liquida,ev_fcf,ev_ativo_total,market_cap_empresa,divdend_yield
0,Atual - 08/11/2024,"8,13","1,48","0,36","15,72","902,84","1,01","5,40","2,70","5,74","5,59","16,93","0,38","959,58","1,08","R$ 1,04 B","4,72%"
1,30/06/2024,"8,67","1,58","0,38","16,77","963,03","1,08","5,76","2,88","6,34","6,18","18,06","0,42","1.060,85","1,19","R$ 1,17 B","3,71%"
2,31/03/2024,"9,32","1,50","0,40","9,06","13,22","1,24","6,30","2,65","6,24","6,06","4,23","0,40","13,11","1,23","R$ 1,09 B","4,72%"
3,31/12/2023,"7,53","1,23","0,36","35,28","-64,03","0,86","5,40","2,24","6,01","5,84","11,00","0,40","-71,33","0,95","R$ 863,03 M","4,75%"
4,30/09/2023,"9,82","1,55","0,49","12,40","18,80","1,26","6,97","2,87","6,95","6,74","5,05","0,49","18,74","1,25","R$ 1,04 B","3,35%"
5,30/06/2023,"10,60","1,84","0,54","-33,17","-19,07","1,27","7,68","3,45","6,37","6,20","21,09","0,45","-15,80","1,05","R$ 986,26 M","2,63%"
6,31/03/2023,"6,60","1,25","0,38","-7,74","-6,42","0,93","4,88","2,39","5,02","4,90","6,93","0,39","-6,61","0,96","R$ 808,41 M","5,66%"
7,31/12/2022,"6,83","1,29","0,41","-5,55","-5,15","0,99","5,24","2,49","5,24","5,11","6,07","0,41","-5,15","0,99","R$ 767,98 M","5,41%"
8,30/09/2022,"8,67","1,62","0,55","-17,99","-14,80","1,33","6,95","3,16","6,12","5,95","5,54","0,49","-13,02","1,17","R$ 906,47 M","3,83%"
9,30/06/2022,"7,78","1,36","0,51","109,49","-189,90","1,12","6,31","2,70","5,99","5,80","4,71","0,48","-180,20","1,06","R$ 793,19 M","4,50%"
10,31/03/2022,"10,71","1,91","0,65","16,15","19,64","1,53","8,65","3,91","8,07","7,82","7,79","0,61","18,33","1,43","R$ 1,05 B","2,29%"
11,31/12/2021,"13,05","2,55","0,74","24,89","34,04","2,07","10,14","5,60","8,87","8,62","11,49","0,65","29,80","1,81","R$ 1,26 B","2,00%"
12,30/09/2021,"13,23","2,33","0,71","12,99","14,92","1,90","9,90","4,97","9,85","9,55","9,66","0,71","14,84","1,89","R$ 1,27 B","1,85%"
13,30/06/2021,"14,31","2,57","0,84","20,81","26,41","2,06","10,38","5,57","9,85","9,57","12,08","0,80","25,06","1,95","R$ 1,28 B","1,50%"
14,31/03/2021,"16,57","2,39","0,94","10,54","11,71","1,84","11,69","5,46","9,76","9,39","17,53","0,78","9,77","1,53","R$ 985,82 M","1,46%"
15,31/12/2020,"19,40","2,29","1,07","9,06","10,00","1,85","13,61","5,60","10,83","10,33","13,06","0,85","7,96","1,48","R$ 877,02 M","1,21%"
16,30/09/2020,"12,96","1,66","0,82","9,48","11,01","1,32","10,87","3,90","9,17","8,71","10,11","0,70","9,29","1,11","R$ 678,21 M","1,68%"
17,30/06/2020,"12,70","1,56","0,66","10,67","13,34","1,19","10,93","4,09","10,72","10,14","23,59","0,65","13,09","1,16","R$ 670,97 M","1,87%"
18,31/03/2020,"9,64","1,18","0,46","35,39","317,83","0,95","8,42","3,24","6,90","6,52","9,92","0,38","260,71","0,78","R$ 437,16 M","2,52%"
19,31/12/2019,"11,31","1,34","0,52","26,40","67,20","1,09","10,05","3,82","9,02","8,49","10,83","0,47","60,33","0,98","R$ 507,46 M","1,35%"
20,30/09/2019,"11,74","0,97","0,38","43,56","-694,79","0,76","8,26","2,92","8,03","7,48","15,95","0,37","-675,95","0,74","R$ 395,39 M","1,90%"
21,30/06/2019,"11,55","0,77","0,35","30,47","99,99","0,58","8,14","2,44","7,55","6,92","-78,65","0,33","92,78","0,54","R$ 291,10 M","2,46%"
22,31/03/2019,"11,59","0,51","0,25","49,83","-72,88","0,41","8,23","1,74","8,45","7,55","12,94","0,26","-74,80","0,42","R$ 205,25 M","3,79%"
23,31/12/2018,"15,58","0,65","0,33","-1.265,32","-38,16","0,49","13,42","2,29","12,12","10,31","-27,56","0,30","-34,44","0,45","R$ 236,78 M","0,00%"
24,30/09/2018,"39,44","0,44","0,26","29,68","-234,13","0,35","49,88","1,36","50,83","30,43","6,60","0,26","-238,55","0,36","R$ 176,95 M","0,00%"
25,30/06/2018,"-1.162,98","0,58","0,38","22,21","121,52","0,46","-63,70","1,82","-63,58","-296,00","10,05","0,38","121,28","0,46","R$ 218,32 M","0,00%"
26,31/03/2018,"-7.094,99","0,58","0,41","-498,74","-26,21","0,47","-61,49","1,82","-64,49","17.743,84","5,96","0,43","-27,49","0,50","R$ 235,85 M","0,00%"
27,31/12/2017,"-33,82","0,60","0,46","-353,32","-26,08","0,48","-27,76","1,90","-26,32","-45,95","11,34","0,44","-24,73","0,45","R$ 221,63 M","0,00%"
28,30/09/2017,"-31,23","0,46","0,44","11,63","28,73","0,38","-24,11","1,61","-25,16","-58,53","6,55","0,46","29,99","0,40","R$ 229,78 M","0,00%"
29,30/06/2017,"-13,36","0,39","0,36","12,32","32,27","0,32","-10,78","1,33","-14,77","-21,06","5,97","0,49","44,22","0,43","R$ 227,43 M","0,00%"
30,31/03/2017,"-8,15","0,30","0,29","-134,30","-15,13","0,25","-6,02","1,05","-7,71","-9,76","3,00","0,38","-19,35","0,33","R$ 175,51 M","0,00%"
31,31/12/2016,"-6,71","0,30","0,30","-8,71","-5,70","0,25","-4,85","1,06","-5,50","-6,61","5,18","0,34","-6,47","0,28","R$ 175,51 M","0,00%"
32,30/09/2016,"-11,17","0,30","0,30","-6,22","-4,96","0,26","-6,01","1,01","-7,81","-9,87","2,24","0,39","-6,44","0,33","R$ 175,51 M","0,00%"
33,30/06/2016,"-20,57","0,30","0,29","-3,85","-2,77","0,25","-8,49","1,19","-11,17","-15,91","3,86","0,38","-3,65","0,33","R$ 175,51 M","0,00%"
34,31/03/2016,"86,58","0,29","0,26","-6,35","-3,83","0,25","-20,46","1,09","-24,56","-88,41","2,66","0,32","-4,60","0,30","R$ 175,51 M","0,00%"
35,31/12/2015,"32,15","0,29","0,26","-16,44","-6,48","0,25","-26,04","1,00","-31,62","-402,04","2,45","0,31","-7,87","0,30","R$ 175,51 M","0,00%"
36,30/09/2015,"75,33","0,29","0,22","576,70","-10,27","0,23","-14,01","0,85","-12,87","-25,45","4,16","0,20","-9,43","0,21","R$ 175,51 M","0,00%"
37,30/06/2015,"3,73","0,05","0,04","2,25","4,69","0,04","77,24","0,13","2,61","0,18","0,27","0,00","0,16","0,00","R$ 35,10 M","0,00%"
38,31/03/2015,"10,34","0,05","0,03","3,31","-78,67","0,04","268,32","0,13","-509,97","-10,79","0,24","-0,06","149,53","-0,08","R$ 35,10 M","0,00%"
