,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 2,06 B","R$ 719,28 M","R$ 3,52",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
1,31/03/2024,"R$ 2,03 B","R$ 623,15 M","R$ 3,05",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
2,31/12/2023,"R$ 2,04 B","R$ 617,15 M","R$ 3,02",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
3,30/09/2023,"R$ 1,98 B","R$ 597,32 M","R$ 2,92",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
4,30/06/2023,"R$ 1,89 B","R$ 521,06 M","R$ 2,55",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
5,31/03/2023,"R$ 1,68 B","R$ 451,56 M","R$ 2,21",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
6,31/12/2022,"R$ 1,62 B","R$ 410,24 M","R$ 2,01",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
7,30/09/2022,"R$ 1,47 B","R$ 383,68 M","R$ 1,88",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
8,30/06/2022,"R$ 1,39 B","R$ 348,63 M","R$ 1,71",204.256.000,0,0,204.256.000,6.000.000,0,0,6.000.000,198.256.000,0,198.256.000,190
9,31/03/2022,"R$ 1,38 B","R$ 332,09 M","R$ 1,63",204.256.000,0,0,204.256.000,4.750.000,0,0,4.750.000,199.506.000,0,199.506.000,190
10,31/12/2021,"R$ 1,27 B","R$ 317,24 M","R$ 1,55",204.256.000,0,0,204.256.000,2.350.000,0,0,2.350.000,201.906.000,0,201.906.000,190
11,30/09/2021,"R$ 1,18 B","R$ 328,04 M","R$ 1,61",204.256.000,0,0,204.256.000,1.527,0,0,1.527,204.254.473,0,204.254.473,190
12,30/06/2021,"R$ 1,14 B","R$ 289,15 M","R$ 1,42",204.256.000,0,0,204.256.000,0,0,0,0,204.256.000,0,204.256.000,190
13,31/03/2021,"R$ 1,17 B","R$ 280,15 M","R$ 1,37",204.256.000,0,0,204.256.000,0,0,0,0,204.256.000,0,204.256.000,190
14,31/12/2020,"R$ 961,35 M","R$ 230,14 M","R$ 1,13",204.256.000,0,0,204.256.000,0,0,0,0,204.256.000,0,204.256.000,190
15,30/09/2020,"R$ 958,92 M","R$ 214,41 M","R$ 1,05",204.256.000,0,0,204.256.000,0,0,0,0,204.256.000,0,204.256.000,190
16,30/06/2020,"R$ 896,00 M","R$ 145,24 M","R$ 14,52",10.000.000,0,0,10.000.000,0,0,0,0,10.000.000,0,10.000.000,190
17,31/03/2020,"R$ 754,69 M","R$ 116,29 M","R$ 11,63 mil",10.000,0,0,10.000,0,0,0,0,10.000,0,10.000,190
