,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,PLANOEPLANO,PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,(i) incorporação. construção e comercialização de empreendimentos imobiliários; (ii) locação de imóveis próprios; (iii) administração de carteira de recebíveis de financiamentos. empréstimos imobiliár,"R$ 13,04 M",Consumo Cíclico,Construção Civil,Incorporações,"IBRA, ICON, IGC, IGCT, IGNM, IMOB, INDX, ITAG, SMLL"
