,data,receita_liquida,resultado_bruto,ebit,depreciacao,ebitda,lucro_liquido,lucro_acao,ticker
0,30/06/2024,"R$ 532,28 M","R$ 296,30 M","R$ 102,04 M","- R$ 56,25 M","R$ 158,29 M","R$ 48,88 M","R$ 0,38",191
1,31/03/2024,"R$ 450,71 M","R$ 241,28 M","R$ 54,33 M","- R$ 56,57 M","R$ 110,90 M","- R$ 17,52 M","- R$ 0,14",191
2,31/12/2023,"R$ 482,05 M","R$ 262,92 M","R$ 61,45 M","- R$ 50,94 M","R$ 112,39 M","R$ 5,69 M","R$ 0,04",191
3,30/09/2023,"R$ 418,29 M","R$ 210,38 M","R$ 24,57 M","- R$ 56,70 M","R$ 81,27 M","- R$ 36,77 M","- R$ 0,29",191
4,30/06/2023,"R$ 506,05 M","R$ 269,81 M","R$ 84,60 M","- R$ 57,95 M","R$ 142,55 M","R$ 31,38 M","R$ 0,24",191
5,31/03/2023,"R$ 424,55 M","R$ 206,27 M","R$ 36,66 M","- R$ 60,28 M","R$ 96,94 M","- R$ 28,35 M","- R$ 0,22",191
6,31/12/2022,"R$ 442,26 M","R$ 216,91 M","- R$ 76,57 M","- R$ 56,86 M","- R$ 19,72 M","- R$ 125,39 M","- R$ 0,97",191
7,30/09/2022,"R$ 389,66 M","R$ 186,87 M","R$ 24,41 M","- R$ 55,93 M","R$ 80,34 M","- R$ 39,35 M","- R$ 0,31",191
8,30/06/2022,"R$ 464,22 M","R$ 236,75 M","R$ 7,36 M","- R$ 51,97 M","R$ 59,33 M","- R$ 39,09 M","- R$ 0,30",191
9,31/03/2022,"R$ 380,21 M","R$ 192,97 M","R$ 20,57 M","- R$ 49,57 M","R$ 70,14 M","- R$ 18,32 M","- R$ 0,14",191
10,31/12/2021,"R$ 390,90 M","R$ 216,26 M","R$ 43,73 M","- R$ 48,85 M","R$ 92,57 M","R$ 3,49 M","R$ 0,03",191
11,30/09/2021,"R$ 324,08 M","R$ 169,25 M","R$ 32,17 M","- R$ 46,86 M","R$ 79,04 M","- R$ 6,78 M","- R$ 0,05",191
12,30/06/2021,"R$ 385,65 M","R$ 212,57 M","R$ 61,28 M","- R$ 46,53 M","R$ 107,80 M","R$ 25,70 M","R$ 0,20",191
13,31/03/2021,"R$ 306,72 M","R$ 163,37 M","R$ 40,29 M","- R$ 42,63 M","R$ 82,93 M","R$ 30,07 M","R$ 0,23",191
14,31/12/2020,"R$ 329,46 M","R$ 177,02 M","R$ 173,92 M","- R$ 43,61 M","R$ 217,53 M","R$ 121,53 M","R$ 0,94",191
15,30/09/2020,"R$ 269,45 M","R$ 134,50 M","R$ 9,73 M","- R$ 43,77 M","R$ 53,50 M","- R$ 27,98 M","- R$ 0,22",191
16,30/06/2020,"R$ 343,02 M","R$ 204,71 M","R$ 89,33 M","- R$ 44,37 M","R$ 133,70 M","R$ 54,72 M","R$ 0,43",191
17,31/03/2020,"R$ 308,53 M","R$ 153,55 M","R$ 40,22 M","- R$ 43,90 M","R$ 84,12 M","R$ 16,77 M","R$ 0,13",191
18,31/12/2019,"R$ 350,31 M","R$ 185,72 M","R$ 48,57 M","- R$ 39,87 M","R$ 88,44 M","- R$ 2,56 M","- R$ 0,02",191
19,30/09/2019,"R$ 288,91 M","R$ 157,74 M","R$ 47,25 M","- R$ 30,25 M","R$ 77,50 M","R$ 23,84 M","R$ 0,19",191
20,30/06/2019,"R$ 332,61 M","R$ 185,92 M","R$ 88,97 M","- R$ 34,30 M","R$ 123,27 M","R$ 59,01 M","R$ 0,46",191
21,31/03/2019,"R$ 304,16 M","R$ 166,10 M","R$ 75,48 M","- R$ 26,49 M","R$ 101,97 M","R$ 56,09 M","R$ 0,42",191
22,31/12/2018,"R$ 320,07 M","R$ 170,11 M","R$ 42,77 M","- R$ 22,05 M","R$ 64,82 M","R$ 33,11 M","R$ 0,25",191
23,30/09/2018,"R$ 286,00 M","R$ 151,06 M","R$ 52,13 M","- R$ 18,84 M","R$ 70,97 M","R$ 36,93 M","R$ 0,27",191
24,30/06/2018,"R$ 339,17 M","R$ 185,96 M","R$ 80,42 M","- R$ 18,08 M","R$ 98,49 M","R$ 73,02 M","R$ 0,53",191
25,31/03/2018,"R$ 317,25 M","R$ 178,38 M","R$ 60,37 M","- R$ 17,38 M","R$ 77,75 M","R$ 58,22 M","R$ 0,42",191
26,31/12/2017,"R$ 304,00 M","R$ 148,63 M","R$ 18,85 M","- R$ 17,31 M","R$ 36,16 M","R$ 4,32 M","R$ 0,03",191
