,empresa,razaoSocial,situacao_registro,situacao_emissor,segmento_listagem,atividade,volume_financeiro,setor,subsetor,segmento,indices
0,SER EDUCA,SER EDUCACIONAL S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Desenvolvimento e a administração de atividades e instituições no setor de educação e outras áreas associadas; administração de bens e negócios próprios; e participação em outras sociedades.,"R$ 5,12 M",Consumo Cíclico,Diversos,Serviços Educacionais,"IBRA, ICON, IGC, IGCT, IGNM, ITAG, SMLL"
