,data,ativo_total,patrimonio_liq,vlr_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,acoes_preferenciais.1,total,acoes_ordinarias_tesouraria,acoes_preferenciais_tesouraria,acoes_preferenciais_tesouraria.1,total_tesouraria,acoes_ordinarias_excecao,acoes_preferenciais_excecao,total_excecao,ticker
0,30/06/2024,"R$ 3,51 B","R$ 1,24 B","R$ 9,64",128.721.650,0,0,128.721.650,386.800,0,0,386.800,128.334.850,0,128.334.850,191
1,31/03/2024,"R$ 3,37 B","R$ 1,19 B","R$ 9,26",128.721.560,0,0,128.721.560,386.800,0,0,386.800,128.334.760,0,128.334.760,191
2,31/12/2023,"R$ 3,49 B","R$ 1,21 B","R$ 9,40",128.721.560,0,0,128.721.560,386.800,0,0,386.800,128.334.760,0,128.334.760,191
3,30/09/2023,"R$ 3,43 B","R$ 1,20 B","R$ 9,35",128.721.560,0,0,128.721.560,386.800,0,0,386.800,128.334.760,0,128.334.760,191
4,30/06/2023,"R$ 3,48 B","R$ 1,24 B","R$ 9,64",128.721.560,0,0,128.721.560,386.800,0,0,386.800,128.334.760,0,128.334.760,191
5,31/03/2023,"R$ 3,37 B","R$ 1,21 B","R$ 9,39",128.721.560,0,0,128.721.560,386.800,0,0,386.800,128.334.760,0,128.334.760,191
6,31/12/2022,"R$ 3,39 B","R$ 1,24 B","R$ 9,61",128.721.560,0,0,128.721.560,386.800,0,0,386.800,128.334.760,0,128.334.760,191
7,30/09/2022,"R$ 3,48 B","R$ 1,36 B","R$ 10,60",128.721.560,0,0,128.721.560,217.500,0,0,217.500,128.504.060,0,128.504.060,191
8,30/06/2022,"R$ 3,29 B","R$ 1,40 B","R$ 10,90",128.721.560,0,0,128.721.560,217.500,0,0,217.500,128.504.060,0,128.504.060,191
9,31/03/2022,"R$ 3,33 B","R$ 1,44 B","R$ 11,22",128.721.560,0,0,128.721.560,97.500,0,0,97.500,128.624.060,0,128.624.060,191
10,31/12/2021,"R$ 3,09 B","R$ 1,46 B","R$ 11,37",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
11,30/09/2021,"R$ 3,17 B","R$ 1,46 B","R$ 11,34",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
12,30/06/2021,"R$ 3,26 B","R$ 1,47 B","R$ 11,39",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
13,31/03/2021,"R$ 3,15 B","R$ 1,46 B","R$ 11,32",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
14,31/12/2020,"R$ 3,09 B","R$ 1,43 B","R$ 11,08",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
15,30/09/2020,"R$ 2,93 B","R$ 1,33 B","R$ 10,34",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
16,30/06/2020,"R$ 3,03 B","R$ 1,36 B","R$ 10,56",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
17,31/03/2020,"R$ 2,48 B","R$ 1,33 B","R$ 10,30",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
18,31/12/2019,"R$ 2,56 B","R$ 1,31 B","R$ 10,17",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
19,30/09/2019,"R$ 2,50 B","R$ 1,32 B","R$ 10,23",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
20,30/06/2019,"R$ 2,60 B","R$ 1,33 B","R$ 10,30",128.721.560,0,0,128.721.560,0,0,0,0,128.721.560,0,128.721.560,191
21,31/03/2019,"R$ 2,74 B","R$ 1,53 B","R$ 11,48",132.951.860,0,0,132.951.860,4.230.300,0,0,4.230.300,128.721.560,0,128.721.560,191
22,31/12/2018,"R$ 2,43 B","R$ 1,47 B","R$ 11,06",132.951.860,0,0,132.951.860,4.230.300,0,0,4.230.300,128.721.560,0,128.721.560,191
23,30/09/2018,"R$ 2,52 B","R$ 1,55 B","R$ 11,13",138.812.000,0,0,138.812.000,4.827.500,0,0,4.827.500,133.984.500,0,133.984.500,191
24,30/06/2018,"R$ 2,52 B","R$ 1,57 B","R$ 11,33",138.812.000,0,0,138.812.000,2.077.500,0,0,2.077.500,136.734.500,0,136.734.500,191
25,31/03/2018,"R$ 2,52 B","R$ 1,54 B","R$ 11,10",138.812.000,0,0,138.812.000,377.500,0,0,377.500,138.434.500,0,138.434.500,191
26,31/12/2017,"R$ 2,51 B","R$ 1,51 B","R$ 10,87",138.812.000,0,0,138.812.000,377.500,0,0,377.500,138.434.500,0,138.434.500,191
